Name,Vessel type,MMSI,IMO,Beneficial Owner,Registered Owner,Class,Builder,Operator,Technical Manager
Smooth Sea 30,SMALL CLEAN TNKR,567070400,9892262,Smooth Sea,SMOOTH SEA CO LTD,,Beilun Lantian,Smooth Sea,Smooth Sea
Smooth Sea 4,SMALL CLEAN TNKR,567208000,8301486,Cheng Xin Shipping,CHENG XIN SHIPPING LTD,,Murakami Hide,Cheng Xin Shipping,Cheng Xin Shipping
Smurf,HEAVY LIFT (Deck Cargo),341477000,7734167,Undisclosed,SMURF HOLDINGS SA,withdrawn from RINA,Sumitomo,Undisclosed,Undisclosed
Smyrni,SUEZMAX TNKR,636015015,9493779,Dynacom Tankers,PISCES FINANCE LTD,ABS,Jiangsu Rongsheng,Dynacom Tankers,Dynacom Tankers
Smyrtos,LR2 TNKR,352005289,9389100,Crest Maritime,DAIRA SHIPPING LTD,ABS/IRS,Shanghai Waigaoqiao Shipbuilding,Crest Maritime,Crest Maritime
Snarth,J19 STAINLESS STEEL,314995000,9349655,Neel Shipping FZE,OCEAN DEEP LTD,KRS,Shin Kurushima,Neel Shipping FZE,Success Shipping FZE
Snow,VLCC,422210100,9569619,NITC,BIBIMBOB SHIPPING LTD,PRS,Shanghai Waigaoqiao Shipbuilding,NITC,NITC
Sobar,SUEZMAX TNKR,422160500,9221970,Mehdi Group,KAWKAB SHIPPING INC,withdrawn from PRS,Daewoo,Mehdi Group,Vaniya Ship Management
Sobhan,SMALL CLEAN TNKR (Bunkering),422060200,9036935,IRISL,IRISL MARINE SERVICES,withdrawn from Non IACS,Damen Shipyards Bergum,IRISL,IRISL
Sobre World,SMALL CLEAN TNKR,325591000,7204734,Xihe Group,OCEAN TANKERS PTE LTD,nonIACS,Asakawa,Xihe Group,Xihe Group
Sochima,SMALL CLEAN TNKR (Chemical / Product),354618000,9666376,Plus Petroleum,TONIMAS NIGERIA LTD,BV,Ruian City Jiangnan Ship Industry Factory,Plus Petroleum,Naaf Marine
Socrates,LR1 TNKR,636013615,9390692,Tsakos Energy Navigation,KERRY TRADING CO LTD,ABS,Sungdong,Panamax International Pool,Tsakos Columbia Shipmanagement
Soechi Anindya,SMALL CLEAN TNKR,525016102,7204930,Soechi Lines,ARMADA BUMI PRATIWI LINES,BKI,Shimanami,Soechi Lines,Soechi Lines
Soechi Asia XXIX,SMALL CHEMICAL TNKR,525015817,9110145,Soechi Lines,ARMADA BUMI PRATIWI LINES,CCS,Murakami Hide,Soechi Lines,Sukses Inkor Maritim
Soechi Chemical III,SMALL CLEAN TNKR,526064675,8513948,Soechi Lines,SYMBIO LINTAS ENERGI,BKI,Imamura Zosen,Soechi Lines,Equator Maritime PT
Soechi Chemical IX,SMALL CLEAN TNKR (Chemical / Product),525019420,8709597,Soechi Lines,INTI ENERGI LINE PT,BKI,Union Naval,Soechi Lines,Soechi Lines
Soechi Chemical V,SMALL CHEMICAL TNKR,525016300,8319158,Soechi Lines,SUKSES OSEAN KHATULISTIWA LINE,BKI,Shin Kochi,Soechi Lines,Soechi Lines
Soechi Chemical VII,SMALL CLEAN TNKR,525016302,8709585,Soechi Lines,SUKSES OSEAN KHATULISTIWA LINE,BKI,Union Naval,Soechi Lines,Soechi Lines
Soechi Chemical XIX,SMALL CLEAN TNKR,525019373,8403624,Soechi Lines,LINTAS SAMUDRA MARITIM,BKI,Fukuoka,Soechi Lines,Soechi Lines
Soechi Chemical XXI,SMALL CLEAN TNKR,525019401,8609838,Soechi Lines,INTI ENERGI LINE PT,BKI,Towa,Soechi Lines,Soechi Lines
Soechi Lesmana,SMALL CLEAN TNKR (Chemical / Product),525019140,8113970,Soechi Lines,SUKSES OSEAN KHATULISTIWA LINE,BKI,Ichikawa Zosensho,Soechi Lines,Soechi Lines
Soechi Pratiwi,SMALL CLEAN TNKR,526067844,8013522,Soechi Lines,SUKSES OSEAN KHATULISTIWA LINE,BKI,Higaki Zosen Koura,Soechi Lines,Soechi Lines
Soechi Prestasi,SMALL CLEAN TNKR,525019132,9036739,Soechi Lines,SUKSES OSEAN KHATULISTIWA LINE,BKI,Nakatani,Soechi Lines,Equator Maritime PT
Soemantri Brodjonegoro,SMALL CLEAN TNKR (Chemical / Product),525018003,7518551,Pupuk Sriwidjaja,PUPUK INDONESIA LOGISTIK PT,BKI,Mitsubishi HI,Pupuk Sriwidjaja,Pupuk Sriwidjaja
Sofia,SMALL CLEAN TNKR,357296000,9460409,Naviera Cruz Del Sur,ROBLE AMARILLO SA,withdrawn from RINA,Jiangnan Linhai Shipyard,Naviera Cruz Del Sur,Naviera Cruz Del Sur
Sofia,SMALL CLEAN TNKR (Chemical / Product),620525000,9531387,Etihad,AAA MARITIME SHIPPING SA,CCS,Dong Ming,Etihad,Trugro Ship Management
Sofia,SMALL CLEAN TNKR,518100790,9015761,Jin Hao Ship Management,GOLDEN LUXURY CORP,withdrawn from NKK,Asakawa,Jin Hao Ship Management,Jin Hao Ship Management
Sofia,SUEZMAX TNKR,241643000,9461764,CMB Tech,CMB.TECH NV,DNV,Hyundai Samho Heavy Ind,ST Shipping,Anglo Eastern Univan Group
Sofia II,AFRAMAX TNKR,636020835,9364239,Flynn Ventures,LUNE SHIPPING INC,DNV,Sumitomo,Flynn Ventures,Flynn Ventures
Sofia K,POST PANAMAX TNKR (Clean),352002667,9299123,Farasan Maritime Inc,FARASAN MARITIME INC,DNV/IRS,Brodosplit,Farasan Maritime Inc,Ark Seakonnect
Sofia R,SMALL CLEAN TNKR (Bunkering),701006126,9423308,Risler Bunkering,BUNKERBAIRES SA,Other,Riopal,Risler Bunkering,Risler Bunkering
Sofie,MR1 TNKR (Chemical / Product),636023770,9241798,Aveya Shipping DMCC,HARLOW MARITIME SA,DNV,SLS,Aveya Shipping DMCC,Aveya Shipping DMCC
Sofos,MR2 TNKR (Chemical / Product),667002413,9278064,New Dawn Marine,NEW DAWN MARINE CORP,RINA,STX Offshore,New Dawn Marine,Voyage Guard Shipmanagement
Soho Square,LR2 TNKR,636019142,9505819,Zodiac Maritime,TOTLEN SHIPPING INC,LRS,Samsung,Saudi Aramco,Zodiac Maritime
Sokrat,SMALL CLEAN TNKR,273215560,9140827,Morskoy Standart,MORSKOY STANDARTBUNKER LLC,RMRS,ENVC,Morskoy Standart,Morskoy Standart
Sol do Brasil,SMALL CLEAN TNKR (Chemical / Product),636010032,9018658,Aleuropa,ESPLANADE SHIPPING CORP,DNV,Kvaerner Floro,Aleuropa,Citrosuco Fias
Sol Lueshing,SMALL CLEAN TNKR (Chemical / Product),,8108767,Unknown USA,SOL LUESHING INC,withdrawn from BV,Schichau Unterweser,Unknown USA,Unknown USA
Sola TS,AFRAMAX TNKR,248020000,9724350,Tsakos Energy Navigation,TWITT NAVIGATION LTD,DNV,DaewooMangalia,Equinor,Tsakos Columbia Shipmanagement
Solan,SUEZMAX TNKR,306474000,9155808,Mehdi Group,GHAD SHIPPING INC,withdrawn from RINA,Hyundai Heavy Ind Ulsan Shipyard,Mehdi Group,Vaniya Ship Management
Solana,VLCC,248330000,9395317,TMS Tankers,NESTOR I MARITIME LTD,ABS,Jiangnan Shanghai Changxing HI,TMS Tankers,TMS Tankers
Solar Ailene,SMALL CLEAN TNKR (Chemical / Product),538008708,9877664,Tristar Eships,SOLAR MARITIME DAC,LRS,Hyundai Mipo,Shell Trading and Shipping Co,Fleet Management Ltd
Solar Alice,SMALL CLEAN TNKR (Chemical / Product),636020365,9887384,Global Meridian Holdings,MERIDIAN 20 LTD,LRS,Hyundai Mipo,Shell Trading and Shipping Co,Bernhard Schulte Shipmanagement
Solar Catie,SMALL CLEAN TNKR (Chemical / Product),636020367,9887401,Global Meridian Holdings,MERIDAN 22 LTD,LRS,Hyundai Mipo,Shell Trading and Shipping Co,Bernhard Schulte Shipmanagement
Solar Cheryl,MR2 TNKR (Chemical / Product),636019988,9898503,SPDB Financial Leasing,SPDBFL ONE HUNDRED SEVENTY TWO,CCS/DNV,New Times Shipbuilding,Shandong Shipping Tanker,Fleet Management Ltd
Solar Claire,MR2 TNKR (Chemical / Product),563109900,9882425,Meiji Shipping Group,M&M SHIPHOLDING PTE LTD,BV,Hyundai Mipo,ExxonMobil,Meikai Marine Services
Solar Karen,MR2 TNKR (Chemical / Product),636019995,9907823,ICBC Financial Leasing,HAI KUO SHIPPING 1943T LTD,CCS/DNV,New Times Shipbuilding,Shandong Shipping Tanker,Columbia Shipmanagement
Solar Katherine,MR2 TNKR (Chemical / Product),351341000,9882396,Meiji Shipping Group,SOLEIL TRANSPORT SA,BV,Hyundai Mipo,ExxonMobil,Meikai Marine Services
Solar Lai Fong,MR2 TNKR (Chemical / Product),636019992,9907809,ICBC Financial Leasing,HAI KUO SHIPPING 1941T LTD,DNV,New Times Shipbuilding,Shandong Shipping Tanker,Fleet Management Ltd
Solar Madelein,MR2 TNKR (Chemical / Product),563110100,9882413,Meiji Shipping Group,M&M SHIPHOLDING PTE LTD,BV,Hyundai Mipo,ExxonMobil,Meikai Marine Services
Solar Melissa,MR2 TNKR (Chemical / Product),351578000,9882401,Meiji Shipping Group,SOLEIL TRANSPORT SA,BV,Hyundai Mipo,ExxonMobil,Meikai Marine Services
Solar Naama,SMALL CLEAN TNKR (Chemical / Product),636020366,9887396,Global Meridian Holdings,MERIDIAN 21 LTD,LRS,Hyundai Mipo,Shell Trading and Shipping Co,Bernhard Schulte Shipmanagement
Solar Nesrin,SMALL CLEAN TNKR (Chemical / Product),538008704,9877626,Tristar Eships,SOLAR MARITIME DAC,LRS,Hyundai Mipo,Shell Trading and Shipping Co,Fleet Management Ltd
Solar Roma,SMALL CLEAN TNKR (Chemical / Product),636020364,9887372,Global Meridian Holdings,MERIDIAN 19 LTD,LRS,Hyundai Mipo,Shell Trading and Shipping Co,Bernhard Schulte Shipmanagement
Solar Ruba,MR2 TNKR (Chemical / Product),636019991,9907768,ICBC Financial Leasing,HAI KUO SHIPPING 1940T LTD,DNV,New Times Shipbuilding,Shandong Shipping Tanker,Fleet Management Ltd
Solar Ruo Yun,MR2 TNKR (Chemical / Product),636019994,9907811,ICBC Financial Leasing,HAI KUO SHIPPING 1942T LTD,DNV,New Times Shipbuilding,Shandong Shipping Tanker,Columbia Shipmanagement
Solar Sally,MR2 TNKR (Chemical / Product),636019987,9898498,SPDB Financial Leasing,SPDBFL ONE HUNDRED SEVENTY ONE,CCS/DNV,New Times Shipbuilding,Shandong Shipping Tanker,Fleet Management Ltd
Solar Sharna,SMALL CLEAN TNKR (Chemical / Product),538008703,9877614,Tristar Eships,SOLAR MARITIME DAC,LRS,Hyundai Mipo,Shell Trading and Shipping Co,Fleet Management Ltd
Solar Sheridan,SMALL CLEAN TNKR (Chemical / Product),538008707,9877652,Tristar Eships,SOLAR MARITIME DAC,LRS,Hyundai Mipo,Shell Trading and Shipping Co,Fleet Management Ltd
Solar Skyler,SMALL CLEAN TNKR (Chemical / Product),538008706,9877640,Tristar Eships,SOLAR MARITIME DAC,LRS,Hyundai Mipo,Shell Trading and Shipping Co,Fleet Management Ltd
Solar Susie,MR2 TNKR (Chemical / Product),636019989,9898515,ICBC Financial Leasing,HAI KUO SHIPPING 1938T LTD,DNV,New Times Shipbuilding,Shandong Shipping Tanker,Fleet Management Ltd
Solar Suzanne,SMALL CLEAN TNKR (Chemical / Product),538008705,9877638,Tristar Eships,SOLAR MARITIME DAC,LRS,Hyundai Mipo,Shell Trading and Shipping Co,Fleet Management Ltd
Solar Tine,MR2 TNKR (Chemical / Product),636019990,9898527,ICBC Financial Leasing,HAI KUO SHIPPING 1939T LTD,CCS/DNV,New Times Shipbuilding,Shandong Shipping Tanker,Fleet Management Ltd
Solaria,SMALL CLEAN TNKR (Bunkering),247256800,8906236,Morfini,MORFINI SPA,RINA,Van Eijk Scheepsbouw,Morfini,Morfini
Soldier,VLCC,677038300,9590008,Undisclosed,UNKNOWN,withdrawn from DNV GL,Bohai Shipbuilding Heavy Industry Co,Undisclosed,Undisclosed
Solero,SMALL CLEAN TNKR (Chemical / Product),266420000,9428085,Donsotank Rederi,DONSO SHIPPING KB,DNV,Soli,Donsotank Rederi,Donsotank Rederi
Soli,AFRAMAX TNKR,,7915345,Mercator Ltd,MERCATOR LTD,ABS,Mitsui Ichihara,Mercator Ltd,Mercator Ltd
Solia,SMALL CLEAN TNKR,256223000,6823131,Ruble Shipping,RUBLE SHIPPING CO LTD,BV,Hitzler Werft,Ruble Shipping,Ruble Shipping
Solis,J19 STAINLESS STEEL,352004834,9276248,Ocean Express Shipping,OCEAN EXPRESS SHIPPING CO LTD,KRS,Usuki Zosensho,GSB Tankers,Asia Pacific Shipping
Solo,SMALL CLEAN TNKR,510167000,8820705,Undisclosed,NAVIGATOR MARINE SERVICES,nonIACS,Sasaki,Undisclosed,Undisclosed
Solo,LR1 TNKR,249092000,9387970,Akrotiri Tankers,SOLO SHIPPING LTD,RINA,Sungdong,Akrotiri Tankers,Akrotiri Tankers
Solo 7,SMALL CLEAN TNKR (Chemical / Product),341287000,9321457,Verital Marine Services,SOLO LOGISTICS & TRANSPORTSMC,RINA,Nokbong,Verital Marine Services,Verital Marine Services
Solomon Sea,AFRAMAX TNKR,636017500,9760500,Kitaura Kaiun,SATSUKI MARITIME SA,LRS,Sumitomo,Eastern Pacific Shipping,Eastern Pacific Shipping
Solomos,LR2 TNKR,256039000,9933200,Enesel SA,HN5071 LTD,DNV,DH Shipbuilding,Koch Logistics,Enesel SA
Solstraum,SMALL CHEMICAL TNKR,273291710,9157014,Skadar,SCADAR LLC,RMRS,Damen Galati,Skadar,Skadar
Solution,SMALL CLEAN TNKR (Inland),244131439,9884552,Solution Maritiem,SOLUTION MARITIEM BV,LRS,Partner Stocznia,Solution Maritiem,Solution Maritiem
Solway Fisher,SMALL CLEAN TNKR,308665000,9320491,First Ship Lease Trust,FSL4 INC,LRS,Damen Galati,James Fisher Shipping,James Fisher Shipping
Sombra,SMALL CLEAN TNKR (Inland),244010511,9324760,Remie Tankvaart,REMIE TANKVAART BV,,Santierul Naval Severnav Main Yard,Remie Tankvaart,Remie Tankvaart
Somerset,SMALL CHEMICAL TNKR,,7924023,Zodiac Maritime,,withdrawn from LRS,Odense Steel,Zodiac Maritime,Zodiac Maritime
Somerset,VLCC,,7370210,European Navigation,CASTLE MARITIME,,IHI,European Navigation,European Navigation
Sommit,SMALL CLEAN TNKR (Inland),,9713090,Sommit Enterprise,SOMMIT ENTERPRISE LTD,IRS,Narayangonj Engineering and Shipbuilding,Sommit Enterprise,Sommit Enterprise
Somtrans IX,SMALL CLEAN TNKR (Inland),205348990,9205457,Somtrans NV,R SOMERS NV,LRS,Santierul Naval Orsova,Somtrans NV,Somtrans NV
Somtrans LNG,SMALL CLEAN TNKR (Inland),244031327,9822372,Somtrans NV,SOMTRALUX SA,LRS,Santierul Naval Severnav Main Yard,Somtrans NV,Somtrans NV
Somtrans V,SMALL CLEAN TNKR (Inland),205238190,9204415,Somtrans NV,R SOMERS NV,LRS,DaewooMangalia,Somtrans NV,Somtrans NV
Somtrans VI,SMALL CLEAN TNKR (Inland),,8643951,Unknown Nigerian,UNKNOWN,,Tille,Unknown Nigerian,Unknown Nigerian
Somtrans VI,SMALL CLEAN TNKR (Inland),244870140,9533270,Somtrans NV,SOMTRALUX SA,LRS,Kherson,Somtrans NV,Somtrans NV
Somtrans VII,SMALL CLEAN TNKR (Inland),244870141,9533282,Somtrans NV,SOMTRALUX SA,LRS,Kherson,Somtrans NV,Somtrans NV
Somtrans X,SMALL CLEAN TNKR (Inland),205369090,9263837,Somtrans NV,R SOMERS NV,LRS,Ceske Lodenice,Somtrans NV,Somtrans NV
Somtrans XI,SMALL CLEAN TNKR (Inland),205085300,8336754,Somtrans NV,SOMTRANS NV,,Unknown Yard,Somtrans NV,Somtrans NV
Somtrans XIV,SMALL CLEAN TNKR (Inland),244660655,9369019,Somtrans NV,R SOMERS NV,LRS,Lodenice Chvaletice,Somtrans NV,Somtrans NV
Somtrans XV,SMALL CLEAN TNKR (Inland),244650709,9564700,Somtrans NV,SOMTRALUX SA,LRS,Yizheng Hongjiang Shipbuilding,Somtrans NV,Somtrans NV
Somtrans XVI,SMALL CLEAN TNKR (Inland),244650711,9570072,Somtrans NV,R SOMERS NV,LRS,Yizheng Hongjiang Shipbuilding,Somtrans NV,Somtrans NV
Somtrans XVII,SMALL CLEAN TNKR (Inland),244060298,9230799,Somtrans NV,SOMTRANS NV,LRS,Breko,Somtrans NV,Somtrans NV
Somtrans XVIII,SMALL CLEAN TNKR (Inland),244660834,9372808,Somtrans NV,SOMTRANS NV,LRS,Centromost,Somtrans NV,Somtrans NV
Somtrans XX,SMALL CLEAN TNKR (Inland),244700714,9571234,Somtrans NV,SOMTRANS NV,LRS,Jiangsu Guoxin,Somtrans NV,Somtrans NV
Somtrans XXI,SMALL CLEAN TNKR (Inland),244700786,9571246,Somtrans NV,SOMTRALUX SA,LRS,Jiangsu Guoxin,Somtrans NV,Somtrans NV
Somtrans XXII,SMALL CLEAN TNKR (Inland),244650777,9486001,Somtrans NV,SOMTRALUX SA,LRS,Teamco Shipyard,Somtrans NV,Somtrans NV
Somtrans XXIV,SMALL CLEAN TNKR (Inland),244740396,9588043,Somtrans NV,SOMTRANS NV,LRS,Jiangsu Guoxin,Somtrans NV,Somtrans NV
Somtrans XXIX,SMALL CLEAN TNKR (Inland),205526290,9710440,Somtrans NV,SOMTRANS NV,LRS,Nantong Mingde Heavy Ind,Somtrans NV,Somtrans NV
Somtrans XXV,SMALL CLEAN TNKR (Inland),244650960,9615963,Somtrans NV,SOMTRANS NV,LRS,Jiangsu Guoxin,Somtrans NV,Somtrans NV
Somtrans XXVI,SMALL CLEAN TNKR (Inland),244710230,9615975,Somtrans NV,SOMTRANS NV,LRS,Jiangsu Guoxin,Somtrans NV,Somtrans NV
Somtrans XXVII,SMALL CLEAN TNKR (Inland),244870573,9741009,Somtrans NV,SOMTRANS NV,LRS,Unknown Yard,Somtrans NV,Somtrans NV
Somtrans XXVIII,SMALL CLEAN TNKR (Inland),205524390,9705873,Somtrans NV,R SOMERS NV,LRS,Nantong Mingde Heavy Ind,Somtrans NV,Somtrans NV
Somtrans XXX,SMALL CLEAN TNKR (Inland),244750947,9648910,Somtrans NV,SOMTRANS 30 BV,LRS,Jiangsu Guoxin,Somtrans NV,Somtrans NV
Somtrans XXXI,SMALL CLEAN TNKR (Inland),244780451,9648934,Somtrans NV,SOMTRANS 31 BV,LRS,Jiangsu Guoxin,Vinotra,Somtrans NV
Somtrans XXXII,SMALL CLEAN TNKR (Inland),244780962,9648922,Somtrans NV,SOMTRANS 32 BV,LRS,Jiangsu Guoxin,Vinotra,Somtrans NV
Somtrans XXXIII,SMALL CLEAN TNKR (Inland),244750922,9648946,Somtrans NV,SOMTRANS 33 BV,LRS,Jiangsu Guoxin,Somtrans NV,Somtrans NV
Sonangol Cabinda,SUEZMAX TNKR,311066500,9575589,Sonangol,SONANGOL CABINDA LTD,ABS,Daewoo,Stena Sonangol Suezmax Pool,Wallem Group
Sonangol Cazenga,SUEZMAX TNKR,311000635,9766310,Sonangol,SONANGOL CAZENGA LTD,DNV,Daewoo,Stena Sonangol Suezmax Pool,Wallem Group
Sonangol Girassol,SUEZMAX TNKR,309282000,9180114,Sonangol,SONANGOL SHIPPING GIRASSOL LTD,ABS,Daewoo,Sonangol,V Group
Sonangol Huila,SUEZMAX TNKR,311066400,9575565,Sonangol,SONANGOL HUILA LTD,ABS,Daewoo,Stena Sonangol Suezmax Pool,Wallem Group
Sonangol Kalandula,SUEZMAX TNKR,311035500,9575553,Sonangol,SONANGOL KALANDULA LTD,ABS,Daewoo,Stena Sonangol Suezmax Pool,Wallem Shipmanagement
Sonangol Kulumbimbi,SUEZMAX TNKR,311001272,9938482,Sonangol,SONANGOL SHIPPING KULUMBIMBI,DNV,Hyundai Samho Heavy Ind,Stena Sonangol Suezmax Pool,Wallem Group
