X,Y,portid,portname,country,ISO3,continent,fullname,lat,lon,vessel_count_total,vessel_count_container,vessel_count_dry_bulk,vessel_count_general_cargo,vessel_count_RoRo,vessel_count_tanker,industry_top1,industry_top2,industry_top3,share_country_maritime_import,share_country_maritime_export,LOCODE,pageid,countrynoaccents,ObjectId
15147311.0950538,4254923.85203606,port1325,Tsuruga,Japan,JPN,Asia & Pacific,"Tsuruga, Japan",35.66719379,136.0706107,529,77,96,115,187,54,Mineral Products,Wood & Wood Products,Vegetable Products,0.42,0.09,,3b1f40eb8acd452ab6229331302891fe,Japan,1
10996330.2513349,193165.405578009,port1198,Sibolga,Indonesia,IDN,Asia & Pacific,"Sibolga, Indonesia",1.734969159,98.78171534,81,28,2,4,8,39,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.08,0.01,,4d00b008b4be4068bf8a19d7da6e8cf6,Indonesia,2
12063063.0710255,2465268.52225189,port339,Fangcheng,China,CHN,Asia & Pacific,"Fangcheng, China",21.61420534,108.3643393,1968,34,1362,361,0,211,Mineral Products,Chemical & Allied Industries,Vegetable Products,1.9,0.42,,266042b244cf452a89f4a2de14f3da2f,China,3
14606584.8059802,4021402.44075359,port1335,Ube,Japan,JPN,Asia & Pacific,"Ube, Japan",33.94487467,131.2131838,4799,13,1195,1502,0,2089,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.76,2.35,,f3f6725ef00e4d3f8f9c93c45258667e,Japan,4
18741773.5149655,-5875427.58703623,port153,Bluff Harbor,New Zealand,NZL,Asia & Pacific,"Bluff Harbor, New Zealand",-46.59012995,168.360216,240,43,112,27,0,58,Wood & Wood Products,Metals,Prepared Foodstuffs & Beverages,7.79,2.84,,894ab5e5a18e48b6922c023196f74c8f,New Zealand,5
-164204.393165344,7359181.0867714,port1334,Tynemouth,United Kingdom,GBR,Europe,"Tynemouth, United Kingdom",54.98616295,-1.475073161,440,75,67,67,207,24,Wood & Wood Products,Mineral Products,Prepared Foodstuffs & Beverages,1.35,0.36,GB TYM,c5c5cc67df43466e999530930e8425d1,United Kingdom,6
13439488.0766536,4551048.9124275,port897,Penglai,China,CHN,Asia & Pacific,"Penglai, China",37.79885005,120.7289755,180,3,66,103,2,6,Mineral Products,Vegetable Products,Wood & Wood Products,0.04,0.03,,0f79b45e2a6b466682a3e2c4d5d8d3df,China,7
1693740.33248394,3808549.02591465,port750,Misrata,Libya,LBY,Africa,"Misrata, Libya",32.34398379,15.21512828,930,400,115,257,75,83,Mineral Products,Metals,Vegetable Products,45.57,8.07,,70d1343f8a804a53bd7d766c3dbed671,Libya,8
5360523.2473806,3560699.31390844,port563,Khorramshahr,Iran,IRN,Asia & Pacific,"Khorramshahr, Iran",30.44360334,48.15439964,154,21,5,128,0,0,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.16,0.03,IR KHO,0c2107f4770842e4b68a3986bb94b6c4,Iran,9
14913858.3822843,4105068.13411199,port1343,Uno,Japan,JPN,Asia & Pacific,"Uno, Japan",34.56607811,133.9734693,270,0,15,106,0,149,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.02,0.06,,2ab531a159ee4add8bb76a491e2cf25b,Japan,10
12926691.1799031,-365300.575252474,port1224,Stagen,Indonesia,IDN,Asia & Pacific,"Stagen, Indonesia",-3.279758294,116.1224426,399,32,56,95,0,216,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,0.23,0.21,,1747e111d06f494194eb7b517b3854c4,Indonesia,11
5733908.01877381,4391133.88080339,port834,Nowshahr Port,Iran,IRN,Asia & Pacific,"Nowshahr Port, Iran",36.65505162,51.50857211,174,1,0,163,0,10,Vegetable Products,Mineral Products,Prepared Foodstuffs & Beverages,0.47,0.06,,0442995aff114fcbb7180bcb003ebe41,Iran,12
13383120.6287262,4304306.75392503,port1069,Qingdao,China,CHN,Asia & Pacific,"Qingdao, China",36.02677905,120.2226181,11381,7270,1251,1337,95,1428,Mineral Products,Chemical & Allied Industries,Vegetable Products,6.54,7.98,CN QDG,c27f8d2d036f465d996bcf1429c44926,China,13
14755429.9969324,3924675.7023748,port1345,Uwajima,Japan,JPN,Asia & Pacific,"Uwajima, Japan",33.2210061,132.5502829,107,0,45,51,0,11,Prepared Foodstuffs & Beverages,Mineral Products,Vegetable Products,0.01,0.01,,d1bba355809847d38cc2a7a30ab7a188,Japan,14
3321505.3842978,3652942.72877377,port23,Alexandria,Egypt,EGY,Africa,"Alexandria, Egypt",31.15536502,29.83759053,3206,976,524,1148,182,376,Mineral Products,Vegetable Products,Metals,30.26,21.68,,a068e6e45ebc45ecb3aeda0a5ea19a38,Egypt,15
5359493.10794474,3381444.52751926,port743,Mina Al Ahmadi,Kuwait,KWT,Asia & Pacific,"Mina Al Ahmadi, Kuwait",29.0455478,48.14514574,509,0,26,2,0,481,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.03,75.5,,a019490627984d30b93e97fa158d2d0a,Kuwait,16
17215.3736815886,6922007.99047067,port1400,Wisbech,United Kingdom,GBR,Europe,"Wisbech, United Kingdom",52.66901607,0.154648333,71,7,0,64,0,0,Wood & Wood Products,Vegetable Products,Mineral Products,0.03,0,GB WIS,debaeedb9dd44523ba7b9b7994db71b9,United Kingdom,17
14561995.7616791,4016804.54737082,port1378,Kitakyushu (Wakamatsu),Japan,JPN,Asia & Pacific,"Kitakyushu (Wakamatsu), Japan",33.91060335,130.8126336,6205,3,1313,3829,90,970,Mineral Products,Metals,Chemical & Allied Industries,1.42,1.53,,b03377320188458bb9fdb39ed2bbb51a,Japan,18
13331987.1226933,4246996.38697745,port1070,Dongjiakou,China,CHN,Asia & Pacific,"Dongjiakou, China",35.60931763,119.763278,2103,46,1052,292,0,713,Mineral Products,Chemical & Allied Industries,Vegetable Products,2.13,0.85,,c5e6bf92ae064185b0723656aa59b07c,China,19
3621294.1920369,3497253.9742806,port71,As Suways,Egypt,EGY,Africa,"As Suways, Egypt",29.95100833,32.53063921,194,2,4,49,45,94,Mineral Products,Chemical & Allied Industries,Stone & Glass,0.09,0.41,,985a636a613c43919bfb65a922bd6e6b,Egypt,20
536519.215157731,6874666.93335355,port45,Amsterdam,The Netherlands,NLD,Europe,"Amsterdam, The Netherlands",52.41036165,4.819634112,8246,371,448,1675,124,5628,Mineral Products,Chemical & Allied Industries,Vegetable Products,10.4,16.73,NL AMS,148e0d053aec4eb0a27d53cc6a7ae520,The Netherlands,21
12548118.6274687,-803716.164560067,port1237,Tanjung Perak,Indonesia,IDN,Asia & Pacific,"Tanjung Perak, Indonesia",-7.200873409,112.7216675,6104,2701,289,1972,62,1080,Mineral Products,Prepared Foodstuffs & Beverages,Wood & Wood Products,5.74,1.67,ID SUB,78366a0da4c64d2bbf93abb950d0ad2a,Indonesia,22
15042991.2291262,4053559.75663765,port1379,Wakayama-Shimotsu,Japan,JPN,Asia & Pacific,"Wakayama-Shimotsu, Japan",34.18417973,135.1334894,4517,22,690,1557,11,2237,Metals,Mineral Products,Chemical & Allied Industries,1.9,1.99,,4d672891769848a08aa67454c1a270a6,Japan,23
16618603.3611043,-2425445.31562262,port458,Hay Point,Australia,AUS,Asia & Pacific,"Hay Point, Australia",-21.28124079,149.287454,1091,1,1087,2,0,1,Mineral Products,Chemical & Allied Industries,Vegetable Products,0,6.65,,d3918531627c4747b3fa1ddb322d63ed,Australia,24
-396652.937224868,7294408.38680927,port1402,Workington,United Kingdom,GBR,Europe,"Workington, United Kingdom",54.65091454,-3.56319396,90,5,1,84,0,0,Mineral Products,Wood & Wood Products,Vegetable Products,0.06,0.01,GB WOR,8c850801b4a4451590c6dfb0eeb1b8c9,United Kingdom,25
12093562.7524674,2473000.89349451,port1071,Qinzhou,China,CHN,Asia & Pacific,"Qinzhou, China",21.67876784,108.6383226,3588,1184,924,495,4,981,Mineral Products,Vegetable Products,Chemical & Allied Industries,1.03,0.56,,f93233bbee184bf3815bb214789503da,China,26
19817961.4715665,-4675353.36028526,port396,Gisborne,New Zealand,NZL,Asia & Pacific,"Gisborne, New Zealand",-38.67590403,178.0277769,120,0,111,9,0,0,Wood & Wood Products,Mineral Products,Vegetable Products,0.01,8.16,NZ GIS,6d1fc125b9464c16a2c001a57b4d890c,New Zealand,27
13319377.8081238,4855260.72560444,port1072,Qinhuangdao,China,CHN,Asia & Pacific,"Qinhuangdao, China",39.92645539,119.6500066,3049,105,2567,174,0,203,Mineral Products,Chemical & Allied Industries,Metals,0.03,4.29,,ecba22e319b9411a82c2ce1319e58cf6,China,28
12930507.3567629,-202655.23780238,port1262,Tanah Merah,Indonesia,IDN,Asia & Pacific,"Tanah Merah, Indonesia",-1.820176741,116.1567239,102,0,0,95,0,7,Mineral Products,Machinery & Electrical Equipment,Prepared Foodstuffs & Beverages,0.01,0.12,,1a38f87a17ef4b0ea570fe4a3eb466f6,Indonesia,29
1472646.56450395,5746298.95182751,port1142,San Giorgio,Italy,ITA,Europe,"San Giorgio, Italy",45.78711073,13.22900917,254,9,12,229,0,4,Metals,Mineral Products,Prepared Foodstuffs & Beverages,0.08,0.23,,bb67a6d94b194e29ae42fe1b78d96afd,Italy,30
13427092.5066384,3763089.78277659,port1073,Qiwei,China,CHN,Asia & Pacific,"Qiwei, China",31.99831756,120.6176242,5837,194,2881,897,4,1861,Mineral Products,Metals,Vegetable Products,2.15,0.29,,fe1788bd2872444186a111bfe8f19d92,China,31
14533168.7223781,3832217.60980326,port1411,Yatsushiro,Japan,JPN,Asia & Pacific,"Yatsushiro, Japan",32.52343634,130.5536759,897,90,309,209,0,289,Mineral Products,Wood & Wood Products,Chemical & Allied Industries,0.25,0.07,,8cecb8b43faa469c87aa4341a5c670e4,Japan,32
-8537761.64848104,4125600.38669325,port767,Morehead City,United States,USA,North America,"Morehead City, United States",34.71782416,-76.69601781,127,5,43,71,0,8,Metals,Mineral Products,Vegetable Products,0.11,0.03,US MRH,f50e4edbddb14318b79c42648cc03b67,United States,33
3778431.88243961,3089225.18012998,port191,Safaga,Egypt,EGY,Africa,"Safaga, Egypt",26.72555551,33.9422311,221,1,86,18,113,3,Vegetable Products,Mineral Products,Prepared Foodstuffs & Beverages,1.71,2.23,EG SGA,11463b58a3054345a897c7484b631d20,Egypt,34
14740601.305675,3956121.47289616,port1412,Yawatahama,Japan,JPN,Asia & Pacific,"Yawatahama, Japan",33.45700083,132.4170745,101,0,36,7,0,58,Mineral Products,Prepared Foodstuffs & Beverages,Animal & Animal Products,0.01,0.02,JP YWH,c9272a71175f4707b00263ec4ea2c273,Japan,35
13299820.9216825,2971562.33050719,port370,Fuzhou,China,CHN,Asia & Pacific,"Fuzhou, China",25.77760491,119.4743241,2718,1071,457,376,9,805,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.33,0.37,CN FZH,019656b8fc54490996b54132f5c8234f,China,36
15212510.6536446,4159988.27436907,port1416,Yokkaichi,Japan,JPN,Asia & Pacific,"Yokkaichi, Japan",34.97134904,136.6563083,7678,666,365,479,273,5895,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",1.52,2.18,JP YKK,dd33cd2196504a2b97c24ca2738e1043,Japan,37
13213966.3432696,2856853.68643038,port1074,Quanzhou,China,CHN,Asia & Pacific,"Quanzhou, China",24.84610329,118.7030793,710,342,62,274,1,31,Prepared Foodstuffs & Beverages,Mineral Products,Vegetable Products,0.08,0.03,CN QZL,f4fde59e85dd489a91cf073a7e2ad4ac,China,38
12995980.3160231,-994953.138402448,port1267,Tanjung Benete,Indonesia,IDN,Asia & Pacific,"Tanjung Benete, Indonesia",-8.901785947,116.7448775,177,26,21,85,6,39,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,0.15,0.14,,89e6172192544d3aaf0ceda304ef1a7c,Indonesia,39
775246.021203555,7041474.24686279,port285,Delfzijl,The Netherlands,NLD,Europe,"Delfzijl, The Netherlands",53.31497835,6.964153498,733,31,47,268,0,387,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.17,0.66,NL DZL,d5234dbc91b74ee7ba55ce1cb833f70e,The Netherlands,40
-446492.271466946,589042.874974926,port4,Abidjan,Côte d'Ivoire,CIV,Africa,"Abidjan, Côte d'Ivoire",5.283956223,-4.010908317,1508,615,435,178,65,215,Mineral Products,Vegetable Products,"Plastics, Rubber, Leather",91.34,50.96,CI ABJ,fb08117c1d8743a4b7c1d8a216d6d975,Cote d'Ivoire,41
3596478.87452636,3665205.2709667,port192,Port Said,Egypt,EGY,Africa,"Port Said, Egypt",31.24958629,32.30771942,857,471,56,183,15,132,Mineral Products,Vegetable Products,Chemical & Allied Industries,2.91,2.52,,87392bda133f4d98ac6a7d3ed8d4a6b5,Egypt,42
13306303.4341177,4211398.2444029,port1105,Rizhao,China,CHN,Asia & Pacific,"Rizhao, China",35.34890965,119.5325575,3069,620,1737,464,10,238,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,2.68,0.62,CN RZH,86be771c415b406cacf7fa546da2abf2,China,43
16399812.2156406,-5288716.74410123,port469,Hobart,Australia,AUS,Asia & Pacific,"Hobart, Australia",-42.84702725,147.3220197,157,0,41,46,0,70,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.85,0.04,AU HBA,e8cf2b63b2604da08236375ba34842e6,Australia,44
15547861.0649373,4222137.10436303,port1417,Yokohama,Japan,JPN,Asia & Pacific,"Yokohama, Japan",35.42755553,139.6688123,14372,4822,969,3691,1520,3370,Mineral Products,Vegetable Products,Wood & Wood Products,5.37,7.67,,c1cce71c68f84ff8a3421eb918220ed8,Japan,45
11799771.5694991,-665080.540354074,port1268,Tanjung Geren,Indonesia,IDN,Asia & Pacific,"Tanjung Geren, Indonesia",-5.963722374,105.9991515,888,0,3,3,1,881,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,1.96,0,,fd1ca16b63b54efe8350239d13eb1978,Indonesia,46
15546163.0976123,4207589.32117563,port1418,Yokosuka,Japan,JPN,Asia & Pacific,"Yokosuka, Japan",35.32099664,139.6535592,696,0,25,128,344,199,Mineral Products,Vehicles & Equipment,Machinery & Electrical Equipment,0.15,0.18,,20d1e0abb880479a813873da4aa74bf3,Japan,47
3535448.30433659,3692912.97277424,port274,Damietta,Egypt,EGY,Africa,"Damietta, Egypt",31.46213686,31.75947248,2238,729,653,693,13,150,Mineral Products,Chemical & Allied Industries,Vegetable Products,16.93,15.54,,1b9285ff906f45c0aa30f0a6f15199d4,Egypt,48
5702738.33425993,5404112.42242426,port16,Aktau Port,Kazakhstan,KAZ,Europe,"Aktau Port, Kazakhstan",43.60236745,51.22857007,1030,1,0,554,112,363,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",96.75,99.87,,d5f17de66bfb4e9b96ad25cd82139fe5,Kazakhstan,49
-736785.243333273,528787.081982892,port1146,San Pedro,Côte d'Ivoire,CIV,Africa,"San Pedro, Côte d'Ivoire",4.744742838,-6.618654452,391,232,97,37,3,22,Vegetable Products,Prepared Foodstuffs & Beverages,Mineral Products,8.66,42.75,,3e1f5b2c974b4eee90de1d75c14b15b0,Cote d'Ivoire,50
5594803.96565456,5551856.33796399,port129,Bautino,Kazakhstan,KAZ,Europe,"Bautino, Kazakhstan",44.55577479,50.25897914,36,0,0,21,0,15,Mineral Products,Vegetable Products,Chemical & Allied Industries,3.25,0.13,KZ BTN,79e51d0de0e6481daeaef75f6d4f4b4e,Kazakhstan,51
3613666.18200397,3491236.81793352,port321,Al Adabiyah,Egypt,EGY,Africa,"Al Adabiyah, Egypt",29.90416291,32.46211563,475,41,90,172,13,159,Mineral Products,Chemical & Allied Industries,Vegetable Products,3.02,3.48,,88ecd7ac247342398eb9259afdb0d2ee,Egypt,52
6074001.4073656,2828215.29458672,port5,Abu Dhabi,United Arab Emirates,ARE,Asia & Pacific,"Abu Dhabi, United Arab Emirates",24.61243288,54.563683,1103,4,143,852,9,95,Mineral Products,Metals,Vegetable Products,1.86,0.53,,ff2af6b07d6a4ba1bd80b99ae32b1176,United Arab Emirates,53
-2014424.09028324,9793869.61393864,port17,Akureyri,Iceland,ISL,Europe,"Akureyri, Iceland",65.69501582,-18.09587949,128,35,8,67,0,18,Chemical & Allied Industries,Mineral Products,Metals,4.65,7.54,IS AKU,9b2ad43c7f8c4ed5a1a9b750102f35da,Iceland,54
6173075.25212071,2927394.72260125,port13,Ajman,United Arab Emirates,ARE,Asia & Pacific,"Ajman, United Arab Emirates",25.41978684,55.45367849,363,259,0,76,0,28,Prepared Foodstuffs & Beverages,Vegetable Products,Wood & Wood Products,0.19,0.01,AE AJM,573edce8b77b4cc0b248cd398f20d45d,United Arab Emirates,55
-1590409.28085769,9519530.8872921,port295,Djupivogur,Iceland,ISL,Europe,"Djupivogur, Iceland",64.66058562,-14.28688965,7,0,0,4,0,3,Mineral Products,Animal & Animal Products,Prepared Foodstuffs & Beverages,0.16,0.2,IS DJU,bb3b31f2483044f3a5ddcfda7da08ecd,Iceland,56
6177676.44623715,2933280.1358463,port22,Al Hamriyah LPG Terminal,United Arab Emirates,ARE,Asia & Pacific,"Al Hamriyah LPG Terminal, United Arab Emirates",25.46752849,55.49501172,1194,10,107,94,4,979,Mineral Products,Chemical & Allied Industries,Vegetable Products,5.23,1.92,,6fd6b4ba2ecd41d5b392ba77452be856,United Arab Emirates,57
-1568130.55828245,9619685.44670279,port329,Eskifjordhur,Iceland,ISL,Europe,"Eskifjordhur, Iceland",65.04291822,-14.08675648,188,56,16,101,0,15,Mineral Products,Chemical & Allied Industries,Metals,31.48,27.75,,1a0eea0efc634fa290623a034750b684,Iceland,58
6164454.09189232,2920412.97446147,port72,Sharjah,United Arab Emirates,ARE,Asia & Pacific,"Sharjah, United Arab Emirates",25.36312735,55.37623329,1364,375,146,320,22,501,Mineral Products,Vegetable Products,Chemical & Allied Industries,1.88,1.23,,36acd1e3c9f94f0c95cff8bce18fcefb,United Arab Emirates,59
-2431574.94213287,9391463.00561213,port1098,Reykjavik,Iceland,ISL,Europe,"Reykjavik, Iceland",64.16372639,-21.84320935,568,377,1,93,0,97,Chemical & Allied Industries,Mineral Products,Metals,50.34,62.44,IS REY,3de889e9a17c4aa78a5fb2b435a828a9,Iceland,60
6154946.03926204,2909359.95046253,port306,Dubai,United Arab Emirates,ARE,Asia & Pacific,"Dubai, United Arab Emirates",25.27337362,55.290821,1752,123,49,1091,100,389,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.39,1.89,,e3b0e79699954abe82fa561e6a6d7a2b,United Arab Emirates,61
3891578.08600179,3433265.42739612,port19,Aqaba,Jordan,JOR,Asia & Pacific,"Aqaba, Jordan",29.45171189,34.95864074,952,279,299,163,96,115,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,100,100,,dac54a37987649e888a4d23e5a23851e,Jordan,62
-7893899.54769656,5105480.85878313,port808,New Bedford,United States,USA,North America,"New Bedford, United States",41.62842538,-70.91210615,10,0,0,10,0,0,Mineral Products,Animal & Animal Products,Vegetable Products,0,0,US NBD,7c55b11fa676410b85fdded409d14649,United States,63
13353493.4583212,4497091.22029639,port1151,Sanshandaocun,China,CHN,Asia & Pacific,"Sanshandaocun, China",37.41485613,119.9564727,411,4,113,72,0,222,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.19,0.1,,5ee9fe86ea59433084082bb16bc09501,China,64
6273902.00148274,2900351.43943835,port362,Fujairah,United Arab Emirates,ARE,Asia & Pacific,"Al Fujayrah, United Arab Emirates",25.20017278,56.35942059,3462,8,267,22,0,3165,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",17.66,19.23,,18e896cce55349e48d994f5ceef19bf0,United Arab Emirates,65
12980215.89539,2680184.6717726,port1187,Shantou,China,CHN,Asia & Pacific,"Shantou, China",23.39769643,116.6032633,552,90,77,99,0,286,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.05,0.01,,76cd98c6668b4302b353ddee80ddd018,China,66
5867674.14200946,2768888.32168095,port512,Jabal Az Zannah-Ruways,United Arab Emirates,ARE,Asia & Pacific,"Jabal Az Zannah-Ruways, United Arab Emirates",24.12697586,52.71021364,1379,263,201,44,0,871,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.66,18.55,,3cf7e4a4ae10499bb41728f5b59ebe39,United Arab Emirates,67
13541370.0457328,3657682.55184156,port1188,Shanghai (Pudong),China,CHN,Asia & Pacific,"Shanghai (Pudong), China",31.19179536,121.6441968,41093,12110,13770,5162,1743,8308,Mineral Products,Metals,Wood & Wood Products,7.33,10.44,CN SGH,bde0534e45f346e9b136bc5b185f9789,China,68
6274941.08543968,2919250.21982539,port561,Khor Fakkan,United Arab Emirates,ARE,Asia & Pacific,"Khor Fakkan, United Arab Emirates",25.35368858,56.36875484,293,70,25,13,7,178,Machinery & Electrical Equipment,Vegetable Products,Textiles & Footwear,0.37,0.5,,017374a2fdfb4fa7bec59e488274926d,United Arab Emirates,69
12669308.8397745,2581482.08568217,port1189,Shekou (Shenzhen),China,CHN,Asia & Pacific,"Shekou (Shenzhen), China",22.58146762,113.8103377,3509,3236,72,129,0,72,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.18,7.69,,9e34b20f996642aab7000a1972ba0c68,China,70
6131234.52797357,2875673.31949064,port744,Jebel Ali,United Arab Emirates,ARE,Asia & Pacific,"Jebel Ali, United Arab Emirates",24.99941947,55.07781687,7734,4495,464,939,463,1373,Mineral Products,Metals,Chemical & Allied Industries,61.48,34.39,,d10ddc98bfee43949a09ea4d790a18f8,United Arab Emirates,71
13625787.8012142,4422532.61115867,port1191,Shidao Newport,China,CHN,Asia & Pacific,"Shidao Newport, China",36.88099953,122.4025344,1110,166,408,398,45,93,Mineral Products,Metals,Vegetable Products,0.05,0.21,,33d63b6a11644e5e8daa2bdaa9f0abdb,China,72
6240911.17128769,2995029.79654391,port747,Mina Saqr,United Arab Emirates,ARE,Asia & Pacific,"Mina Saqr, United Arab Emirates",25.96728647,56.06305892,1467,174,891,286,0,116,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",1.6,16.48,AE MSA,51c2bcec1bfa48978500e2286b650ae0,United Arab Emirates,73
13184488.5413573,2834158.99146846,port1192,Shijing Longxiang,China,CHN,Asia & Pacific,"Shijing Longxiang, China",24.6609656,118.4382757,185,2,12,58,0,113,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.01,0,,5b99febc965b448a86420a87095e493b,China,74
6187164.01942072,2948155.27053427,port1340,Umm al Qaiwain,United Arab Emirates,ARE,Asia & Pacific,"Umm al Qaiwain, United Arab Emirates",25.58810902,55.58024004,127,44,1,72,10,0,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.07,0.01,,c2afc8fe64684437b66bc12dc319ec46,United Arab Emirates,75
13188631.5188462,4722655.00701798,port1195,Shougang Jingtang,China,CHN,Asia & Pacific,"Shougang Jingtang, China",39.00686524,118.4754927,4800,45,4139,388,1,227,Mineral Products,Metals,Vegetable Products,3.05,4.55,,9d9e978c7e064e26b13e01119bd02bad,China,76
19694413.8130083,-4789991.91579038,port794,Napier,New Zealand,NZL,Asia & Pacific,"Napier, New Zealand",-39.47534995,176.9179294,539,252,186,45,0,56,Wood & Wood Products,Animal & Animal Products,Chemical & Allied Industries,2.73,11.75,NZ NPE,cc85fdaf40be4f3d98641beca92085dd,New Zealand,77
5320825.24420685,3575474.29184428,port20,Al Basrah,Iraq,IRQ,Asia & Pacific,"Al Basrah, Iraq",30.55796288,47.79778641,5,1,0,4,0,0,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.1,0.1,,dae9dedc428d46c4bbaaa6dc1ad08a0d,Iraq,78
1003322.643768,4733977.88996979,port1167,Sarroch Oil Terminal,Italy,ITA,Europe,"Sarroch Oil Terminal, Italy",39.08586095,9.013000658,649,0,0,0,0,649,Mineral Products,Chemical & Allied Industries,Stone & Glass,5.05,10.14,,6b4e6baab100456a9e5c1438bb6d1479,Italy,79
5332406.39748779,3518184.18090536,port1341,Umm Qasr,Iraq,IRQ,Asia & Pacific,"Umm Qasr, Iraq",30.1137845,47.90182168,1943,459,174,225,52,1033,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,99.9,99.9,,bc52a96fda974f8eb42204484ce82c16,Iraq,80
13337310.7435695,3804528.78855793,port375,Gaogang,China,CHN,Asia & Pacific,"Gaogang, China",32.31346734,119.8111009,1010,16,698,86,1,209,Mineral Products,Prepared Foodstuffs & Beverages,Wood & Wood Products,0.56,0.09,CN GAO,eedecdcb37ee4abc9cc8bd55e034f0d0,China,81
2181679.74612713,3555982.4771604,port21,Ras Lanuf (Al Burayqah),Libya,LBY,Africa,"Ras Lanuf (Al Burayqah), Libya",30.40706634,19.59836261,67,3,5,36,0,23,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.46,2.51,,563e936281e04c7f9e18901e1341f004,Libya,82
1413758.47372427,3866867.63488483,port85,Az Zawiyah,Libya,LBY,Africa,"Az Zawiyah, Libya",32.78550356,12.70000845,182,0,0,0,0,182,Mineral Products,Chemical & Allied Industries,Stone & Glass,0,46.62,,d7bf1937bf5b4d12b3b8026724917408,Libya,83
3981948.18371149,4235265.87550174,port26,Latakia,Syria,SYR,Asia & Pacific,"Latakia, Syria",35.52359965,35.77044914,189,115,21,52,1,0,Vegetable Products,Prepared Foodstuffs & Beverages,Mineral Products,58.72,29.13,SY ALD,9874522f3a314ca487feb85e29ad2dc1,Syria,84
2231663.45651675,3777958.98838829,port110,Benghazi,Libya,LBY,Africa,"Benghazi, Libya",32.1115254,20.04737392,526,162,63,169,31,101,Mineral Products,Vegetable Products,Chemical & Allied Industries,23.14,1.36,,84383c14b49e421ab68858e6039e4525,Libya,85
2235642.22328515,3619175.83047591,port334,Ez Zueitina,Libya,LBY,Africa,"Ez Zueitina, Libya",30.89542737,20.08311579,37,0,0,0,0,37,Mineral Products,Chemical & Allied Industries,Stone & Glass,0,0.35,,7cceb25ff7c2447ba9766c439a264ed9,Libya,86
761645.687427675,7065068.30279282,port316,Eemshaven,The Netherlands,NLD,Europe,"Eemshaven, The Netherlands",53.44141225,6.841979621,617,52,48,384,13,120,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.92,0.18,NL EEM,1174917582184040bd7b53a46884658a,The Netherlands,87
1585753.74167904,3852620.56868315,port562,Khoms,Libya,LBY,Africa,"Khoms, Libya",32.67784227,14.24506823,249,120,49,52,25,3,Mineral Products,Vegetable Products,Vehicles & Equipment,10.73,0.51,,39aeea1d24614cd4ad1e7db276fe045b,Libya,88
1362335.02160604,3876015.36242867,port710,Mellitah (Marsa Sabratah),Libya,LBY,Africa,"Mellitah (Marsa Sabratah), Libya",32.85456191,12.23806372,55,0,1,11,0,43,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.05,2.55,LY MEL,287333bf080245d1b4308a469f09e829,Libya,89
-8114428.39486426,5053099.70218122,port809,New Haven,United States,USA,North America,"New Haven, United States",41.27574662,-72.89315049,169,1,55,9,0,104,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,0.35,0.05,US HVN,29afd816dbb5482dadf920c8951fe4ad,United States,90
2669910.78121397,3771336.79081454,port734,Marsa Tobruk,Libya,LBY,Africa,"Marsa Tobruk, Libya",32.06112409,23.98421662,114,4,19,43,0,48,Mineral Products,Chemical & Allied Industries,Vegetable Products,2.9,31.56,,1e88025acc1b47319b38c98980d5360a,Libya,91
1469482.24563923,3882655.49453182,port748,Tripoli,Libya,LBY,Africa,"Tripoli, Libya",32.90465619,13.20058361,364,116,52,109,2,85,Mineral Products,Vegetable Products,Chemical & Allied Industries,17.09,0.62,,d1fb02ef851b4242925ae767c7bda525,Libya,92
