mmsi,ship_name,imo,country,operator,build_year,ship_type,deadweight,source,match_score,match_reason,sdn_number,sdn_name,sdn_type,sdn_program,sdn_country,sdn_remarks,sdn_extra
679881009,Otla,9299719,Zimbabwe,Ying Da Marine,2005.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9299719,46610,NS CHAMPION,vessel,RUSSIA-EO14024,Liberia,-0- ,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Vessel Registration Identification IMO 9299719; MMSI 636012384; Linked To: STERLING SHIPPING INCORPORATED.
775091000,Paramaconi,9543512,Venezuela,PDV Marina,2011.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9543512,28015,PARAMACONI,vessel,VENEZUELA-EO13884,Venezuela,-0- ,"Vessel Registration Identification IMO 9543512; Linked To: PETROLEOS DE VENEZUELA, S.A."
312242000,Vesna,9233349,Belize,Shanghai Legendary Ship Management,2000.0,LR2 TNKR,0000-00-00,archive,100,IMO=9233349,51385,VESNA,vessel,UKRAINE-EO13662] [IRAN-EO13902] [RUSSIA-EO14024,Belize,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9233349; MMSI 312242000; Linked To: SHANGHAI LEGENDARY SHIP MANAGEMENT COMPANY LIMIT"
273264760,Pavel Chernysh,9301380,Russia,Sovcomflot,2005.0,AFRAMAX SHUTTLE TNKR,0000-00-00,archive,100,IMO=9301380,51487,PAVEL CHERNYSH,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9301380; MMSI 352002195; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
273273160,Persey,9544281,Russia,Idas LLC,2010.0,LR2 TNKR,0000-00-00,archive,100,IMO=9544281,51582,CORUM,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9544281; MMSI 352002588; Linked To: PROMINENT SHIPMANAGEMENT LIMITED."
0,Phenix VI,9255880,Unknown,Undisclosed,2002.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9255880,39686,ZEPHYR I,vessel,SDGT,Panama,-0- ,"Former Vessel Flag Palau; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Vessel Registration Identification IMO 9255880; MMSI 511100663; Linked To: ARTEMOV, Viktor Sergiyovich."
669613000,Ping Shun,9231901,Eswatini,Indo Gulf Ship Management,2002.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9231901,52589,URGANE I,vessel,IRAN-EO13902,Panama,-0- ,Vessel Registration Identification IMO 9231901; MMSI 370207000; Linked To: NYCITY SHIPMANAGEMENT CO LTD.
273271320,Pioner 1,9378618,Russia,Peace Shipmanagement,2008.0,LR2 TNKR,0000-00-00,archive,100,IMO=9378618,51786,SI HE,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9378618; MMSI 352002948; Linked To: LOENGO SHIPPING AND TRADER LIMITED."
461000256,Primavera,9511533,Oman,Sovcomflot,2010.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9511533,51660,RIGEL,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Barbados,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9511533; MMSI 314919000; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
273277290,Producer,9346732,Russia,Henghai Energy Shipping,2007.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9346732,51860,HUIHAI PACIFIC,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9346732; MMSI 352002122; Linked To: HONG KONG HANYUAN SHIPPING CO LIMITED."
273272770,Provider,9312872,Russia,Dominant Shipping,2007.0,LR2 TNKR,0000-00-00,archive,100,IMO=9312872,51854,HUI HAI ATLANTIC,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9312872; MMSI 352002139; Linked To: HUIHAI HONG KONG SHIPPING CO LIMITED."
354907000,Rani,9250907,Panama,Starboard Shipping,2003.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9250907,53928,RANI,vessel,IRAN-EO13902,Panama,-0- ,Vessel Registration Identification IMO 9250907; MMSI 354907000; Linked To: STARBOARD SHIPPING INC.
775181000,Regina,9230098,Venezuela,Spine Denizcilik,2001.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9230098,40892,JAMAICA,vessel,IRAN-EO13846,Vietnam,-0- ,Vessel Registration Identification IMO 9230098; MMSI 574004860; Linked To: GOLDEN LOTUS OIL GAS AND REAL ESTATE JOINT STOCK COMPANY.
650000116,Rens,9242223,Mozambique,Adonia Shipping,2003.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9242223,52334,SHUN TAI,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Liberia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9242223; MMSI 636022303; Linked To: SYMI SHIPPING LIMITED."
613464706,Reston,9265744,Cameroon,Pro Mission Sdn Bhd,2003.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9265744,53821,RESTON,vessel,IRAN-EO13902,Cameroon,-0- ,Vessel Registration Identification IMO 9265744; MMSI 613464706; Linked To: OCEANIC ORBIT INCORPORATED.
0,Riesco,9251822,Unknown,Undisclosed,2003.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9251822,56417,AQUARIS,vessel,IRAN-EO13846,Panama,-0- ,Vessel Year of Build 2003; Vessel Registration Identification IMO 9251822; MMSI 352003040; Linked To: ARKADIA MARITIME INCORPORATED.
613407803,Riva,9255684,Cameroon,Everest Sea Navigation,2004.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9255684,56547,GOLDEN EAGLE,vessel,IRAN-EO13902,Unknown,-0- ,Former Vessel Flag Gambia; Vessel Year of Build 2004; Vessel Registration Identification IMO 9255684; MMSI 341313001; Linked To: EVEREST SEA NAVIGATION SA.
668116325,Rosalin,9253325,Sao Tome & Principe,Shanghai Future Ship Management,2004.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9253325,51639,NURKEZ,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9253325; MMSI 352002470; Linked To: SERPENS LIMITED."
0,Scaler,9254915,Unknown,Forest Shipping,2004.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9254915,53607,VIOLA,vessel,IRAN-EO13902,Panama,-0- ,Vessel Registration Identification IMO 9254915; MMSI 354951000; Linked To: SEA BREEZE SHIPPING INC.
631010090,Rozmarine,9250531,Equatorial Guinea,Adel Ship Management,2004.0,LR2 TNKR,0000-00-00,archive,100,IMO=9250531,51682,PYTHON,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Barbados,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9250531; MMSI 314993000; Linked To: OCEAN WATERS MARITIME CORPORATION."
306760000,Ruby,9192258,Netherlands,Undisclosed,2000.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9192258,30862,BALIAR,vessel,VENEZUELA-EO13850,Liberia,-0- ,Vessel Registration Identification IMO 9192258; Linked To: FIDES SHIP MANAGEMENT LLC.
679881010,Ruby Cross,9350654,Zimbabwe,Undisclosed,2007.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9350654,51805,SURREY QUAYS,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9350654; MMSI 352002589; Linked To: SURREY QUAYS COMPANY  LIMITED."
352001616,Sagitta,9296822,Panama,Camellia Jackson,2005.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9296822,51710,SAGITTA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9296822; MMSI 352001616; Linked To: SUNNE CO LIMITED."
273259630,Sakhalin,9249128,Russia,Sovcomflot,2004.0,LR2 SHUTTLE TNKR,0000-00-00,archive,100,IMO=9249128,47015,SAKHALIN ISLAND,vessel,RUSSIA-EO14024,Panama,-0- ,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Vessel Registration Identification IMO 9249128; MMSI 352002202; Linked To: JOINT STOCK COMPANY SOVCOMFLOT.
650000303,Salus,9198082,Mozambique,Undisclosed,1999.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9198082,52818,GIOIOSA,vessel,SDGT,Panama,-0- ,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Vessel Registration Identification IMO 9198082; MMSI 352980833; Linked To: GOZOSO GROUP LTD."
273271660,Salut,9383950,Russia,Idas LLC,2009.0,LR2 TNKR,0000-00-00,archive,100,IMO=9383950,51592,ELEGANCE,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9383950; MMSI 352002791; Linked To: PROMINENT SHIPMANAGEMENT LIMITED."
620999844,Sintez,9378632,Comoros,Peace Shipmanagement,2009.0,LR2 TNKR,0000-00-00,archive,100,IMO=9378632,52347,PING AN,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9378632; MMSI 352002898; Linked To: CHENG SHIPPING AND TRADER LIMITED."
655280000,Shanghai,9237228,Malawi,Undisclosed,2002.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9237228,54118,THANE,vessel,IRAN-EO13902,San Marino,-0- ,Vessel Year of Build 2002; Vessel Registration Identification IMO 9237228; MMSI 268246702; Linked To: NISSHO LINES INCORPORATED.
613414707,Silvar,9291262,Cameroon,Lasiglia Investment,2005.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9291262,56951,SILVAR,vessel,IRAN-EO13902,Cameroon,-0- ,Vessel Year of Build 2005; Vessel Registration Identification IMO 9291262; MMSI 613414707; Linked To: FLEET TANQO PRIVATE LIMITED.
613447803,Silvio,9223344,Cameroon,Suncrest Navigation,2002.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9223344,57006,REMIZ,vessel,IRAN-EO13902,Panama,-0- ,Vessel Year of Build 2002; Vessel Registration Identification IMO 9223344; MMSI 352005545; Linked To: GOLDWAVE MARITIME SERVICES INC.
352421000,Skadi,9230971,Panama,Undisclosed,2001.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9230971,54146,SKADI,vessel,IRAN-EO13902,Panama,-0- ,Vessel Year of Build 2001; Vessel Registration Identification IMO 9230971; MMSI 352421000; Linked To: SKADI LIMITED.
649136000,Sirius 1,9285847,Mali,Undisclosed,2005.0,LR2 TNKR,0000-00-00,archive,100,IMO=9285847,51611,SIRIUS 1,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9285847; MMSI 352003720; Linked To: SINO SHIP MANAGEMENT COMPANY LIMITED."
273275260,Skif,9419137,Russia,Idas LLC,2010.0,LR2 TNKR,0000-00-00,archive,100,IMO=9419137,51603,SIVAS,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9419137; MMSI 352002488; Linked To: PROMINENT SHIPMANAGEMENT LIMITED."
273615700,Sofia,9211999,Russia,Yug Rusi Shipping,2000.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9211999,51501,SANAR 7,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9211999; MMSI 273615700; Linked To: SUNOR ILLC."
655091441,YFabulous,9276585,Malawi,Young Folks International Trading,2004.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9276585,52543,CH BILLION,vessel,IRAN-EO13902,Panama,-0- ,"Vessel Registration Identification IMO 9276585; MMSI 352003955; Linked To: YOUNG FOLKS INTERNATIONAL TRADING CO., LIMITED."
650000177,Soufia 1,9273052,Mozambique,Leora Shipping,2003.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9273052,52310,ALISSA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Gabon,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9273052; MMSI 626248000; Linked To: DOXA SHIPPING LINE INC."
306884000,Star Line,9237618,Curacao,Starline Express Shipping,2003.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9237618,49845,MIROVA DYNAMIC,vessel,SDGT,Unknown,-0- ,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Vessel Registration Identification IMO 9237618; Linked To: SEA KNOT SHIPPING INC."
352001510,Syndra,9321976,Panama,Sunne,2007.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9321976,51700,HEIDI A,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9321976; MMSI 352001510; Linked To: SUNNE CO LIMITED."
613442790,Tagor,9282481,Cameroon,Zimar Shipping,2005.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9282481,54801,TAGOR,vessel,IRAN-EO13902,Panama,-0- ,Vessel Year of Build 2005; Vessel Registration Identification IMO 9282481; MMSI 352002249; Linked To: THE ZULU SHIPS MANAGEMENT AND OPERATION - SOLE PROPRIETORSHIP L.L.C.
620800047,Tani,9417464,Comoros,Undisclosed,2009.0,LR2 TNKR,0000-00-00,archive,100,IMO=9417464,57033,ANIKA,vessel,IRAN-EO13902,Panama,-0- ,Vessel Year of Build 2009; Vessel Registration Identification IMO 9417464; MMSI 352002243; Linked To: ANIKA LINES INC.
613938500,Tavian,9147447,Cameroon,Arcana Voyage Shipmanagement,1998.0,LR2 TNKR,0000-00-00,archive,100,IMO=9147447,29487,SIERRA,vessel,VENEZUELA-EO13850,Russia,-0- ,Vessel Registration Identification IMO 9147447; Linked To: RUSTANKER LLC.
306103000,Tawanna,9247780,Curacao,Undisclosed,2003.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9247780,51612,TURACO,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9247780; MMSI 352002942; Linked To: SINO SHIP MANAGEMENT COMPANY LIMITED."
352002137,Thalia III,9259197,Panama,Munne,2003.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9259197,51810,THALIA III,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9259197; MMSI 352002137; Linked To: SELENA LIVELY LIMITED."
570389000,Tianma,9242120,Tonga,Bonheur Shipping,2003.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9242120,53931,NYANTARA,vessel,IRAN-EO13902,Panama,-0- ,Vessel Registration Identification IMO 9242120; MMSI 352002259; Linked To: CIVIC CAPITAL SHIPPING INC.
422976600,Tiyara,9231224,Iran,Undisclosed,2002.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9231224,50850,TIYARA,vessel,SDGT,-0- ,-0- ,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Vessel Registration Identification IMO 9231224; MMSI 422471300; Linked To: MALLAH, Abdul Jalil."
273270320,Trader,9388754,Russia,Xingfu Hai Shipping,2008.0,LR2 TNKR,0000-00-00,archive,100,IMO=9388754,51827,WEI FENG,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9388754; MMSI 352002820; Linked To: XINGFU HAI SHIPPING LIMITED."
273278480,Transformer,9288851,Russia,Undisclosed,2004.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9288851,51723,CARL,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Barbados,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9288851; MMSI 314975000; Linked To: CUBE VENTURES SHIPPING SA."
352002704,Tyche I,9247390,Panama,Delnaz Ship Management,2003.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9247390,51055,TYCHE I,vessel,IRAN-EO13846,Panama,-0- ,Vessel Registration Identification IMO 9247390; MMSI 352002704; Linked To: DELNAZ SHIP MANAGEMENT SDN BHD.
750057000,Uma,9258870,Guyana,Salina Ship Management Pvt Ltd,2003.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9258870,51813,LELIA,vessel,SDGT,Barbados,-0- ,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Vessel Registration Identification IMO 9258870; MMSI 314861000; Linked To: SALINA SHIP MANAGEMENT PVT LTD."
632001131,Vernon,9232876,Guinea,Beacon Bay Shipping,2003.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9232876,53571,BRAVA LAKE,vessel,IRAN-EO13902,Barbados,-0- ,Vessel Registration Identification IMO 9232876; MMSI 314867000; Linked To: ZENITH BRIDGE INC.
461000330,Zaliv Baikal,9360128,Oman,Sovcomflot,2009.0,LR2 TNKR,0000-00-00,archive,100,IMO=9360128,51497,ZALIV BAIKAL,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9360128; MMSI 352002194; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
273278850,Victor Konetsky,9301421,Russia,Sovcomflot,2005.0,AFRAMAX SHUTTLE TNKR,0000-00-00,archive,100,IMO=9301421,51494,VICTOR KONETSKY,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9301421; MMSI 352002197; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
273619700,Victoria,9212008,Russia,Yug Rusi Shipping,2000.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9212008,51502,SANAR 8,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9212008; MMSI 273619700; Linked To: SUNOR ILLC."
273276660,Viktor Titov,9301407,Russia,Sovcomflot,2005.0,AFRAMAX SHUTTLE TNKR,0000-00-00,archive,100,IMO=9301407,51495,VIKTOR TITOV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9301407; MMSI 352002204; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
314679000,Volans,9422988,Barbados,Jetee,2009.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9422988,53327,VOLANS,vessel,IRAN-EO13902,Barbados,-0- ,Vessel Registration Identification IMO 9422988; MMSI 314679000; Linked To: BRITNEY RYDER LIMITED.
306761000,Xanthos Eos,9231212,Curacao,Merluza Group,2002.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9231212,51899,MERMAR,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9231212; MMSI 352978243; Linked To: MERLUZA GROUP LIMITED."
775090000,Yare,9543500,Venezuela,PDV Marina,2011.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9543500,28017,YARE,vessel,VENEZUELA-EO13884,Venezuela,-0- ,"Vessel Registration Identification IMO 9543500; Linked To: PETROLEOS DE VENEZUELA, S.A."
314001154,Yehope,9243320,Barbados,Summer Ship Management,2003.0,LR2 TNKR,0000-00-00,archive,100,IMO=9243320,58221,YEHOPE,vessel,IRAN-EO13902,Barbados,-0- ,Vessel Year of Build 2003; Vessel Registration Identification IMO 9243320; MMSI 314001154; Linked To: BRANCH SAYING INTERNATIONAL TRADING CO LTD.
461000260,Zaliv Vostok,9360130,Oman,Sovcomflot,2009.0,LR2 TNKR,0000-00-00,archive,100,IMO=9360130,51498,ZALIV VOSTOK,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9360130; MMSI 352002196; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
631010085,Yodan,9304356,Equatorial Guinea,Akara Navigation,2005.0,AFRAMAX TNKR,0000-00-00,archive,100,IMO=9304356,54891,YODAN,vessel,IRAN-EO13902,Vanuatu,-0- ,Vessel Year of Build 2005; Vessel Registration Identification IMO 9304356; MMSI 577006000; Linked To: BACKSTREET PALM CORP.
273275850,Yuri Senkevich,9301419,Russia,Sovcomflot,2005.0,AFRAMAX SHUTTLE TNKR,0000-00-00,archive,100,IMO=9301419,51803,YURI SENKEVICH,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9301419; MMSI 352002198; Linked To: STREAM SHIP MANAGEMENT FZCO."
461000231,Zaliv Aniva,9418494,Oman,Sovcomflot,2009.0,AFRAMAX SHUTTLE TNKR,0000-00-00,archive,100,IMO=9418494,51724,ZALIV ANIVA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9418494; MMSI 352002209; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
667001798,Kartha,9317949,Sierra Leone,Vavau Maritime,2007.0,LR2 TNKR,0000-00-00,archive,90,MMSI=667001798,51907,BARON,vessel,SDGT,Guyana,-0- ,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Vessel Registration Identification IMO 9080493; MMSI 667001798; Linked To: PEARL SHIPPING & TRADING LTD."
613469620,Rora,9288722,Cameroon,Nautilus Fleet Management,2005.0,AFRAMAX TNKR,0000-00-00,archive,90,MMSI=613469620,54177,BALU,vessel,SDGT,Cameroon,-0- ,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Vessel Registration Identification IMO 9235244; MMSI 613469620; Linked To: FORSAL CHARTERING CORPORATION."
352002063,,,,,,,,ais_only,90,MMSI=352002063,56952,DAPHNE V,vessel,IRAN-EO13902,Panama,-0- ,Vessel Year of Build 2006; Vessel Registration Identification IMO 9321677; MMSI 352002063; Linked To: FLEET TANQO PRIVATE LIMITED.
352002243,,,,,,,,ais_only,90,MMSI=352002243,57033,ANIKA,vessel,IRAN-EO13902,Panama,-0- ,Vessel Year of Build 2009; Vessel Registration Identification IMO 9417464; MMSI 352002243; Linked To: ANIKA LINES INC.
