mmsi,msr,spc,sdr,port_dwell,port_interval,turn_nonport,san_port_dwell,san_of_port
249747000,0.101643,0.5723,0.174678,0.138031,0.2036,1.209186,0.001373,0.009685
622120921,0.101758,0.582,0.411348,0.481623,4.204,0.895092,0.000108,0.0
538006198,0.102327,0.4215,0.140755,0.125984,0.0926,5.071841,2.7e-05,0.0
636022945,0.102355,0.5105,0.228129,0.027067,0.0979,1.732368,0.000331,0.011399
613510201,0.102524,0.3902,0.105796,0.109539,0.0751,1.553772,0.009466,0.086168
613412600,0.102587,0.4708,0.135753,0.171837,0.0987,1.635188,4.2e-05,0.0
461000249,0.103116,0.5487,0.444387,0.268767,0.2459,1.954626,3.9e-05,0.0
268256504,0.103255,0.2856,0.752116,7.2e-05,0.0,5.275646,7.2e-05,0.0
613471902,0.103294,0.526,0.688962,0.174645,0.276,1.45007,7.3e-05,0.0
256702000,0.103663,0.4968,0.088757,0.168108,0.3767,4.462069,0.010158,0.060302
613447202,0.104077,0.5591,0.398489,0.121197,0.2967,1.707015,0.003092,0.025268
667002307,0.104169,0.1155,0.894792,0.938816,4.2098,0.671186,0.000101,0.0
613404910,0.104275,0.6551,0.070213,0.222261,0.5654,0.258788,0.0002,0.000708
622108300,0.104377,0.5507,0.436408,0.778784,5.6031,0.451364,8e-05,0.0
413975000,0.10466,0.4829,0.206444,0.32241,0.1252,1.446874,5.6e-05,0.0
636021733,0.10526,0.5422,0.06703,0.108557,0.2204,2.697641,0.001786,0.01617
273259630,0.105275,0.4107,0.098013,0.062469,0.0828,2.95116,0.000801,0.012446
622120926,0.105335,0.538,0.445007,0.383159,4.947,0.535917,8e-05,0.0
352002243,0.105434,0.4778,0.128558,0.178546,0.1112,1.254983,0.000114,0.000325
461000320,0.105724,0.5159,0.117637,0.153753,0.324,1.398659,0.003119,0.020068
461000258,0.106583,0.4342,0.196952,0.17783,0.0965,2.875058,0.007337,0.041125
461000187,0.106625,0.4328,0.13802,0.183441,0.2094,2.241378,5.9e-05,0.0
314898000,0.107241,0.4989,0.285512,0.104751,0.1559,3.086058,0.000139,0.000897
613003591,0.107384,0.4196,0.616236,0.722394,0.2979,2.157825,4.6e-05,0.0
511101926,0.107576,0.4156,0.125592,0.099949,0.214,1.244719,0.007395,0.073404
613220056,0.107929,0.4267,0.305108,0.037982,0.1044,2.311727,0.001487,0.038143
632001154,0.107994,0.4948,0.227312,0.127594,0.0534,2.233904,0.010904,0.079137
413280000,0.108297,0.585,0.280028,0.149597,0.5256,1.586195,3.1e-05,0.0
341386002,0.108327,0.6312,0.529458,0.138235,0.2422,2.0303,4e-05,0.0
613321501,0.108499,0.5033,0.209691,0.14264,0.235,1.936991,3.6e-05,0.0
574006350,0.108904,0.552,0.153097,0.072576,0.0308,2.483102,3.8e-05,0.0
538012016,0.109102,0.4737,0.341167,0.113843,0.1408,1.336092,0.000781,0.006497
241406000,0.109445,0.476,0.194175,0.069798,0.2474,1.040756,0.000497,0.006835
667001258,0.109809,0.5884,0.33104,0.196308,0.0697,1.566759,0.000213,0.0
667001249,0.10986,0.5381,0.333118,0.190633,0.174,2.016009,0.00368,0.018526
613271610,0.110076,0.6074,0.530753,0.252708,0.2799,2.013317,0.003522,0.013771
613938500,0.110094,0.6845,0.519354,0.011541,0.0,0.0,0.000404,0.0
667002334,0.110691,0.4817,0.361943,0.074838,0.037,2.350785,3.5e-05,0.0
