mmsi,msr,spc,sdr,port_dwell,port_interval,turn_nonport,san_port_dwell,san_of_port
613322700,0.110728,0.5977,0.124662,0.103269,0.0346,2.006629,3.8e-05,0.0
620800047,0.111087,0.5393,0.290977,0.108333,0.3692,1.747723,0.000165,0.0
314204000,0.111176,0.6799,0.292896,0.040098,0.0675,1.050863,2.6e-05,0.0
636017134,0.111376,0.4897,0.19972,0.318484,0.2602,2.351235,0.001,0.003042
750416000,0.111431,0.5088,0.69558,6.8e-05,0.0,3.030837,6.8e-05,0.0
374430000,0.111803,0.414,0.643992,0.000189,0.0,2.494483,0.000189,0.0
311040100,0.112612,0.6437,0.125359,0.050334,0.0312,2.157825,5e-05,0.0
354306000,0.11283,0.4563,0.177868,0.104103,0.0253,1.647725,4.6e-05,0.0
613003614,0.112958,0.5825,0.25534,0.303212,0.141,1.107797,0.028835,0.094986
574004420,0.113154,0.5161,0.150529,0.400068,0.2556,1.194374,0.000296,0.00067
376989000,0.113212,0.5156,0.155642,0.118547,0.118,1.693089,4.7e-05,0.0
667002061,0.113301,0.4672,0.236753,0.110341,0.1146,2.293561,0.007641,0.068852
636018294,0.113357,0.387,0.08343,0.190876,0.1561,1.045265,0.046372,0.242751
273270320,0.113359,0.5779,0.165367,0.15313,0.1198,2.332065,7.1e-05,0.0
255806213,0.114555,0.5169,0.265562,0.526975,0.6772,2.30615,8.1e-05,0.0
538008084,0.114645,0.4819,0.190879,0.402816,0.1264,5.549995,6e-05,0.0
632001131,0.114833,0.5539,0.415497,0.147134,0.0382,4.469058,7.8e-05,0.0
511100461,0.115135,0.3959,0.556869,2.5e-05,0.0,2.852051,2.5e-05,0.0
248417000,0.115358,0.4536,0.120344,0.210504,0.4422,4.255748,2.3e-05,0.0
636023696,0.11562,0.5276,0.155909,0.392553,0.1628,1.620976,0.000195,0.000303
538003882,0.115752,0.6009,0.204537,0.110868,0.052,1.848544,4.3e-05,0.0
636014423,0.115911,0.5263,0.093052,0.13192,0.5813,3.507941,2e-05,0.0
240447000,0.116067,0.628,0.215771,0.120468,0.1438,1.269574,0.001513,0.012105
238252000,0.116672,0.4293,0.078719,0.133105,0.1356,6.054994,0.002085,0.01545
314001154,0.11688,0.6956,0.399901,0.131971,0.1005,1.94063,0.000107,0.0
352898728,0.117097,0.0827,0.675977,2.2e-05,0.0,0.0,2.2e-05,0.0
352005425,0.117295,0.5801,0.122457,0.118756,0.1475,1.528825,0.003659,0.030568
538012094,0.117399,0.4586,0.245267,0.082773,0.1283,1.655936,0.006323,0.075933
273259430,0.119977,0.4221,0.119656,0.126974,0.0591,4.927854,3.4e-05,0.0
667001245,0.120537,0.5906,0.221873,0.158296,0.1593,1.655936,0.003219,0.020056
273258030,0.120852,0.4721,0.038698,0.092319,0.0849,3.823315,0.005278,0.056425
563221700,0.120987,0.5126,0.191815,0.217681,0.1855,6.535074,2.2e-05,0.0
235076272,0.121011,0.4053,0.200853,0.602891,0.6876,1.789122,3.3e-05,0.0
631010100,0.121465,0.5364,0.346233,0.108826,0.0516,1.957268,4.7e-05,0.0
419756000,0.121609,0.5266,0.267951,0.443726,0.404,1.24221,2.5e-05,0.0
352002786,0.121868,0.3575,0.082508,0.036608,0.1206,1.309116,0.001007,0.026834
525121002,0.121885,0.5397,0.139346,0.203728,0.2583,1.130767,0.021538,0.105521
538003439,0.122459,0.4039,0.29461,0.033692,0.0149,7.064123,1.8e-05,0.0
613404821,0.122493,0.3942,0.146647,0.149408,0.0986,2.395248,0.000549,0.003445
631010091,0.122605,0.4722,0.184259,0.220007,0.2069,0.809815,0.000108,0.0
679881013,0.122615,0.5854,0.771196,0.020557,0.1544,0.842372,0.000248,0.0
273271070,0.122891,0.4944,0.214502,0.030107,0.0522,1.627553,7.6e-05,0.0
273270940,0.12311,0.589,0.098013,0.175086,0.128,2.07727,0.001068,0.005945
311002228,0.123134,0.4582,0.316863,0.13397,0.3625,1.184744,0.000508,0.0
248993000,0.123409,0.4609,0.184226,0.25233,0.3655,1.706193,0.000225,0.000748
311013400,0.123527,0.4945,0.100814,0.221369,0.5981,1.473399,2.4e-05,0.0
352005520,0.123607,0.5065,0.106993,0.120528,0.1199,1.9318,0.005501,0.045255
538003450,0.123732,0.4737,0.044289,0.121955,0.018,2.014998,4.9e-05,0.0
636021009,0.123879,0.5741,0.283896,0.025459,0.0832,2.156991,3.6e-05,0.0
352004827,0.124119,0.4766,0.139203,0.143145,0.5555,0.916169,0.010946,0.07631
538004638,0.124346,0.4746,0.343224,0.044112,0.0315,4.432532,3e-05,0.0
352005769,0.124581,0.6389,0.110769,0.073279,0.0661,2.332065,3.8e-05,0.0
636022405,0.124926,0.58,0.289744,0.185588,0.2869,1.397166,0.004867,0.025949
632001134,0.125499,0.6244,0.465805,0.441693,0.0858,1.415684,4.2e-05,0.0
667001235,0.125629,0.4882,0.276636,0.087901,0.0814,5.123743,0.002193,0.024437
355600000,0.126683,0.4745,0.088372,0.051721,0.1408,4.768528,0.002344,0.044885
636019903,0.126715,0.5361,0.329522,0.138714,0.2917,1.059676,0.004531,0.03237
314001105,0.127302,0.6189,0.575486,0.499185,0.1909,1.396781,0.000658,0.001244
613710000,0.127365,0.4406,0.328481,0.054007,0.1092,0.782754,0.002472,0.045063
667002086,0.127789,0.5458,0.235765,0.050076,0.0779,3.379774,5.7e-05,0.0
352898793,0.127854,0.499,0.12326,0.235801,0.1385,2.008238,0.015312,0.064805
354290000,0.128006,0.4292,0.121889,0.237945,0.1565,1.211266,0.001306,0.005396
273275360,0.128219,0.5473,0.372544,0.006551,0.0196,1.509999,0.000107,0.0
419001990,0.128357,0.3537,0.621578,0.071576,0.0535,1.922533,5.5e-05,0.0
671554100,0.128603,0.7878,0.577446,0.061657,0.116,1.260032,0.000151,0.0
352002809,0.128646,0.4534,0.362966,0.196738,0.1331,1.439198,0.002113,0.010544
461000253,0.129933,0.5133,0.312331,0.083797,0.1068,2.260369,0.013121,0.156237
667001512,0.13018,0.6303,0.703219,0.008357,0.0,0.0,0.008357,0.0
311000357,0.130584,0.4781,0.200877,0.159915,0.2145,4.680968,3.9e-05,0.0
422181000,0.132083,0.6352,0.911064,0.776626,3.7176,0.0,0.000881,0.0
631010082,0.133351,0.5246,0.52752,0.080111,0.055,0.679783,0.02886,0.359262
314001157,0.133419,0.4588,0.100231,0.066687,0.1472,1.672859,2.1e-05,0.0
636014114,0.133525,0.5127,0.173111,0.19406,0.3881,0.934453,4.5e-05,0.0
613741201,0.133618,0.4753,0.128883,0.08194,0.1266,1.616813,4.5e-05,0.0
667001281,0.133925,0.449,0.22134,0.060037,0.0945,1.05353,0.005967,0.098878
631010088,0.134003,0.5168,0.182208,0.119841,0.2202,1.127485,0.002729,0.022172
256812000,0.134208,0.5255,0.276982,0.233733,0.5662,2.293561,2.7e-05,0.0
273275850,0.134247,0.623,0.237551,0.000166,0.0,3.738715,0.000166,0.0
667001627,0.134283,0.507,0.090373,0.135323,0.1729,5.533026,0.000255,0.000962
477144300,0.134742,0.4569,0.082966,0.121662,0.0896,3.948078,3.3e-05,0.0
352005654,0.135593,0.5404,0.136036,0.101141,0.1421,2.281277,5.3e-05,0.0
403287000,0.135952,0.4615,0.301689,0.123488,0.7667,2.257734,2.6e-05,0.0
667002022,0.136193,0.6618,0.297645,0.153567,0.1718,2.239799,0.000101,0.0
613511209,0.136288,0.4577,0.160813,0.232038,0.1298,2.277882,7.7e-05,0.000203
356075000,0.136453,0.3962,0.109469,0.020557,0.1037,1.040206,4.8e-05,0.0
775181000,0.137079,0.557,0.834437,9.7e-05,0.0,0.603272,9.7e-05,0.0
461000219,0.137276,0.5706,0.289744,0.124238,0.1003,3.048402,5.8e-05,0.0
352004759,0.137312,0.479,0.050161,0.442474,0.2609,2.779096,0.002326,0.005168
311039900,0.13738,0.4645,0.199736,0.079462,0.1313,1.776216,0.00036,0.00412
461000286,0.137656,0.4744,0.923022,0.16876,0.9438,0.0,6.5e-05,0.0
352004832,0.137883,0.5269,0.129612,0.349955,0.2118,1.003322,0.000105,0.000153
613503100,0.138413,0.5387,0.220088,0.052273,0.0829,1.721598,5.2e-05,0.0
311027500,0.139862,0.5381,0.130349,0.253628,0.186,2.834636,2.9e-05,0.0
613464706,0.140171,0.5952,0.522085,0.122096,0.1303,1.560729,0.000149,0.0
249575000,0.140454,0.4803,0.204161,0.299045,0.2659,2.685903,0.005663,0.018811
311018700,0.140983,0.4422,0.050161,0.195069,0.1383,0.982189,0.000245,0.001152
636021867,0.141586,0.5177,0.18616,0.497539,0.1809,2.418664,0.000934,0.001799
636013708,0.141723,0.6003,0.214434,0.279777,0.0035,1.576036,2.6e-05,0.0
311046300,0.141813,0.7086,0.141285,0.112282,0.0854,2.046108,8.5e-05,0.0
312050000,0.141846,0.4677,0.393645,0.126967,0.3806,2.481265,4.3e-05,0.0
613670000,0.141964,0.587,0.299824,0.110316,0.1268,1.314808,0.002465,0.021385
357449000,0.142564,0.4625,0.098552,0.156144,0.0707,5.28792,2.3e-05,0.0
667002335,0.143554,0.6439,0.26903,0.419845,0.0707,1.759979,0.000155,0.000322
613277600,0.143614,0.5396,0.169983,0.214797,0.1033,1.655419,5.5e-05,0.0
238250000,0.144477,0.5918,0.168244,0.188746,0.5633,1.907431,0.080012,0.423846
248416000,0.145254,0.4476,0.350739,0.151285,0.2991,1.356728,2.3e-05,0.0
352005899,0.145613,0.5772,0.079619,0.131538,0.2083,1.529075,0.005196,0.039313
632001124,0.14674,0.3635,0.768869,0.114037,1.1128,1.574466,0.000134,0.0
241367000,0.14687,0.6047,0.350148,0.183758,0.6066,1.414485,3.4e-05,0.0
538012718,0.146995,0.3242,0.09841,4.8e-05,0.0,1.50776,4.8e-05,0.0
273273360,0.147325,0.5424,0.338381,0.091069,0.1126,2.717563,5e-05,0.0
352179000,0.147378,0.3594,0.228657,0.235097,0.1149,1.891951,0.000896,0.003597
352003303,0.14743,0.6304,0.115686,0.581584,0.0881,1.140093,9.7e-05,0.0
667001451,0.148521,0.5103,0.44042,0.097445,0.0659,2.033592,0.002288,0.022379
667001997,0.148765,0.5952,0.190736,0.109146,0.0797,1.626845,0.008549,0.077575
563216200,0.148907,0.5002,0.134506,0.189862,0.2463,0.62583,5e-05,0.0
538003322,0.149643,0.578,0.212036,0.164441,0.0802,2.161658,2.7e-05,0.0
273272260,0.149792,0.4047,0.117637,0.084203,0.0394,1.560378,3e-05,0.0
538012078,0.150119,0.6096,0.502927,0.052899,0.2082,1.789122,0.000826,0.015166
273259230,0.150413,0.5238,0.235047,0.037525,0.0,2.094502,5.3e-05,0.0
538012112,0.150472,0.5153,0.443599,0.107692,0.2555,2.566366,0.000533,0.004536
248716000,0.150689,0.501,0.160813,0.114522,0.2365,1.150015,0.014181,0.12366
248895000,0.151735,0.4472,0.112014,0.219127,0.3275,1.721194,0.002331,0.010486
563759000,0.151824,0.431,0.203414,0.142681,0.1012,6.818256,3.1e-05,0.0
650000122,0.153211,0.3204,0.419217,0.000103,0.0,2.114153,0.000103,0.0
352004905,0.153623,0.5553,0.088406,0.161772,0.0996,2.108493,6.4e-05,0.0
641000041,0.153657,0.4457,0.307223,0.035542,0.0728,4.519528,9.7e-05,0.0
636024970,0.153912,0.5319,0.293601,0.195732,0.352,1.22246,0.011586,0.058997
419474000,0.154912,0.374,0.396353,0.134996,0.6674,1.004439,2.2e-05,0.0
538006514,0.154958,0.4465,0.183054,0.119241,0.1559,1.623559,0.001837,0.015201
613442851,0.155108,0.3561,0.155019,0.338094,0.0,0.671186,0.001723,0.0
311000222,0.155119,0.4755,0.205296,0.572251,0.4792,2.229301,2.5e-05,0.0
240547000,0.155975,0.4115,0.016997,0.085303,0.0297,5.303201,3.3e-05,0.0
647553027,0.156704,0.5238,0.451489,0.002468,0.0,1.222902,0.00017,0.0
538002662,0.157042,0.5574,0.329458,0.50364,0.683,0.852794,0.000363,0.000546
273259910,0.157046,0.5201,0.251232,0.045415,0.0,1.73329,6.1e-05,0.0
306103000,0.157771,0.3871,0.421278,0.031909,0.0,1.691282,4.8e-05,0.000517
273278480,0.158129,0.467,0.478211,0.026749,0.0,2.018502,0.000165,0.0
538006517,0.158194,0.4065,0.164124,0.130765,0.0907,1.936699,0.001149,0.008437
273255820,0.159165,0.5212,0.118372,0.104822,0.068,4.056332,6e-05,0.0
374867000,0.159766,0.1958,0.187572,0.000133,0.0,0.603272,0.000133,0.0
636025194,0.159935,0.6388,0.252776,0.191372,0.3067,1.351686,0.000114,0.000362
241343000,0.160015,0.5165,0.279801,0.155545,0.2976,1.939595,0.003139,0.020011
235076276,0.160114,0.4756,0.258718,0.651334,1.3973,0.819716,3.8e-05,0.0
667002004,0.160547,0.5034,0.173867,0.140124,0.1334,2.265131,0.005001,0.035428
229869000,0.161646,0.531,0.215653,0.041679,0.0612,2.376575,6.8e-05,0.0
403098000,0.162246,0.4226,0.131547,0.139731,0.8683,1.839544,1.8e-05,0.0
311000224,0.162746,0.4653,0.287107,0.735641,0.7988,1.396781,3e-05,0.0
679881001,0.162853,0.4518,0.370556,0.057481,0.0558,1.539094,5.4e-05,0.0
525119160,0.162855,0.4503,0.40323,0.72166,1.4054,1.116537,2.5e-05,0.0
667002544,0.163705,0.5508,0.424673,0.252863,0.3015,3.313238,5.9e-05,0.0
525121027,0.163865,0.368,0.530413,0.815022,0.9988,1.536069,2.3e-05,0.0
538004508,0.164017,0.537,0.307092,0.243698,0.5522,0.951789,0.0049,0.019973
525119176,0.164473,0.4867,0.839766,0.471694,0.4055,1.013558,0.000202,0.0
636011267,0.16461,0.6071,0.569832,0.738711,2.1572,0.979913,1.9e-05,0.0
352002521,0.164689,0.5209,0.315962,0.496512,0.2731,0.955819,0.000238,0.000346
215497000,0.164799,0.5454,0.170983,0.156411,0.1606,1.306903,3e-05,0.0
273278840,0.164887,0.5411,0.279554,0.192929,0.2166,1.563369,0.014584,0.075361
352978181,0.165293,0.506,0.28215,0.300555,0.3799,1.932774,0.003527,0.011653
235076283,0.166393,0.5314,0.294279,0.121571,0.0957,3.108709,3.5e-05,0.0
570297000,0.167013,0.4019,0.580852,0.173347,0.2776,0.0,9.1e-05,0.0
306670000,0.16718,0.4015,0.268761,0.205036,0.2393,0.907838,0.001291,0.005864
563216500,0.167288,0.4393,0.238733,0.040063,0.0809,6.437839,1.9e-05,0.0
413770000,0.168209,0.5352,0.093567,0.019575,0.0621,1.672859,4.1e-05,0.0
613606500,0.168404,0.508,0.256868,0.106635,0.4305,2.026873,3.4e-05,0.0
657983350,0.168528,0.6561,0.682146,9.4e-05,0.0,2.412875,9.4e-05,0.0
533133214,0.16867,0.5072,0.22075,0.677574,1.7738,1.34563,7.8e-05,0.0
403127000,0.169457,0.5299,0.295084,0.188141,0.393,1.323557,2.5e-05,0.0
667002372,0.169552,0.5644,0.605038,0.326462,0.2334,1.35593,0.000112,0.0
667001287,0.170142,0.4041,0.292205,0.088897,0.1052,1.597825,0.004847,0.053896
563326000,0.170384,0.5336,0.235765,0.206341,0.1137,3.624748,2.6e-05,0.0
667001321,0.170969,0.4271,0.242869,0.070201,0.1151,1.211266,0.001189,0.016504
311000221,0.171883,0.4412,0.167303,0.681653,0.8406,1.244719,4.2e-05,0.0
631010084,0.171979,0.4096,0.231131,0.205335,0.2527,1.251654,8.1e-05,0.0
273278850,0.173721,0.4967,0.21261,0.152241,0.1001,2.054182,5.5e-05,0.0
538010321,0.173924,0.6373,0.153097,0.145184,0.5872,1.277937,0.011054,0.075937
565949000,0.174002,0.4539,0.215771,0.059278,0.0302,3.88803,3.1e-05,0.0
613290000,0.174105,0.5769,0.538498,0.136799,0.4446,3.688125,3.5e-05,0.0
636019167,0.174735,0.5691,0.216274,0.330662,0.1757,1.26515,0.006461,0.019383
538009850,0.174805,0.5337,0.340521,0.181632,0.6643,1.23158,2.2e-05,0.0
563216400,0.174916,0.3628,0.086326,0.038488,0.02,6.880426,2.3e-05,0.0
273264590,0.175397,0.5033,0.077487,0.000208,0.0,2.345514,0.000208,0.0
636025005,0.175441,0.5612,0.178268,0.40735,0.2487,1.788315,0.003284,0.007968
613881403,0.176592,0.5612,0.121889,0.112361,0.1195,1.952163,0.003677,0.032462
613411510,0.176658,0.4729,0.5,0.027307,0.0878,4.175805,3.3e-05,0.0
570389000,0.177318,0.5494,0.343183,0.011055,0.0751,1.006167,9.2e-05,0.0
403101001,0.177676,0.4838,0.486327,0.186992,0.0885,1.565887,3.4e-05,0.0
215065000,0.178088,0.5035,0.225182,0.286937,0.4492,1.461468,4.2e-05,0.0
538008327,0.179033,0.4694,0.294985,0.442463,0.2269,1.790582,4.6e-05,0.0
636014069,0.179187,0.5134,0.378422,0.209106,0.3717,3.192456,1.9e-05,0.0
667002025,0.181315,0.3709,0.172895,0.097498,0.1478,0.714772,0.004211,0.042913
667002359,0.181827,0.4785,0.296526,0.045096,0.0897,1.548474,0.000758,0.016353
309368000,0.18194,0.5838,0.074325,0.147604,0.177,0.817352,0.007874,0.05313
667002468,0.182408,0.5385,0.298938,0.159508,0.1741,1.011576,0.000373,0.0
240944000,0.182872,0.544,0.550044,0.165185,1.2779,1.366952,3.7e-05,0.0
309987000,0.183899,0.5137,0.248399,0.1775,0.4659,1.71589,0.012037,0.067689
667002338,0.184035,0.4112,0.31428,0.067736,0.0407,6.493675,0.000175,0.001954
631010107,0.184662,0.6168,0.079571,0.09388,0.0301,1.395527,0.00975,0.102933
311027600,0.184941,0.5675,0.118023,0.141697,0.1797,2.886815,3.2e-05,0.0
273272460,0.186258,0.844,0.802395,0.002983,0.0,0.0,0.002983,0.0
413120000,0.186338,0.516,0.25534,0.157693,0.5706,3.109699,1.8e-05,0.0
419471000,0.186351,0.5159,0.435234,0.170562,0.4064,1.322648,5.7e-05,0.0
538004518,0.187121,0.5264,0.214434,0.260626,0.566,0.912563,0.017183,0.065768
667001617,0.187655,0.5451,0.10921,0.355058,0.2594,0.667933,0.029236,0.08192
373638000,0.187795,0.5285,0.095145,0.201182,0.1785,0.876206,0.022527,0.111722
525121076,0.188092,0.6102,0.065918,0.127852,0.2281,1.000801,0.023217,0.181435
636019392,0.188203,0.515,0.126048,0.201334,0.2871,1.51184,0.004338,0.021413
636013683,0.18831,0.6031,0.388131,0.103741,0.2029,1.617704,3.9e-05,0.0
477607200,0.188362,0.4309,0.16305,0.123038,0.0442,4.856087,3.9e-05,0.0
215307000,0.190654,0.4982,0.173343,0.00439,0.0,4.027941,4.3e-05,0.0
649136000,0.190888,0.6677,0.129066,0.04458,0.0299,1.765533,4.9e-05,0.0
667001255,0.191334,0.3738,0.331344,0.117579,0.0848,1.722696,0.002121,0.017731
667001496,0.191415,0.6456,0.632685,0.001922,0.0,1.084039,0.001264,0.0
632001123,0.191445,0.6292,0.659844,0.03423,0.2824,2.393748,0.000121,0.0
309518000,0.191637,0.5229,0.183054,0.132345,0.4517,1.783425,0.001742,0.013
613407803,0.191811,0.7474,0.37375,0.001739,0.0,0.0,0.001739,0.0
667001242,0.191859,0.5107,0.346453,0.099472,0.0616,1.682273,0.000151,0.001153
511101914,0.192934,0.6407,0.270689,0.427276,0.1712,2.125752,7.3e-05,0.0
632001087,0.193117,0.529,0.933345,0.000541,0.0,0.0,0.000541,0.0
461000236,0.193351,0.5967,0.17685,0.066328,0.0663,1.556315,0.001201,0.01751
306884000,0.194426,0.3752,0.60541,0.004524,0.0,1.184626,0.000771,0.156522
613472010,0.19452,0.5731,0.320961,0.213935,0.1718,2.065684,0.002705,0.012391
352005806,0.195009,0.4707,0.197318,0.073407,0.1429,1.759979,0.002654,0.035536
636025888,0.195076,0.4731,0.241982,0.21419,0.2494,2.726629,3.1e-05,0.0
667001237,0.195145,0.4387,0.347414,0.103884,0.1127,1.222366,0.000373,0.002724
525008039,0.195172,0.0,0.671186,0.195172,0.0,0.0,0.195172,0.0
613489900,0.196123,0.4351,0.463273,0.010819,0.1166,1.0101,0.000104,0.0
235076282,0.197565,0.4913,0.237848,0.166513,0.2262,2.051909,3.6e-05,0.0
636022972,0.198056,0.6267,0.280498,0.26002,0.3234,1.586195,3.8e-05,0.0
679881010,0.198389,0.4323,0.736676,6.2e-05,0.0,0.0,6.2e-05,0.0
538003608,0.199035,0.4811,0.126048,0.338153,0.2403,1.636326,2.5e-05,0.0
538005006,0.201728,0.4838,0.12326,0.169729,0.3934,1.805168,0.004325,0.025367
631010103,0.202412,0.5926,0.106586,0.203403,0.1669,1.322648,6.8e-05,0.0
538010103,0.203314,0.5452,0.062461,0.025577,0.0048,1.951874,5.4e-05,0.0
620999422,0.204506,0.7858,0.396728,0.056759,0.0,0.0,0.056759,0.0
613522701,0.204731,0.5081,0.166363,0.16297,0.1344,1.879706,3.2e-05,0.0
563216100,0.205437,0.5622,0.162328,0.164722,0.0673,8.484314,2.6e-05,0.0
538007646,0.205528,0.5834,0.11729,0.17641,0.3847,1.057278,3.4e-05,0.0
613223700,0.205553,0.6039,0.18257,0.096863,0.0989,3.190342,6.6e-05,0.0
622120925,0.205598,0.5879,0.350739,0.587313,5.2391,0.814055,0.000136,0.0
636022406,0.206243,0.5715,0.453899,0.165806,0.7955,1.643922,0.000945,0.005523
538008380,0.206678,0.6678,0.65912,0.000545,0.0,2.592381,0.000545,0.0
538011948,0.207385,0.4114,0.398489,0.411544,0.7078,2.456873,0.00016,0.000305
311000466,0.209746,0.4539,0.272523,0.368193,0.3686,2.596425,4.3e-05,0.0
636024028,0.209839,0.4489,0.197469,0.115661,0.2616,2.8675,0.002229,0.019118
255915925,0.210945,0.4938,0.156891,0.240831,0.3349,1.339667,3.5e-05,0.0
655280000,0.211898,0.5266,0.248339,0.000269,0.0,0.603272,0.000269,0.0
538008320,0.213914,0.4855,0.365724,0.340464,0.2543,2.15656,0.002128,0.006166
613007200,0.214199,0.593,0.191446,0.232947,0.0583,1.461364,0.000734,0.002747
667002024,0.217205,0.5292,0.218671,0.258846,0.2413,1.573124,0.001547,0.005777
372939000,0.217986,0.4884,0.158206,0.159167,0.4202,0.858301,0.00358,0.022287
574003890,0.218097,0.5834,0.052524,0.121195,0.8129,1.235267,6.8e-05,0.0
249746000,0.220011,0.5767,0.172519,0.18201,0.6266,1.30047,0.005722,0.031291
613471903,0.220697,0.6202,0.152617,0.164295,0.1625,1.222366,0.011185,0.067455
273272530,0.221453,0.4764,0.131539,0.129367,0.0824,3.019,4.7e-05,0.0
636016093,0.221481,0.5289,0.257085,0.077338,0.1543,2.065684,5.4e-05,0.0
311000223,0.222752,0.5209,0.149106,0.177962,0.3001,2.017166,0.001633,0.00898
304993000,0.222756,0.6213,0.882363,0.336478,0.4715,0.603272,0.000141,0.0
273619700,0.223851,0.5616,0.66251,0.016445,0.0,0.668146,0.016445,1.0
461000238,0.224006,0.4866,0.136036,0.138365,0.0848,1.833835,4.2e-05,0.0
636015526,0.22547,0.6233,0.256923,0.089271,0.403,1.691105,2.1e-05,0.0
352006683,0.226035,0.4752,0.20769,0.113783,0.2535,1.719314,8.2e-05,0.0
538009381,0.226824,0.5432,0.197318,0.191081,0.2924,1.406608,0.003622,0.018845
352005395,0.22727,0.5184,0.457094,0.213255,0.6611,4.0707,2.4e-05,0.0
311000460,0.228779,0.5533,0.146576,0.374401,0.2322,1.284683,5.9e-05,0.0
419758000,0.229698,0.6027,0.26903,0.408319,0.3401,1.442666,2.8e-05,0.0
667001248,0.229746,0.4635,0.362518,0.089176,0.0983,2.42206,0.001258,0.01374
620800030,0.232543,0.2599,0.905913,2.1e-05,0.0,2.554232,2.1e-05,0.0
461000231,0.232663,0.6452,0.234402,0.001593,0.0187,2.32999,4.6e-05,0.0
461000282,0.232697,0.5625,0.418454,0.205119,0.2443,1.303906,0.002323,0.01065
371499000,0.235697,0.5261,0.181041,0.271185,0.2473,2.412115,2.4e-05,0.0
412245000,0.236107,0.5408,0.246966,0.19728,0.0576,4.872794,2.3e-05,0.0
413069000,0.238569,0.4442,0.238659,0.139414,0.6562,2.281277,1.3e-05,0.0
613511201,0.239,0.4666,0.126745,0.174189,0.1133,2.134845,2.7e-05,0.0
538002845,0.240454,0.469,0.153973,0.348784,0.1099,3.733759,5.8e-05,0.0
613442803,0.244288,0.4143,0.288143,0.146257,0.5196,1.222902,2.7e-05,0.0
352002495,0.24495,0.0,0.719247,0.372475,0.0,0.0,0.24495,0.0
631010085,0.245275,0.565,0.316364,0.025701,0.0,1.476984,0.000115,0.0
636014378,0.246499,0.5943,0.167303,0.133242,0.2367,1.675534,2.4e-05,0.0
419797000,0.247027,0.5332,0.325688,0.171368,0.469,1.37016,2.3e-05,0.0
352001461,0.2475,-0.0119,0.803202,0.12125,0.0,0.671186,0.12125,0.0
636016275,0.248601,0.4993,0.146,0.147085,0.0899,1.284683,2.6e-05,0.0
311000279,0.248892,0.5885,0.22195,0.197048,0.1996,1.948631,3.4e-05,0.0
477192100,0.249999,0.5805,0.164471,0.195677,0.0248,1.356786,4.4e-05,0.0
636020835,0.250304,0.3617,0.350739,0.280947,0.3574,1.018929,4.5e-05,0.0
247275300,0.25345,0.6552,0.173111,0.037628,0.0,1.75497,5.8e-05,0.0
636015150,0.253961,0.6408,0.290708,0.111891,0.2938,1.961576,0.000119,0.00077
620999909,0.254734,0.4692,0.710082,0.094598,0.0,2.180893,7e-05,0.0
667002308,0.255218,0.3461,0.076555,0.068241,0.1492,0.606835,0.00709,0.103563
309924000,0.257872,0.4536,0.212749,0.25935,0.2211,2.035521,3.3e-05,0.0
632001090,0.262728,0.5263,0.375707,0.043897,0.0462,2.139975,4.1e-05,0.0
307025000,0.264197,0.6684,0.245484,0.06758,0.1212,2.229833,0.000574,0.007974
370066000,0.26696,0.6129,0.144183,0.167241,0.2085,1.703944,2.7e-05,0.0
570294000,0.268136,0.3371,0.227291,0.131965,0.0591,6.597725,5.9e-05,0.0
273264760,0.270642,0.5918,0.08445,0.076211,0.0268,2.23643,0.000136,0.0
613442815,0.272128,0.5146,0.298938,0.071028,1.1446,1.837441,7.5e-05,0.0
229618000,0.274863,0.4847,0.361181,0.042833,0.3822,1.834689,4.7e-05,0.0
461000330,0.275692,0.6985,0.205296,9.8e-05,0.0,2.483102,9.8e-05,0.0
650630000,0.280096,0.5825,0.173351,0.0674,0.1304,1.728182,0.000717,0.009791
413074000,0.280141,0.4483,0.225035,0.128069,0.6888,1.791587,1.4e-05,0.0
352002704,0.28038,0.2012,0.942268,0.000215,0.0,0.0,0.000215,0.0
352003485,0.280753,0.0,0.719247,0.280753,0.0,0.0,0.280753,0.0
229094000,0.282284,0.5342,0.137601,0.098257,0.1432,2.293833,0.000287,0.002626
511101917,0.282648,0.5567,0.508387,0.019601,0.0532,2.252118,0.000168,0.0
570299000,0.282769,0.5422,0.552914,0.008093,0.0571,1.414485,4.2e-05,0.0
372171000,0.282818,0.5809,0.839056,0.000316,0.0,1.137625,0.000316,0.0
538012308,0.28581,0.4859,0.416567,0.715144,0.7586,1.175584,4.2e-05,0.0
273274080,0.292846,0.4676,0.454216,0.310431,0.6819,0.0,0.000316,0.0
636013611,0.295271,0.5013,0.160813,0.331203,0.1088,1.004439,4e-05,0.0
371325000,0.295779,0.4233,0.101338,0.098439,0.0895,2.064222,3.4e-05,0.0
352002063,0.295865,0.6891,0.176522,0.058912,0.105,1.810378,2.1e-05,0.0
314105000,0.296352,0.5751,0.532885,0.043057,0.0557,4.321051,5.3e-05,0.0
667002240,0.298918,0.3442,0.167303,0.035843,0.094,2.875093,0.001441,0.039513
538011949,0.299085,0.6107,0.066285,0.158592,0.3327,1.374115,0.000108,0.000564
538008775,0.301424,0.4772,0.186777,0.300681,0.2637,1.275826,0.0002,0.000586
248964000,0.301654,0.5687,0.165319,0.15009,0.3148,1.48187,5.7e-05,0.0
636019358,0.30505,0.4313,0.033293,0.093429,0.0242,3.348373,2.8e-05,0.0
