mmsi,ship_name,country,gap_24h_ratio,non_anch_low_ratio,cog_high_vol_ratio,loitering_h_ratio,non_anch_low_max_dur_h,cog_very_high_vol_ratio,non_anch_low_events,age_risk,flag_score,msr,spc,sdr,port_dwell,port_interval,turn_nonport,san_port_dwell,san_of_port,company_count,logistic_score,logistic_score_std,logistic_score_ci95_lower,logistic_score_ci95_upper,prediction_credibility,anomaly_index,confidence_grade,sanction_sources,hit_ofac,quadrant
667002024,Nagarjuna,Sierra Leone,0.000215,0.097606,0.112677,0.097567,136.3,0.059749,31,2,2,0.217205,0.5292,0.218671,0.258846,0.2413,1.573124,0.001547,0.005777,18.0,67.43,17.08,33.95,100.0,高可信,6.65,A,2,False,A_确认影子
461000370,Elyte,Oman,0.000227,0.288334,0.055375,0.288317,218.3,0.026291,94,1,0,0.099906,0.6029,0.152782,0.093637,0.1719,1.077462,0.007021,0.07436,36.0,67.4,10.18,47.45,87.35,高可信,14.09,B,2,False,A_确认影子
631010107,Fondeya,Equatorial Guinea,0.000346,0.334966,0.051325,0.334951,96.9,0.012053,276,1,0,0.184662,0.6168,0.079571,0.09388,0.0301,1.395527,0.00975,0.102933,43.0,66.76,8.64,49.83,83.69,中可信,16.11,C,2,False,A_确认影子
352005238,Centurion I,Panama,9.2e-05,0.026033,0.025317,0.026005,12.8,0.008121,122,1,0,0.066004,0.286,0.049604,0.049962,0.1849,1.083698,0.0024,0.047456,30.0,66.68,7.54,51.9,81.46,高可信,1.68,A,2,False,A_确认影子
352002775,Sai,Panama,0.000208,0.089101,0.051755,0.089072,53.8,0.021021,154,2,0,0.073459,0.4341,0.08294,0.096369,0.2439,1.242352,0.004977,0.051287,26.0,66.52,12.23,42.55,90.49,高可信,5.05,A,0,False,B_潜在影子
631010085,Yodan,Equatorial Guinea,0.000294,0.49175,0.123651,0.491778,191.7,0.075935,87,2,0,0.245275,0.565,0.316364,0.025701,0.0,1.476984,0.000115,0.0,41.0,66.3,4.74,57.01,75.59,中可信,24.61,C,3,True,A_确认影子
525119136,Alpha Point,Indonesia,0.001081,0.69112,0.227573,0.691239,943.1,0.115791,85,2,0,0.053942,0.5223,0.478239,0.006016,0.0,2.34961,0.000161,0.0,25.0,66.25,1.89,62.55,69.95,高可信,35.68,B,0,False,B_潜在影子
413770000,Yang Ning Hu,China,0.000148,0.14085,0.069497,0.140823,131.6,0.02884,120,1,0,0.168209,0.5352,0.093567,0.019575,0.0621,1.672859,4.1e-05,0.0,50.0,65.85,11.8,42.72,88.98,高可信,7.73,A,0,False,B_潜在影子
649136000,Sirius 1,Mali,0.000254,0.39339,0.024047,0.39339,477.1,0.010049,147,2,0,0.190888,0.6677,0.129066,0.04458,0.0299,1.765533,4.9e-05,0.0,37.0,65.75,3.5,58.89,72.61,高可信,18.19,A,3,True,A_确认影子
538012016,Midea,Marshall Islands,0.000151,0.135589,0.102369,0.135562,50.5,0.050368,190,2,0,0.109102,0.4737,0.341167,0.113843,0.1408,1.336092,0.000781,0.006497,29.0,65.62,6.17,53.53,77.71,高可信,8.15,A,0,False,B_潜在影子
273273360,Aksel,Russia,0.000311,0.59999,0.103929,0.600016,434.6,0.041215,402,1,1,0.147325,0.5424,0.338381,0.091069,0.1126,2.717563,5e-05,0.0,29.0,65.31,10.84,44.06,86.56,高可信,29.09,A,2,True,A_确认影子
669613000,Ping Shun,Eswatini,0.000115,0.400014,0.124283,0.400015,399.0,0.065325,385,2,0,0.058634,0.4083,0.487,0.046071,0.034,2.223595,2.8e-05,0.0,25.0,64.97,0.78,63.44,66.5,高可信,20.49,A,1,True,A_确认影子
273257910,Kareliya,Russia,0.000144,0.064127,0.028309,0.064098,56.7,0.014317,120,2,1,0.067865,0.2842,0.073064,0.094032,0.0326,2.097704,3.5e-05,0.0,2.0,64.57,1.04,62.53,66.61,高可信,3.46,A,3,True,A_确认影子
667002520,Sara Sky,Sierra Leone,0.000319,0.147595,0.06497,0.147567,79.6,0.022298,146,1,2,0.09364,0.4968,0.14252,0.18228,0.1331,2.387457,4.4e-05,0.0,7.0,63.63,10.57,42.91,84.35,高可信,7.95,A,0,False,B_潜在影子
667002004,Garasan,Sierra Leone,0.000156,0.147529,0.053552,0.147505,72.1,0.023141,722,1,2,0.160547,0.5034,0.173867,0.140124,0.1334,2.265131,0.005001,0.035428,7.0,63.6,3.82,56.11,71.09,高可信,7.71,A,2,False,A_确认影子
632001158,Asteri,Guinea,0.000307,0.691255,0.320838,0.691367,628.5,0.161592,52,2,0,0.088724,0.5209,0.258788,0.065522,0.0576,2.125752,0.000151,0.0,32.0,63.18,0.34,62.51,63.85,中可信,37.53,C,2,False,A_确认影子
613003709,Benedict,Cameroon,0.000197,0.123398,0.443847,0.123345,153.4,0.306382,76,2,3,0.033776,0.1265,0.806898,0.847718,1.0462,0.0,7.7e-05,0.0,2.0,62.79,21.81,20.04,100.0,高可信,14.43,B,3,True,A_确认影子
311039900,Alberta,Bahamas,0.000136,0.160285,0.102822,0.160265,68.6,0.052323,352,1,0,0.13738,0.4645,0.199736,0.079462,0.1313,1.776216,0.00036,0.00412,46.0,62.79,8.64,45.86,79.72,高可信,9.27,A,0,False,B_潜在影子
650000116,Rens,Mozambique,0.00025,0.331583,0.033475,0.331572,524.5,0.015994,29,2,0,0.082903,0.4609,0.442397,0.181622,0.0511,2.473223,7e-05,0.0,33.0,62.77,1.14,60.54,65.0,高可信,15.6,B,3,True,A_确认影子
631010086,Qasr,Equatorial Guinea,0.000178,0.124685,0.020343,0.124659,85.7,0.008407,157,1,0,0.086769,0.5354,0.371857,0.168299,0.2562,1.468492,0.000138,0.000592,51.0,62.42,18.83,25.51,99.33,高可信,6.02,B,2,False,A_确认影子
268256504,Princess Sofia,San Marino,0.000408,0.864841,0.468689,0.864925,364.6,0.207852,659,2,1,0.103255,0.2856,0.752116,7.2e-05,0.0,5.275646,7.2e-05,0.0,24.0,62.41,9.58,43.63,81.19,高可信,48.3,B,0,False,B_潜在影子
667001949,Tiral,Sierra Leone,0.000556,0.126546,0.11079,0.126398,71.8,0.064596,23,2,2,0.094596,0.5513,0.315018,0.281437,0.6196,1.122059,0.000217,0.0,3.0,62.18,21.6,19.84,100.0,中可信,7.92,C,2,False,A_确认影子
550167011,Olina,Unknown,7.7e-05,0.91096,0.379177,0.911009,1389.1,0.199076,23,2,0,0.0472,0.2365,0.874607,3.8e-05,0.0,0.0,3.8e-05,0.0,26.0,61.86,3.86,54.29,69.43,高可信,48.58,A,3,True,A_确认影子
655280000,Shanghai,Malawi,0.000549,0.718352,0.283207,0.71857,82.2,0.110277,127,2,0,0.211898,0.5266,0.248339,0.000269,0.0,0.603272,0.000269,0.0,40.0,61.77,1.91,58.03,65.51,中可信,38.01,C,3,True,A_确认影子
306103000,Tawanna,Curacao,0.000114,0.633114,0.199782,0.633133,182.7,0.108692,1165,2,0,0.157771,0.3871,0.421278,0.031909,0.0,1.691282,4.8e-05,0.000517,34.0,60.72,3.39,54.08,67.36,高可信,32.49,A,3,True,A_确认影子
461000233,Celt,Oman,0.000264,0.115782,0.096002,0.115754,49.7,0.041867,706,2,0,0.089248,0.3919,0.298059,0.115864,0.1205,1.494732,0.025837,0.222732,15.0,60.49,15.05,30.99,89.99,高可信,7.14,A,3,True,A_确认影子
314001093,Zenturo,Barbados,0.000101,0.209242,0.182627,0.209231,130.0,0.083977,451,1,1,0.088893,0.5124,0.213228,0.229794,0.3397,2.842167,0.001075,0.004573,29.0,60.46,0.44,59.6,61.32,高可信,13.07,A,0,False,B_潜在影子
273275360,Integrator,Russia,0.00044,0.250998,0.123524,0.250959,160.8,0.069845,88,1,1,0.128219,0.5473,0.372544,0.006551,0.0196,1.509999,0.000107,0.0,10.0,60.42,6.14,48.39,72.45,高可信,13.78,B,3,True,A_确认影子
352005301,Dove,Panama,7.9e-05,0.054649,0.0668,0.054627,31.0,0.034056,288,2,0,0.043789,0.3197,0.11505,0.052651,0.1104,1.80008,0.001621,0.030318,15.0,60.16,10.0,40.56,79.76,高可信,3.8,A,2,False,A_确认影子
679881013,Freya,Zimbabwe,0.000637,0.585049,0.322372,0.585167,424.6,0.161634,20,2,0,0.122615,0.5854,0.771196,0.020557,0.1544,0.842372,0.000248,0.0,24.0,60.12,4.06,52.16,68.08,中可信,32.79,C,2,True,A_确认影子
631010074,Night Glory,Equatorial Guinea,0.00023,0.167803,0.144333,0.167751,69.2,0.074716,107,1,0,0.056915,0.4615,0.241805,0.138595,0.2733,1.003992,9e-05,0.0,41.0,59.78,15.37,29.65,89.91,中可信,10.44,C,2,False,A_确认影子
273257030,Krasnoyarsk,Russia,0.000152,0.025752,0.014461,0.025717,60.5,0.005818,66,1,1,0.056038,0.2587,0.024077,0.113671,0.0555,1.966004,7.5e-05,0.000338,10.0,58.75,1.31,56.18,61.32,高可信,1.45,A,3,True,A_确认影子
273278840,Progress,Russia,0.000224,0.129263,0.076852,0.129231,226.5,0.034345,368,1,1,0.164887,0.5411,0.279554,0.192929,0.2166,1.563369,0.014584,0.075361,24.0,58.03,9.78,38.86,77.2,高可信,7.36,A,2,False,A_确认影子
312050000,Cy Victorious,Belize,0.000377,0.391077,0.249743,0.391076,65.1,0.116962,784,1,2,0.141846,0.4677,0.393645,0.126967,0.3806,2.481265,4.3e-05,0.0,18.0,57.91,14.71,29.08,86.74,高可信,22.6,A,0,False,B_潜在影子
461000260,Zaliv Vostok,Oman,0.000184,0.092721,0.032316,0.092694,67.5,0.016315,167,1,0,0.089406,0.4266,0.234402,0.126499,0.1039,2.188961,0.001462,0.011275,34.0,57.77,0.24,57.3,58.24,高可信,4.82,A,3,True,A_确认影子
631010081,Apple,Equatorial Guinea,0.000322,0.009119,0.003488,0.009031,6.1,0.000881,23,2,0,0.059012,0.2094,0.056019,0.0134,0.0,0.865412,8.9e-05,0.0,15.0,57.53,9.26,39.38,75.68,中可信,0.49,C,3,True,A_确认影子
631010088,Fina A,Equatorial Guinea,0.000189,0.18388,0.087334,0.183841,132.6,0.036179,291,2,0,0.134003,0.5168,0.182208,0.119841,0.2202,1.127485,0.002729,0.022172,27.0,57.46,3.01,51.56,63.36,高可信,10.03,B,2,False,A_确认影子
352002786,Sagar 1,Panama,0.000104,0.073492,0.046021,0.073471,51.9,0.012355,572,2,0,0.121868,0.3575,0.082508,0.036608,0.1206,1.309116,0.001007,0.026834,23.0,56.83,9.92,37.39,76.27,高可信,4.23,A,0,False,B_潜在影子
574004420,Apollo,Vietnam,0.000118,0.040927,0.095643,0.040901,65.3,0.036405,40,2,2,0.113154,0.5161,0.150529,0.400068,0.2556,1.194374,0.000296,0.00067,2.0,56.56,13.73,29.65,83.47,高可信,3.76,A,0,False,B_潜在影子
613277601,,,9.3e-05,0.063263,0.046114,0.063225,62.4,0.025245,31,0,0,0.029927,0.3752,0.275147,0.065085,0.1395,1.461364,0.00085,0.012368,32.0,54.25,1.27,51.76,56.74,高可信,3.77,B,0,False,B_潜在影子
352006683,Midas,Panama,0.00021,0.111781,0.028416,0.111722,53.8,0.016443,149,2,0,0.226035,0.4752,0.20769,0.113783,0.2535,1.719314,8.2e-05,0.0,40.0,54.23,8.52,37.53,70.93,中可信,5.6,C,1,True,A_确认影子
667002360,Mires,Sierra Leone,0.000195,0.110053,0.121337,0.110026,49.0,0.056393,739,2,2,0.362279,0.4485,0.288824,0.0558,0.0668,3.877922,0.000763,0.01301,4.0,53.94,8.89,36.52,71.36,高可信,7.38,A,2,False,A_确认影子
647553034,Fenghuang,Madagascar,0.001149,0.029612,0.5117,0.029454,32.8,0.23596,30,2,0,0.065101,0.7432,0.478223,0.803704,0.0575,1.5202,0.000705,0.000664,37.0,53.24,5.41,42.64,63.84,高可信,11.59,B,3,True,A_确认影子
750062000,,,8e-05,0.815434,0.326715,0.81549,1350.8,0.211992,19,0,0,0.005288,0.4501,0.750367,0.046433,0.0769,3.06779,5.2e-05,0.0,39.0,53.04,3.6,45.98,60.1,高可信,43.23,B,0,False,B_潜在影子
356075000,Coral Pearl,Panama,0.000296,0.050786,0.027645,0.050745,41.5,0.011957,183,1,0,0.136453,0.3962,0.109469,0.020557,0.1037,1.040206,4.8e-05,0.0,26.0,53.02,4.67,43.87,62.17,高可信,2.85,A,0,False,B_潜在影子
631010103,Starlit,Equatorial Guinea,0.000245,0.17074,0.039389,0.170701,137.4,0.014331,252,2,0,0.202412,0.5926,0.106586,0.203403,0.1669,1.322648,6.8e-05,0.0,32.0,52.83,4.32,44.36,61.3,高可信,8.48,B,2,False,A_确认影子
657983350,NY Maria,Nigeria,0.000241,0.702032,0.208298,0.702105,416.8,0.100124,74,3,0,0.168528,0.6561,0.682146,9.4e-05,0.0,2.412875,9.4e-05,0.0,21.0,52.74,10.74,31.69,73.79,中可信,35.76,C,0,False,B_潜在影子
750013000,Halo 6,Guyana,2.8e-05,0.979653,0.039612,0.979664,879.8,0.01848,73,2,0,0.014467,0.3465,0.88696,8e-06,0.0,0.0,8e-06,0.0,20.0,52.61,4.42,43.95,61.27,高可信,44.88,A,1,True,A_确认影子
650000122,Altaris Wolf,Mozambique,0.000157,0.774182,0.078688,0.77428,721.5,0.032547,119,2,0,0.153211,0.3204,0.419217,0.000103,0.0,2.114153,0.000103,0.0,32.0,52.45,11.93,29.07,75.83,中可信,36.42,C,3,True,A_确认影子
538012718,Tritonea,Marshall Islands,9.9e-05,0.84322,0.047312,0.843275,39.3,0.012861,415,2,0,0.146995,0.3242,0.09841,4.8e-05,0.0,1.50776,4.8e-05,0.0,30.0,52.33,10.78,31.2,73.46,高可信,38.89,B,0,False,B_潜在影子
636025638,Elysaria,Liberia,0.00016,0.119872,0.079876,0.11985,139.4,0.040711,212,1,0,0.041627,0.4853,0.281997,0.179132,0.1927,1.649627,0.002867,0.015837,27.0,51.86,1.08,49.74,53.98,高可信,7.0,A,0,False,B_潜在影子
461000236,Arrow,Oman,0.000146,0.357159,0.205166,0.357155,797.5,0.103817,366,1,0,0.193351,0.5967,0.17685,0.066328,0.0663,1.556315,0.001201,0.01751,37.0,51.82,6.82,38.45,65.19,高可信,20.18,A,2,False,A_确认影子
314001157,Searun,Barbados,0.00012,0.138802,0.017814,0.138788,110.8,0.006706,206,1,1,0.133419,0.4588,0.100231,0.066687,0.1472,1.672859,2.1e-05,0.0,11.0,51.7,1.78,48.21,55.19,高可信,6.61,A,0,False,B_潜在影子
631010102,Makalu,Equatorial Guinea,0.000102,0.036506,0.022867,0.036483,37.5,0.012594,67,2,0,0.080187,0.3229,0.190087,0.072109,0.1073,1.103185,0.001418,0.019334,10.0,51.48,2.31,46.95,56.01,高可信,2.1,A,3,True,A_确认影子
461000286,Qendil,Oman,0.0002,0.707701,0.146168,0.707752,878.2,0.090423,379,2,0,0.137656,0.4744,0.923022,0.16876,0.9438,0.0,6.5e-05,0.0,45.0,51.46,5.6,40.48,62.44,高可信,34.78,A,2,False,A_确认影子
525119176,Hendropriyono III,Indonesia,0.002828,0.070784,0.372174,0.070618,73.5,0.235259,19,2,0,0.164473,0.4867,0.839766,0.471694,0.4055,1.013558,0.000202,0.0,26.0,51.3,11.07,29.6,73.0,中可信,10.7,C,0,False,B_潜在影子
238252000,Olib,Croatia,0.000182,0.091178,0.104937,0.091156,97.0,0.053747,188,1,1,0.116672,0.4293,0.078719,0.133105,0.1356,6.054994,0.002085,0.01545,21.0,51.25,5.23,41.0,61.5,高可信,6.21,A,0,False,B_潜在影子
650000121,Deyna,Mozambique,0.000484,0.18914,0.013918,0.18907,363.4,0.005452,11,2,0,0.050079,0.4543,0.295741,0.033361,0.0275,1.008047,0.000134,0.0,7.0,51.01,4.24,42.7,59.32,高可信,8.8,B,3,True,A_确认影子
525119203,SC Majestic LXII,Indonesia,0.000213,0.574982,0.368326,0.575008,321.7,0.202378,131,2,0,0.042096,0.4449,0.320285,0.093378,0.095,8.134365,5.9e-05,0.0,25.0,50.28,13.15,24.51,76.05,高可信,33.25,A,0,False,B_潜在影子
273270560,Phoenix,Russia,0.000205,0.275614,0.0539,0.275599,335.3,0.018638,191,1,1,0.064456,0.4432,0.093347,0.159201,0.0649,4.975747,5e-05,0.0,19.0,50.02,4.67,40.87,59.17,高可信,13.49,A,2,False,A_确认影子
679881010,Ruby Cross,Zimbabwe,0.000192,0.598417,0.220577,0.598449,200.8,0.120411,40,1,0,0.198389,0.4323,0.736676,6.2e-05,0.0,0.0,6.2e-05,0.0,30.0,49.93,8.73,32.82,67.04,高可信,31.35,B,3,True,A_确认影子
538012620,Orfeos,Marshall Islands,0.000958,0.093655,0.06962,0.093451,39.8,0.030028,42,1,0,0.054085,0.4091,0.364973,0.247366,0.0899,1.0038,0.00663,0.025756,25.0,49.11,8.22,33.0,65.22,中可信,5.63,C,0,False,B_潜在影子
247275300,Four Wind,Italy,0.000452,0.375423,0.090103,0.37542,141.3,0.043506,147,1,1,0.25345,0.6552,0.173111,0.037628,0.0,1.75497,5.8e-05,0.0,16.0,48.45,5.91,36.87,60.03,高可信,18.71,A,0,False,B_潜在影子
620999912,,,0.002282,0.676779,0.433818,0.677001,758.4,0.220593,161,0,0,0.058504,0.5171,0.611822,0.049161,0.0,1.738313,0.000315,0.0,28.0,48.2,9.18,30.21,66.19,中可信,39.19,C,0,False,B_潜在影子
352314000,Morning Sun,Panama,0.00028,0.932175,0.335263,0.932267,1629.9,0.155588,44,3,0,0.016592,0.3077,0.833627,6.8e-05,0.0,2.43058,6.8e-05,0.0,14.0,47.55,1.01,45.57,49.53,高可信,48.66,A,0,False,B_潜在影子
631010100,Aquatica,Equatorial Guinea,0.000169,0.244002,0.128612,0.243984,149.1,0.07647,318,2,0,0.121465,0.5364,0.346233,0.108826,0.0516,1.957268,4.7e-05,0.0,19.0,47.1,7.22,32.95,61.25,高可信,13.56,A,3,True,A_确认影子
461000330,Zaliv Baikal,Oman,0.000557,0.390803,0.080814,0.390801,184.1,0.038952,167,1,0,0.275692,0.6985,0.205296,9.8e-05,0.0,2.483102,9.8e-05,0.0,36.0,46.93,10.9,25.57,68.29,高可信,19.22,B,3,True,A_确认影子
525021322,FSO Arjuna Prima,Indonesia,0.000409,0.99984,0.216943,1.000083,4336.1,0.084395,1,3,0,0.00016,0.0193,0.989379,0.00016,0.0,0.0,0.00016,0.0,24.0,46.93,13.2,21.06,72.8,高可信,49.35,B,0,False,B_潜在影子
374987000,Jewel,Panama,0.000157,0.048456,0.035068,0.048422,89.0,0.02112,144,1,0,0.033813,0.3383,0.143353,0.074463,0.0657,2.743425,0.007012,0.0937,7.0,46.86,2.41,42.14,51.58,高可信,2.89,A,2,False,A_确认影子
538006514,Knossos,Marshall Islands,7.6e-05,0.090054,0.062477,0.090035,65.0,0.035833,107,1,0,0.154958,0.4465,0.183054,0.119241,0.1559,1.623559,0.001837,0.015201,28.0,46.52,7.85,31.13,61.91,高可信,5.3,A,0,False,B_潜在影子
525108035,Pertamina Galunggung,Indonesia,0.000572,0.257898,0.074963,0.257874,155.0,0.036096,96,1,0,0.068301,0.4349,0.230968,0.308371,0.0731,2.45237,6.9e-05,0.0,33.0,46.27,8.01,30.57,61.97,高可信,13.12,A,0,False,B_潜在影子
636021407,Kristina,Liberia,0.00024,0.973714,0.397484,0.973827,763.4,0.222843,46,2,0,0.016793,0.1197,0.939275,7.8e-05,0.0,3.494878,7.8e-05,0.0,20.0,45.97,3.71,38.7,53.24,高可信,51.77,B,0,False,B_潜在影子
632001131,Vernon,Guinea,0.000685,0.438777,0.27104,0.438785,360.6,0.124041,186,2,0,0.114833,0.5539,0.415497,0.147134,0.0382,4.469058,7.8e-05,0.0,24.0,45.91,9.74,26.82,65.0,高可信,25.18,B,1,True,A_确认影子
307025000,Noble Walker,Aruba,0.000203,0.430691,0.155955,0.430694,375.0,0.07026,242,2,0,0.264197,0.6684,0.245484,0.06758,0.1212,2.229833,0.000574,0.007974,26.0,45.82,16.34,13.79,77.85,高可信,22.51,A,2,False,A_确认影子
273277290,Producer,Russia,0.000409,0.096552,0.095086,0.096431,44.1,0.046999,8,1,1,0.015213,0.5711,0.587257,0.327593,0.4469,0.0,0.00016,0.0,4.0,45.72,7.25,31.51,59.93,中可信,6.25,C,3,True,A_确认影子
371458000,New Amorgos,Panama,9.7e-05,0.020415,0.020613,0.020392,15.7,0.006312,103,1,0,0.051438,0.264,0.060389,0.063141,0.1251,1.519547,0.000344,0.005069,23.0,45.61,3.63,38.5,52.72,高可信,1.33,A,0,False,B_潜在影子
631010084,Bluebell,Equatorial Guinea,0.000165,0.25325,0.044521,0.253221,127.6,0.017244,146,2,0,0.171979,0.4096,0.231131,0.205335,0.2527,1.251654,8.1e-05,0.0,33.0,45.51,0.94,43.67,47.35,高可信,12.29,B,3,True,A_确认影子
273255820,Lipetsk,Russia,0.000901,0.276166,0.040425,0.276148,86.5,0.01691,486,1,1,0.159165,0.5212,0.118372,0.104822,0.068,4.056332,6e-05,0.0,12.0,45.24,10.15,25.35,65.13,高可信,13.26,A,3,True,C_名单被动
525119111,Phoenix Alpha XXXV,Indonesia,0.000626,0.393073,0.097505,0.393072,633.2,0.048869,83,2,0,0.0649,0.5357,0.357886,0.333987,0.2299,1.926079,7.6e-05,0.0,25.0,44.82,3.91,37.16,52.48,高可信,19.65,B,0,False,D_正常
636019327,Iapetos,Liberia,0.000394,0.224989,0.08224,0.224948,456.1,0.036416,36,1,0,0.091824,0.5293,0.388791,0.049094,0.056,1.746496,0.00109,0.020305,23.0,44.71,7.64,29.74,59.68,高可信,11.78,B,0,False,D_正常
750064162,,,0.000131,0.941577,0.80052,0.941757,173.6,0.537488,229,0,0,0.039241,0.2522,0.883907,0.000131,0.0,0.0,0.000131,0.0,10.0,44.27,4.49,35.47,53.07,中可信,58.39,C,0,False,D_正常
352005486,Tiger 6,Panama,0.000195,0.028266,0.018875,0.028227,28.8,0.007685,32,1,0,0.050338,0.3302,0.153097,0.092269,0.0937,1.616384,0.002254,0.023979,16.0,44.0,0.51,43.0,45.0,高可信,1.65,A,2,False,C_名单被动
563216300,Torm Gitte,Singapore,0.000179,0.187278,0.028021,0.187257,279.2,0.014851,118,1,0,0.060523,0.421,0.084854,0.085042,0.0524,5.78488,3.8e-05,0.0,26.0,43.52,13.05,17.94,69.1,高可信,8.99,A,0,False,D_正常
419471000,Desh Prem,India,0.000416,0.290921,0.157275,0.290905,213.1,0.064356,70,2,1,0.186351,0.5159,0.435234,0.170562,0.4064,1.322648,5.7e-05,0.0,12.0,43.3,1.71,39.95,46.65,高可信,16.25,A,0,False,D_正常
574003890,PVT Hera,Vietnam,0.000525,0.291266,0.090891,0.291248,642.3,0.033911,93,1,2,0.218097,0.5834,0.052524,0.121195,0.8129,1.235267,6.8e-05,0.0,10.0,42.74,0.63,41.51,43.97,高可信,14.94,A,0,False,D_正常
461000249,Lavender,Oman,0.00018,0.357186,0.26473,0.357182,288.3,0.143269,213,1,0,0.103116,0.5487,0.444387,0.268767,0.2459,1.954626,3.9e-05,0.0,35.0,42.51,3.1,36.43,48.59,高可信,21.37,A,3,True,C_名单被动
352898728,Sabaek,Panama,6.9e-05,0.865538,0.433263,0.865565,283.8,0.23982,650,2,0,0.117097,0.0827,0.675977,2.2e-05,0.0,0.0,2.2e-05,0.0,20.0,42.45,2.14,38.26,46.64,高可信,47.62,A,0,False,D_正常
372171000,Yoselin,Panama,0.000645,0.414443,0.188336,0.414457,949.0,0.09021,23,3,0,0.282818,0.5809,0.839056,0.000316,0.0,1.137625,0.000316,0.0,16.0,41.93,0.66,40.64,43.22,中可信,22.43,C,0,False,D_正常
538012078,Nysea,Marshall Islands,8.8e-05,0.368069,0.060908,0.368067,318.8,0.026577,107,2,0,0.150119,0.6096,0.502927,0.052899,0.2082,1.789122,0.000826,0.015166,19.0,41.87,5.86,30.38,53.36,高可信,17.78,A,0,False,D_正常
352005437,Balu 6,Panama,0.000114,0.089554,0.059838,0.089535,85.9,0.026345,149,1,0,0.08736,0.454,0.167303,0.119619,0.0939,0.60587,0.004991,0.041524,20.0,41.76,4.81,32.33,51.19,高可信,5.23,A,0,False,D_正常
352002809,Kira K,Panama,0.000183,0.099323,0.06941,0.099294,120.3,0.031275,42,1,0,0.128646,0.4534,0.362966,0.196738,0.1331,1.439198,0.002113,0.010544,26.0,41.69,10.87,20.38,63.0,高可信,5.86,A,2,False,C_名单被动
273274080,Atlant,Russia,0.000644,0.351516,0.281691,0.35148,49.5,0.140099,9,1,1,0.292846,0.4676,0.454216,0.310431,0.6819,0.0,0.000316,0.0,34.0,41.47,11.86,18.22,64.72,中可信,21.47,C,3,True,C_名单被动
352005847,Byzantium,Panama,0.000178,0.299244,0.144796,0.299232,245.9,0.081577,492,1,0,0.085728,0.5901,0.305384,0.095947,0.1206,1.766682,0.002052,0.020884,21.0,41.0,3.95,33.26,48.74,高可信,16.37,A,0,False,D_正常
374867000,Everest,Panama,0.000341,0.810567,0.06295,0.810706,1358.2,0.032998,19,3,0,0.159766,0.1958,0.187572,0.000133,0.0,0.603272,0.000133,0.0,19.0,40.78,3.09,34.72,46.84,高可信,37.75,B,0,False,D_正常
461000231,Zaliv Aniva,Oman,0.000189,0.48861,0.144434,0.48862,294.9,0.068443,857,1,0,0.232663,0.6452,0.234402,0.001593,0.0187,2.32999,4.6e-05,0.0,30.0,40.22,16.21,8.45,71.99,高可信,24.88,A,3,True,C_名单被动
650000125,Alba,Mozambique,0.000655,0.175303,0.035064,0.175248,147.6,0.013628,39,2,0,0.098087,0.454,0.505758,0.075439,0.0536,1.395527,0.000908,0.01076,2.0,40.21,3.32,33.7,46.72,高可信,8.61,B,3,True,C_名单被动
419795000,Desh Suraksha,India,0.000489,0.512579,0.314741,0.512593,301.1,0.128331,516,1,1,0.079736,0.5528,0.610856,0.260231,0.151,1.592376,5e-05,0.0,12.0,40.06,10.28,19.91,60.21,高可信,29.37,A,0,False,D_正常
352005354,Tango 2,Panama,0.000131,0.055207,0.03788,0.055183,19.6,0.016462,321,1,0,0.098319,0.464,0.178268,0.294504,0.1679,1.553772,0.001145,0.003794,26.0,39.07,11.52,16.49,61.65,高可信,3.24,A,2,False,C_名单被动
419474000,Desh Bhakt,India,0.000156,0.115854,0.071489,0.115838,238.4,0.04046,116,2,1,0.154912,0.374,0.396353,0.134996,0.6674,1.004439,2.2e-05,0.0,2.0,38.92,1.45,36.08,41.76,高可信,6.65,A,0,False,D_正常
636022945,Margareta,Liberia,0.000165,0.209217,0.041878,0.209206,142.0,0.022444,759,2,0,0.102355,0.5105,0.228129,0.027067,0.0979,1.732368,0.000331,0.011399,2.0,38.68,3.62,31.58,45.78,高可信,10.26,A,0,False,D_正常
352179000,Horae,Panama,0.000104,0.083464,0.068463,0.083424,133.5,0.032394,218,1,0,0.147378,0.3594,0.228657,0.235097,0.1149,1.891951,0.000896,0.003597,27.0,38.51,17.57,4.07,72.95,高可信,5.13,A,3,True,C_名单被动
419472000,Desh Rakshak,India,0.000267,0.244036,0.139955,0.244016,480.9,0.070353,49,2,1,0.398149,0.4799,0.593109,0.221124,0.9343,1.527116,5.2e-05,0.0,31.0,37.71,17.48,3.45,71.97,高可信,13.79,A,0,False,D_正常
525100241,Star Valiant,Indonesia,0.002275,0.122261,0.125922,0.122135,68.6,0.061435,70,2,0,0.082139,0.4314,0.249764,0.450941,0.2523,1.237226,0.000183,0.0,23.0,37.45,10.08,17.69,57.21,高可信,8.08,B,0,False,D_正常
511101926,,,0.000162,0.052077,0.035971,0.052022,25.1,0.01657,209,0,0,0.107576,0.4156,0.125592,0.099949,0.214,1.244719,0.007395,0.073404,24.0,37.33,5.06,27.41,47.25,高可信,3.07,B,0,False,D_正常
