mmsi,ship_name,country,gap_24h_ratio,non_anch_low_ratio,cog_high_vol_ratio,loitering_h_ratio,non_anch_low_max_dur_h,cog_very_high_vol_ratio,non_anch_low_events,age_risk,flag_score,msr,spc,sdr,port_dwell,port_interval,turn_nonport,san_port_dwell,san_of_port,company_count,logistic_score,logistic_score_std,logistic_score_ci95_lower,logistic_score_ci95_upper,prediction_credibility,anomaly_index,confidence_grade,sanction_sources,hit_ofac,quadrant
667001255,Centurion,Sierra Leone,9.5e-05,0.083847,0.067507,0.083817,34.6,0.032556,195,1,2,0.191334,0.3738,0.331344,0.117579,0.0848,1.722696,0.002121,0.017731,26.0,84.35,4.38,75.77,92.93,高可信,5.13,A,2,False,A_确认影子
613522701,Jun Tong,Cameroon,0.000218,0.199408,0.067166,0.199392,176.1,0.02814,261,1,3,0.204731,0.5081,0.166363,0.16297,0.1344,1.879706,3.2e-05,0.0,28.0,84.31,11.85,61.08,100.0,高可信,10.32,A,2,False,A_确认影子
273251530,Antarktika,Russia,0.000167,0.309902,0.218711,0.309895,905.1,0.120349,59,1,1,0.050386,0.522,0.270211,0.096684,0.0845,2.929777,0.006227,0.064053,28.0,84.16,3.79,76.73,91.59,高可信,18.32,A,3,True,A_确认影子
613321501,Jacklyn,Cameroon,0.000111,0.259834,0.091734,0.259822,152.6,0.044688,311,1,3,0.108499,0.5033,0.209691,0.14264,0.235,1.936991,3.6e-05,0.0,35.0,84.13,14.74,55.24,100.0,高可信,13.53,A,2,False,A_确认影子
667002070,Kousai,Sierra Leone,0.000253,0.033253,0.027182,0.033216,27.7,0.012592,59,2,2,0.031554,0.3006,0.213611,0.060987,0.0789,1.376254,0.003311,0.053659,5.0,84.1,13.7,57.25,100.0,高可信,2.05,A,2,False,A_确认影子
314001132,Bravis,Barbados,0.000253,0.245685,0.108134,0.245664,315.7,0.052989,29,1,1,0.027539,0.4878,0.33315,0.103418,0.0791,3.534331,5.4e-05,0.0,39.0,83.87,7.71,68.76,98.98,高可信,13.22,A,0,False,B_潜在影子
667002293,Altis,Sierra Leone,8.4e-05,0.084915,0.052763,0.08489,30.1,0.022844,75,2,2,0.39159,0.4035,0.318365,0.198366,0.1519,1.356786,3.3e-05,0.0,52.0,83.73,9.93,64.27,100.0,高可信,4.88,B,1,False,A_确认影子
667001235,Thorin,Sierra Leone,0.000167,0.15144,0.07563,0.151411,63.4,0.025957,508,1,2,0.125629,0.4882,0.276636,0.087901,0.0814,5.123743,0.002193,0.024437,25.0,83.44,4.52,74.58,92.3,高可信,8.33,A,2,False,A_确认影子
273278480,Transformer,Russia,0.000422,0.185314,0.084407,0.185226,28.1,0.035337,245,2,1,0.158129,0.467,0.478211,0.026749,0.0,2.018502,0.000165,0.0,25.0,83.04,4.83,73.57,92.51,中可信,10.04,C,3,True,A_确认影子
419001990,Cangjie,India,0.000199,0.722049,0.345288,0.722094,524.9,0.201826,86,2,1,0.128357,0.3537,0.621578,0.071576,0.0535,1.922533,5.5e-05,0.0,33.0,83.02,5.45,72.34,93.7,高可信,39.4,A,3,True,A_确认影子
273271660,Salut,Russia,0.0001,0.134778,0.018628,0.134759,105.6,0.007941,160,1,1,0.089203,0.4134,0.116909,0.097929,0.0555,3.292836,0.000565,0.005487,37.0,82.42,3.74,75.09,89.75,高可信,6.44,A,3,True,A_确认影子
613881500,Marven,Cameroon,0.000209,0.024671,0.011443,0.024595,15.3,0.004932,46,2,3,0.020587,0.2289,0.07589,0.131156,0.0062,1.194374,0.000294,0.001623,17.0,82.27,17.21,48.54,100.0,中可信,1.34,C,2,False,A_确认影子
667002291,Cetus,Sierra Leone,8.3e-05,0.081447,0.031241,0.081421,100.6,0.014162,215,1,2,0.049599,0.3735,0.165453,0.046025,0.0835,1.479717,0.002831,0.06085,15.0,82.11,15.22,52.28,100.0,高可信,4.29,A,2,False,A_确认影子
631010110,Cindy,Equatorial Guinea,0.000328,0.043007,0.051623,0.042892,9.5,0.014136,88,2,0,0.051209,0.2672,0.141957,0.052543,0.1553,0.975007,0.011531,0.217557,30.0,82.04,16.83,49.05,100.0,中可信,2.97,C,2,False,A_确认影子
667001256,Kusto,Sierra Leone,0.000102,0.113213,0.073732,0.113189,63.4,0.042817,411,2,2,0.091632,0.4262,0.272022,0.070432,0.0625,2.311727,0.00074,0.010047,23.0,82.0,15.91,50.82,100.0,高可信,6.57,A,2,False,A_确认影子
667002211,Mars 6,Sierra Leone,0.000148,0.148811,0.042338,0.148788,148.2,0.018534,121,1,2,0.030826,0.4147,0.344494,0.040653,0.0912,4.666148,0.005118,0.125115,10.0,81.98,15.88,50.86,100.0,高可信,7.55,A,2,False,A_确认影子
613829601,Ji Hang,Cameroon,0.000128,0.141219,0.03037,0.141203,223.2,0.013256,172,2,3,0.073762,0.4833,0.227538,0.130967,0.0866,1.56509,0.003532,0.026787,2.0,81.92,16.05,50.46,100.0,高可信,6.97,A,2,False,A_确认影子
613003573,Maini,Cameroon,0.000174,0.116633,0.060717,0.116606,79.6,0.028721,364,1,3,0.07063,0.4038,0.125375,0.082106,0.0774,3.127165,0.002415,0.028965,15.0,81.84,16.12,50.24,100.0,高可信,6.47,A,2,False,A_确认影子
306884000,Star Line,Curacao,0.000268,0.291738,0.196082,0.291718,193.3,0.123097,323,2,0,0.194426,0.3752,0.60541,0.004524,0.0,1.184626,0.000771,0.156522,25.0,81.71,15.83,50.68,100.0,高可信,17.06,B,1,True,A_确认影子
620800030,Evali,Comoros,6.4e-05,0.749019,0.288381,0.749037,516.6,0.137253,236,1,3,0.232543,0.2599,0.905913,2.1e-05,0.0,2.554232,2.1e-05,0.0,26.0,81.68,8.45,65.12,98.24,高可信,39.48,A,3,True,A_确认影子
631010082,Endless,Equatorial Guinea,0.000316,0.4288,0.171818,0.42881,215.4,0.092964,141,2,0,0.133351,0.5246,0.52752,0.080111,0.055,0.679783,0.02886,0.359262,43.0,81.52,18.14,45.97,100.0,中可信,22.74,C,3,True,A_确认影子
667001451,Berra,Sierra Leone,0.000798,0.145712,0.147637,0.145642,43.8,0.081815,446,2,2,0.148521,0.5103,0.44042,0.097445,0.0659,2.033592,0.002288,0.022379,19.0,81.29,15.73,50.46,100.0,高可信,9.53,B,2,False,A_确认影子
667001281,Matari,Sierra Leone,0.000123,0.144905,0.084466,0.144884,25.9,0.035493,537,2,2,0.133925,0.449,0.22134,0.060037,0.0945,1.05353,0.005967,0.098878,8.0,81.25,16.27,49.36,100.0,高可信,8.21,A,2,False,A_确认影子
613271403,Dalva,Cameroon,8.7e-05,0.163576,0.021013,0.16356,116.1,0.007514,265,1,3,0.058115,0.4482,0.03274,0.026213,0.0659,1.776601,0.000352,0.01238,22.0,81.05,18.17,45.44,100.0,高可信,7.78,A,2,False,A_确认影子
667002260,Destan,Sierra Leone,0.000198,0.154693,0.080136,0.154645,36.4,0.028629,277,1,2,0.054958,0.4747,0.433216,0.054515,0.1158,1.179637,0.009258,0.168639,4.0,81.02,17.55,46.62,100.0,高可信,8.57,B,2,False,A_确认影子
613271610,Bolu,Cameroon,8.7e-05,0.275491,0.243887,0.275478,92.9,0.141336,374,1,3,0.110076,0.6074,0.530753,0.252708,0.2799,2.013317,0.003522,0.013771,28.0,81.0,17.01,47.66,100.0,高可信,17.28,A,2,False,A_确认影子
273259230,Krymsk,Russia,0.000415,0.628816,0.107699,0.628847,235.7,0.050151,494,2,1,0.150413,0.5238,0.235047,0.037525,0.0,2.094502,5.3e-05,0.0,28.0,80.94,1.85,77.31,84.57,高可信,30.46,A,3,True,A_确认影子
620800047,Tani,Comoros,0.000423,0.630412,0.310405,0.63051,82.2,0.145472,160,1,3,0.111087,0.5393,0.290977,0.108333,0.3692,1.747723,0.000165,0.0,35.0,80.89,17.45,46.69,100.0,中可信,34.59,C,3,True,A_确认影子
775090000,Yare,Venezuela,0.001264,0.950131,0.861769,0.95051,226.1,0.659865,246,1,0,0.049444,0.0619,0.988822,0.000272,0.0,0.809815,0.000272,0.0,28.0,80.88,15.61,50.28,100.0,高可信,60.03,B,1,True,A_确认影子
273250830,Kemerovo,Russia,0.00018,0.104311,0.035771,0.104279,97.8,0.016455,166,1,1,0.066022,0.3719,0.145752,0.073535,0.0503,1.563691,4.4e-05,0.0,25.0,80.82,2.43,76.06,85.58,高可信,5.41,A,3,True,A_确认影子
667001708,Jaldhara,Sierra Leone,0.000158,0.124265,0.094589,0.124238,29.9,0.038344,326,2,2,0.078576,0.4361,0.220088,0.083234,0.1778,2.070814,0.001691,0.019861,15.0,80.81,15.19,51.04,100.0,高可信,7.49,A,2,False,A_确认影子
574005510,Nero,Vietnam,0.000161,0.208417,0.06787,0.208399,287.7,0.035175,164,1,2,0.095918,0.4929,0.161712,0.057001,0.1074,2.106361,0.011248,0.196786,21.0,80.48,18.98,43.28,100.0,高可信,10.74,A,2,False,A_确认影子
613606500,Foya,Cameroon,6.9e-05,0.363679,0.140555,0.363676,227.7,0.069024,205,2,3,0.168404,0.508,0.256868,0.106635,0.4305,2.026873,3.4e-05,0.0,25.0,80.47,17.63,45.92,100.0,高可信,19.18,A,1,False,A_确认影子
671265100,Warrior King,Togo,6.1e-05,0.980033,0.364044,0.980123,1061.5,0.202974,26,3,2,0.019524,0.1848,0.943761,6.1e-05,0.0,1.35593,6.1e-05,0.0,18.0,80.15,17.8,45.26,100.0,高可信,51.39,B,0,False,B_潜在影子
667001407,Cai Yun,Sierra Leone,0.000269,0.236196,0.100035,0.236154,344.0,0.048483,44,1,2,0.068935,0.5508,0.242869,0.075118,0.0431,1.597825,0.002677,0.034282,21.0,79.99,16.55,47.55,100.0,高可信,12.64,B,2,False,A_确认影子
750931000,Ala,Guyana,0.000296,0.837595,0.39757,0.837638,828.3,0.240233,432,3,0,0.068776,0.3374,0.527299,0.03003,0.0081,1.694349,3.8e-05,0.0,42.0,79.89,13.53,53.37,100.0,高可信,45.65,A,1,True,A_确认影子
667002277,Palara,Sierra Leone,0.000702,0.146039,0.146976,0.145988,209.0,0.073134,134,2,2,0.057393,0.5184,0.284422,0.189905,0.1473,1.34448,0.000827,0.003935,10.0,79.79,15.3,49.8,100.0,高可信,9.53,B,2,False,A_确认影子
314679000,Volans,Barbados,0.000335,0.850784,0.180763,0.850841,326.9,0.112124,115,1,1,0.057766,0.3239,0.610503,5e-05,0.0,2.267094,5e-05,0.0,30.0,79.56,2.63,74.41,84.71,高可信,41.91,A,2,True,A_确认影子
511100461,Eliak,Palau,0.000129,0.13711,0.082962,0.137093,92.2,0.058199,218,3,2,0.115135,0.3959,0.556869,2.5e-05,0.0,2.852051,2.5e-05,0.0,21.0,79.51,19.6,41.09,100.0,高可信,7.83,A,0,False,B_潜在影子
629009500,Desert Kite,Gambia,7.6e-05,0.019843,0.030841,0.019815,11.5,0.013373,43,2,2,0.03158,0.2858,0.264654,0.089059,0.2463,1.041762,0.002238,0.024805,12.0,79.44,17.78,44.59,100.0,高可信,1.51,A,2,False,A_确认影子
667002372,Yvika,Sierra Leone,0.000522,0.309015,0.287126,0.30899,394.4,0.123386,21,2,2,0.169552,0.5644,0.605038,0.326462,0.2334,1.35593,0.000112,0.0,36.0,79.41,14.4,51.19,100.0,高可信,19.66,B,1,False,A_确认影子
511102028,Asteras,Palau,0.000306,0.007246,0.004362,0.007099,2.1,0.001086,5,1,2,0.025961,0.1766,0.171652,0.021828,0.0,0.842372,0.00015,0.0,21.0,79.36,17.72,44.63,100.0,中可信,0.42,C,0,False,B_潜在影子
273278850,Victor Konetsky,Russia,0.000312,0.400929,0.134998,0.40093,758.7,0.054603,143,2,1,0.173721,0.4967,0.21261,0.152241,0.1001,2.054182,5.5e-05,0.0,37.0,79.19,1.0,77.23,81.15,高可信,20.75,A,3,True,A_确认影子
273270940,Vozrozhdeniye,Russia,5.6e-05,0.221916,0.346544,0.221904,63.2,0.230212,1514,1,1,0.12311,0.589,0.098013,0.175086,0.128,2.07727,0.001068,0.005945,27.0,79.04,3.62,71.94,86.14,高可信,16.92,A,2,False,A_确认影子
273264760,Pavel Chernysh,Russia,0.000914,0.43757,0.116191,0.437584,413.1,0.048863,260,2,1,0.270642,0.5918,0.08445,0.076211,0.0268,2.23643,0.000136,0.0,37.0,78.98,0.16,78.67,79.29,高可信,22.04,B,3,True,A_确认影子
273271560,Akkord,Russia,0.000155,0.930576,0.521374,0.930657,473.4,0.315175,134,2,1,0.043684,0.1979,0.867936,0.011375,0.2863,1.842531,6e-05,0.0,31.0,78.62,14.13,50.93,100.0,高可信,52.31,B,3,True,A_确认影子
613881403,Lion I,Cameroon,9.3e-05,0.17945,0.221469,0.179433,24.7,0.113473,3283,1,3,0.176592,0.5612,0.121889,0.112361,0.1195,1.952163,0.003677,0.032462,21.0,77.84,17.86,42.83,100.0,高可信,12.51,A,2,False,A_确认影子
574534000,Van Phong 1,Vietnam,0.000283,0.906758,0.578525,0.906877,217.7,0.267966,892,2,2,0.071617,0.2639,0.917034,9.2e-05,0.0,2.186399,9.2e-05,0.0,22.0,77.8,14.24,49.89,100.0,高可信,52.38,B,0,False,B_潜在影子
570389000,Tianma,Tonga,0.000235,0.386624,0.269176,0.386622,297.4,0.160474,40,2,0,0.177318,0.5494,0.343183,0.011055,0.0751,1.006167,9.2e-05,0.0,50.0,77.76,14.47,49.4,100.0,高可信,22.79,B,1,True,A_确认影子
613003591,Unity,Cameroon,0.000167,0.133644,0.560439,0.133614,192.5,0.343037,204,1,3,0.107384,0.4196,0.616236,0.722394,0.2979,2.157825,4.6e-05,0.0,37.0,77.68,19.3,39.85,100.0,高可信,17.23,B,2,False,A_确认影子
655180000,Hai Long,Malawi,6.3e-05,0.975534,0.717298,0.97557,768.3,0.397029,5,2,0,0.015106,0.6364,0.850694,2.4e-05,0.0,0.603272,2.4e-05,0.0,31.0,77.49,12.62,52.75,100.0,高可信,58.25,B,1,True,A_确认影子
273277840,Triumf,Russia,0.000177,0.208728,0.035815,0.208712,313.9,0.012372,276,1,1,0.076489,0.5338,0.131849,0.112642,0.1361,2.125415,0.000624,0.00524,25.0,77.36,1.2,75.01,79.71,高可信,10.11,A,2,False,A_确认影子
461000237,Oasis,Oman,0.000394,0.115784,0.093119,0.115754,318.1,0.046559,98,1,0,0.062279,0.4146,0.203414,0.083347,0.1202,0.256008,0.0168,0.201162,27.0,77.35,15.35,47.26,100.0,高可信,7.08,A,2,False,A_确认影子
613322700,Evita,Cameroon,0.000195,0.313265,0.064074,0.313257,196.6,0.026795,153,1,3,0.110728,0.5977,0.124662,0.103269,0.0346,2.006629,3.8e-05,0.0,23.0,77.23,20.97,36.13,100.0,高可信,15.38,A,2,False,A_确认影子
667002025,Ailana,Sierra Leone,0.000131,0.067041,0.05588,0.067017,30.0,0.032682,109,2,2,0.181315,0.3709,0.172895,0.097498,0.1478,0.714772,0.004211,0.042913,2.0,77.18,10.7,56.21,98.15,高可信,4.14,A,2,False,A_确认影子
613442815,Guanyin,Cameroon,0.000153,0.634761,0.060095,0.634806,43.0,0.026365,230,2,3,0.272128,0.5146,0.298938,0.071028,1.1446,1.837441,7.5e-05,0.0,28.0,77.01,14.77,48.06,100.0,中可信,29.77,C,3,True,A_确认影子
613741201,Nichole,Cameroon,0.00023,0.155939,0.037442,0.155912,99.0,0.015515,189,1,3,0.133618,0.4753,0.128883,0.08194,0.1266,1.616813,4.5e-05,0.0,18.0,76.85,20.46,36.75,100.0,高可信,7.77,A,2,False,A_确认影子
273272530,Novator,Russia,0.000241,0.374525,0.084549,0.374522,109.5,0.038063,515,2,1,0.221453,0.4764,0.131539,0.129367,0.0824,3.019,4.7e-05,0.0,36.0,76.81,1.53,73.81,79.81,高可信,18.55,A,3,True,A_确认影子
750057000,Uma,Guyana,5.3e-05,0.752785,0.48219,0.752833,352.8,0.327271,167,2,0,0.062334,0.3844,0.689915,0.062859,0.0,2.575339,0.000937,0.014078,27.0,76.81,8.17,60.8,92.82,高可信,43.52,B,1,True,A_确认影子
461000253,Camel,Oman,0.00016,0.209909,0.065384,0.209892,181.1,0.028885,667,2,0,0.129933,0.5133,0.312331,0.083797,0.1068,2.260369,0.013121,0.156237,33.0,76.8,14.14,49.09,100.0,高可信,10.76,A,3,True,A_确认影子
610000033,DF Peak,Russia,0.000565,0.971187,0.086724,0.971415,3885.6,0.024494,13,2,1,0.002361,0.2076,0.853424,0.000157,0.0,0.87058,0.000157,0.0,34.0,76.58,1.46,73.72,79.44,高可信,45.46,B,3,True,A_确认影子
613442803,Aether,Cameroon,5.5e-05,0.595501,0.033774,0.595514,63.3,0.013088,369,1,3,0.244288,0.4143,0.288143,0.146257,0.5196,1.222902,2.7e-05,0.0,31.0,76.44,13.7,49.59,100.0,高可信,27.47,B,3,True,A_确认影子
273259910,Kazan,Russia,0.000314,0.473451,0.157445,0.473463,381.0,0.074818,687,2,1,0.157046,0.5201,0.251232,0.045415,0.0,1.73329,6.1e-05,0.0,24.0,76.42,3.16,70.23,82.61,高可信,24.46,A,3,True,A_确认影子
667001249,Maylo,Comoros,0.000621,0.160206,0.068084,0.160116,279.6,0.034745,51,1,3,0.10986,0.5381,0.333118,0.190633,0.174,2.016009,0.00368,0.018526,11.0,76.32,18.76,39.55,100.0,高可信,8.59,B,2,False,A_确认影子
613003807,Orion,Cameroon,0.000101,0.475435,0.31592,0.47544,689.0,0.146068,208,3,3,0.313324,0.3723,0.50878,0.094351,0.1392,4.227198,2.8e-05,0.0,19.0,75.91,15.61,45.31,100.0,高可信,27.72,A,1,False,A_确认影子
613541500,Elodie I,Cameroon,0.000229,0.277591,0.088003,0.27758,162.2,0.047127,514,1,3,0.079052,0.467,0.155252,0.130659,0.1642,2.23467,3.7e-05,0.0,16.0,75.77,21.03,34.55,100.0,高可信,14.26,A,2,False,A_确认影子
613511209,Seasons I,Cameroon,9.3e-05,0.066105,0.044522,0.06608,60.8,0.021273,218,2,3,0.136288,0.4577,0.160813,0.232038,0.1298,2.277882,7.7e-05,0.000203,2.0,75.7,18.29,39.85,100.0,高可信,3.87,A,2,False,A_确认影子
273271320,Pioner 1,Russia,6.5e-05,0.101142,0.052345,0.101123,76.9,0.024731,166,1,1,0.092136,0.4193,0.178897,0.144823,0.1473,2.944386,6.5e-05,0.000274,29.0,75.4,0.93,73.58,77.22,高可信,5.6,A,3,True,A_确认影子
775181000,Regina,Venezuela,0.000248,0.861861,0.250894,0.861975,367.9,0.139429,44,3,0,0.137079,0.557,0.834437,9.7e-05,0.0,0.603272,9.7e-05,0.0,30.0,74.75,10.9,53.39,96.11,中可信,43.81,C,1,True,A_确认影子
538012094,Helion,Marshall Islands,0.000254,0.14898,0.069789,0.148954,105.7,0.035628,81,2,0,0.117399,0.4586,0.245267,0.082773,0.1283,1.655936,0.006323,0.075933,34.0,74.3,13.82,47.21,100.0,高可信,8.11,A,0,False,B_潜在影子
650000177,Soufia 1,Mozambique,0.000141,0.654456,0.153632,0.654481,1405.8,0.079972,282,2,0,0.047364,0.4308,0.583892,0.04044,0.0345,2.424304,3.9e-05,0.0,48.0,73.82,10.15,53.93,93.71,高可信,32.53,A,3,True,A_确认影子
461000285,Siraj,Oman,0.000232,0.077939,0.087671,0.077906,136.1,0.039216,127,1,0,0.068109,0.4423,0.433465,0.135986,0.1543,1.446874,0.021485,0.157739,48.0,73.7,14.98,44.34,100.0,高可信,5.27,A,2,False,A_确认影子
422182000,Argo I,Iran,0.00046,0.003508,0.002102,0.003285,1.0,0.000695,3,3,2,0.013474,0.1127,0.177169,0.586237,0.0,0.0,0.000225,0.0,2.0,73.65,15.2,43.86,100.0,中可信,0.21,C,1,True,A_确认影子
352005852,Ocean Laureate,Panama,0.000154,0.058038,0.064625,0.058012,83.5,0.032359,23,2,0,0.065848,0.434,0.186844,0.16848,0.1751,1.10479,0.003787,0.022306,40.0,73.26,13.31,47.17,99.35,高可信,3.91,A,0,False,B_潜在影子
679881009,Otla,Zimbabwe,0.000144,0.658911,0.191733,0.658934,522.4,0.116222,290,2,0,0.051215,0.5339,0.528762,3.5e-05,0.0,2.483102,3.5e-05,0.0,33.0,73.08,9.62,54.22,91.94,高可信,33.49,A,3,True,A_确认影子
273271850,Pluton,Russia,0.000142,0.050763,0.018415,0.050736,100.2,0.007796,119,2,1,0.047654,0.3257,0.128163,0.095037,0.0572,3.44561,0.000206,0.001846,13.0,73.0,6.58,60.1,85.9,高可信,2.66,A,2,False,A_确认影子
655990000,Faas,Malawi,0.002549,0.909011,0.00255,0.909246,3939.4,0.00075,3,2,0,0.001034,0.7943,0.820663,0.000182,0.0,0.671186,0.000182,0.0,30.0,72.79,6.68,59.7,85.88,高可信,41.02,B,1,True,A_确认影子
574006350,PVT Poseidon,Vietnam,0.000197,0.23187,0.120832,0.231854,240.1,0.053206,110,1,2,0.108904,0.552,0.153097,0.072576,0.0308,2.483102,3.8e-05,0.0,19.0,72.3,17.79,37.43,100.0,高可信,12.86,A,0,False,B_潜在影子
613007200,Sierra,Cameroon,0.001128,0.24146,0.194505,0.241423,221.6,0.085783,56,1,3,0.214199,0.593,0.191446,0.232947,0.0583,1.461364,0.000734,0.002747,11.0,72.29,17.09,38.79,100.0,高可信,14.78,B,2,False,A_确认影子
273272260,Gustav,Russia,0.000109,0.149839,0.087424,0.14982,142.2,0.046785,340,1,1,0.149792,0.4047,0.117637,0.084203,0.0394,1.560378,3e-05,0.0,25.0,72.26,2.44,67.48,77.04,高可信,8.49,A,3,True,A_确认影子
306761000,Xanthos Eos,Curacao,0.00057,0.881247,0.328234,0.881382,779.6,0.223133,93,2,0,0.082942,0.287,0.716179,0.00011,0.0,2.483102,0.00011,0.0,32.0,72.22,4.26,63.87,80.57,高可信,46.24,B,3,True,A_确认影子
273272770,Provider,Russia,0.000144,0.124184,0.061791,0.124145,30.7,0.0318,67,1,1,0.050531,0.4596,0.414091,0.162822,0.3091,2.026873,5.6e-05,0.0,29.0,72.11,10.83,50.88,93.34,高可信,6.83,B,3,True,A_确认影子
273277180,Soglasiye,Russia,0.000154,0.020639,0.063058,0.020598,24.2,0.030373,11,1,1,0.029592,0.3679,0.285273,0.129795,0.193,1.211266,0.000554,0.003938,23.0,71.9,12.78,46.85,96.95,高可信,2.19,B,2,False,A_确认影子
461000252,Carma,Oman,0.000427,0.049431,0.054161,0.049376,23.5,0.021828,143,2,0,0.073306,0.3302,0.315619,0.077533,0.0749,1.554175,0.002276,0.028559,25.0,71.84,6.43,59.24,84.44,高可信,3.32,A,3,True,A_确认影子
273272850,Gefest,Russia,3.8e-05,0.026253,0.014636,0.026236,8.3,0.005568,244,1,1,0.057549,0.2715,0.089522,0.064767,0.115,2.250557,0.001667,0.025463,19.0,71.81,6.65,58.78,84.84,高可信,1.47,A,2,False,A_确认影子
461000255,Mirabel,Oman,0.000454,0.175799,0.107253,0.17575,101.1,0.055362,226,1,0,0.066825,0.4412,0.280498,0.111576,0.0923,1.508144,0.011515,0.102501,36.0,71.09,10.66,50.2,91.98,高可信,10.07,B,3,True,A_确认影子
273279840,Nasledie,Russia,9.6e-05,0.179703,0.06347,0.179688,169.8,0.029202,626,2,1,0.065999,0.4383,0.131547,0.08774,0.0982,1.633436,0.004068,0.046071,2.0,71.08,3.91,63.42,78.74,高可信,9.36,A,2,False,A_确认影子
667002359,Nachos,Sierra Leone,5.4e-05,0.193709,0.057937,0.193698,185.9,0.024875,358,1,2,0.181827,0.4785,0.296526,0.045096,0.0897,1.548474,0.000758,0.016353,12.0,71.08,10.63,50.25,91.91,高可信,9.88,A,1,False,A_确认影子
667001242,Lebre,Sierra Leone,0.000189,0.116948,0.163488,0.116922,37.1,0.087713,1655,2,2,0.191859,0.5107,0.346453,0.099472,0.0616,1.682273,0.000151,0.001153,2.0,70.93,9.13,53.04,88.82,高可信,8.54,A,2,False,A_确认影子
273270320,Trader,Russia,0.000293,0.412788,0.08931,0.412791,100.8,0.035782,718,1,1,0.113359,0.5779,0.165367,0.15313,0.1198,2.332065,7.1e-05,0.0,28.0,70.7,5.45,60.02,81.38,高可信,20.37,A,3,True,A_确认影子
667002240,Bullar,Sierra Leone,9.2e-05,0.057865,0.033001,0.057843,93.7,0.017578,149,1,2,0.298918,0.3442,0.167303,0.035843,0.094,2.875093,0.001441,0.039513,19.0,70.58,6.37,58.09,83.07,高可信,3.27,A,2,False,A_确认影子
461000235,Cavalier,Oman,7.9e-05,0.040264,0.036908,0.040236,28.6,0.017953,160,2,0,0.053987,0.3981,0.093052,0.167758,0.1572,1.419565,0.007522,0.044663,33.0,70.45,8.46,53.87,87.03,高可信,2.55,A,2,False,A_确认影子
352002704,Tyche I,Panama,0.000997,0.719061,0.595107,0.719235,205.2,0.374048,607,2,0,0.28038,0.2012,0.942268,0.000215,0.0,0.0,0.000215,0.0,37.0,70.15,3.22,63.84,76.46,高可信,44.29,B,1,True,A_确认影子
667002335,Reus,Sierra Leone,6.2e-05,0.137308,0.08603,0.137295,426.4,0.028115,100,2,2,0.143554,0.6439,0.26903,0.419845,0.0707,1.759979,0.000155,0.000322,20.0,70.07,15.06,40.55,99.59,高可信,7.9,A,2,False,A_确认影子
677066300,Orleans Hawk,Tanzania,0.000217,0.100583,0.075788,0.100543,86.1,0.040362,43,3,3,0.39995,0.5166,0.4561,0.575494,0.9174,1.48187,5.3e-05,0.0,34.0,70.01,17.17,36.36,100.0,高可信,6.05,A,0,False,B_潜在影子
273250930,Kolomna,Russia,0.000241,0.185655,0.024485,0.185636,342.4,0.010668,148,2,1,0.101419,0.5163,0.122332,0.076842,0.044,1.771495,3.6e-05,0.0,14.0,69.93,11.18,48.02,91.84,高可信,8.85,A,3,True,A_确认影子
636018917,Eurointegrity,Liberia,0.000131,0.057161,0.045035,0.057134,111.0,0.020177,70,1,0,0.06569,0.3374,0.108839,0.100601,0.0539,1.93398,6.5e-05,0.00033,47.0,69.77,10.5,49.19,90.35,高可信,3.48,A,0,False,B_潜在影子
273259430,Ladoga,Russia,0.000176,0.100668,0.057397,0.100643,146.6,0.033375,84,1,1,0.119977,0.4221,0.119656,0.126974,0.0591,4.927854,3.4e-05,0.0,27.0,68.79,5.66,57.7,79.88,高可信,5.68,A,3,True,A_确认影子
273273460,Akcent,Russia,0.000179,0.424739,0.122155,0.424742,259.4,0.05906,102,1,1,0.08322,0.5008,0.413431,0.184662,0.1772,3.028609,5e-05,0.0,27.0,68.38,5.67,57.27,79.49,高可信,21.56,A,3,True,A_确认影子
631010090,Rozmarine,Equatorial Guinea,0.00015,0.722383,0.419154,0.722444,108.4,0.231631,320,2,0,0.077171,0.5188,0.660617,0.063261,0.1144,2.577637,7.4e-05,0.0,30.0,68.29,2.35,63.68,72.9,高可信,40.89,B,3,True,A_确认影子
374430000,Balsa,Panama,0.002447,0.7114,0.312479,0.71155,175.7,0.15054,543,2,0,0.111803,0.414,0.643992,0.000189,0.0,2.494483,0.000189,0.0,28.0,67.92,1.51,64.96,70.88,高可信,38.33,B,0,False,B_潜在影子
352005520,Kai 1,Panama,0.000225,0.132391,0.050992,0.132359,150.2,0.022087,283,2,0,0.123607,0.5065,0.106993,0.120528,0.1199,1.9318,0.005501,0.045255,32.0,67.59,6.0,55.83,79.35,高可信,6.98,A,0,False,B_潜在影子
461000219,Amazon,Oman,0.000332,0.281849,0.135925,0.281832,84.6,0.075044,172,2,0,0.137276,0.5706,0.289744,0.124238,0.1003,3.048402,5.8e-05,0.0,38.0,67.56,6.62,54.58,80.54,高可信,15.41,A,2,False,A_确认影子
314102000,Acheron,Barbados,0.000131,0.095851,0.076701,0.095823,79.5,0.037383,57,2,1,0.312439,0.4337,0.386641,0.201812,0.0961,1.2165,0.002862,0.014005,29.0,67.45,9.56,48.71,86.19,高可信,5.85,A,0,False,B_潜在影子
