mmsi,imo,ship_name,country,operator,build_year,ship_type,deadweight,builder,builder_country,age_risk,n_points,total_days,sanction_sources,risk_level,hit_ofac,hit_un,hit_eu,hit_uk,flag_score,paris_list,tokyo_list,gap_24h_ratio,gap_24h_ci95_lower,gap_24h_ci95_upper,gap_24h_ci90_lower,gap_24h_ci90_upper,gap_24h_ci80_lower,gap_24h_ci80_upper,gap_12h_count,gap_24h_count,gap_72h_count,gap_max_hours,gap_mean_hours,low_speed_ratio,non_anch_low_ratio,non_anch_low_ci95_lower,non_anch_low_ci95_upper,non_anch_low_ci90_lower,non_anch_low_ci90_upper,non_anch_low_ci80_lower,non_anch_low_ci80_upper,non_anch_low_events,non_anch_low_max_dur_h,loitering_h_ratio,msr,spc,sdr,port_dwell,port_interval,turn_nonport,san_port_dwell,san_of_port,cog_high_vol_ratio,cog_high_vol_ci95_lower,cog_high_vol_ci95_upper,cog_high_vol_ci90_lower,cog_high_vol_ci90_upper,cog_high_vol_ci80_lower,cog_high_vol_ci80_upper,cog_very_high_vol_ratio,cog_mean_vol,cog_max_vol,anomaly_index,anomaly_ci95_lower,anomaly_ci95_upper,anomaly_ci90_lower,anomaly_ci90_upper,anomaly_ci80_lower,anomaly_ci80_upper,data_sufficiency,confidence_grade,name_changes,flag_changes,owner_changes,total_identity_changes,recorded_calls,unrecorded_call_ratio,hotspot_dwell_ratio,logistic_score,logistic_score_std,logistic_score_ci95_lower,logistic_score_ci95_upper,prediction_credibility,quadrant,company_count,company_source
636015526,9358541.0,Sakura Princess,Liberia,Pareto Maritime Services,2007.0,AFRAMAX TNKR,0000-00-00,Sumitomo,Japan,1,90540,176.9,0,未命中,False,False,False,False,0,White,High Performance,8.7e-05,3e-05,0.000145,3.4e-05,0.000128,3.9e-05,0.000111,26,6,0,70.0,0.0,0.40402,0.357782,0.354659,0.360904,0.355159,0.3604,0.355736,0.35982,205,186.8,0.35778,0.22547,0.6233,0.256923,0.089271,0.403,1.691105,2.1e-05,0.0,0.099955,0.098001,0.101909,0.09831,0.10159,0.098668,0.101223,0.044819,8.6,155.18,18.1,17.97,18.24,17.99,18.21,18.01,18.19,0.99,A,0,0,0,0,0,0.0,0.0,13.98,6.19,1.85,26.11,高可信,D_正常,15.0,equasis_real
273273670,9410870.0,Akhill,Russia,Global Seaway,2008.0,LR2 TNKR,0000-00-00,New Times Shipbuilding,China,1,9369,91.1,2,中风险,True,False,False,True,1,Grey,Medium Performance,0.000525,0.000109,0.000941,0.000128,0.000801,0.000155,0.000661,14,3,0,57.1,0.2,0.975558,0.184674,0.176819,0.192529,0.178043,0.191228,0.179462,0.189738,10,112.0,0.184564,0.017809,0.1131,0.903914,0.799322,3.1154,0.396728,0.000205,0.0,0.486284,0.476163,0.496405,0.477788,0.494778,0.47966,0.492902,0.282204,37.87,180.0,18.05,17.6,18.5,17.67,18.42,17.75,18.34,0.358,C,0,0,0,0,0,0.0,0.0,30.24,22.66,0.0,74.65,中可信,C_名单被动,35.0,equasis_real
538012078,9297321.0,Nysea,Marshall Islands,Star Marine Management,2005.0,AFRAMAX TNKR,0000-00-00,Samsung,South Korea,2,78560,180.5,0,未命中,False,False,False,False,0,White,High Performance,8.8e-05,2.7e-05,0.000149,3.1e-05,0.000131,3.6e-05,0.000112,48,5,3,136.0,0.1,0.382383,0.368069,0.364697,0.371442,0.365237,0.370898,0.36586,0.370271,107,318.8,0.368067,0.150119,0.6096,0.502927,0.052899,0.2082,1.789122,0.000826,0.015166,0.060908,0.059236,0.06258,0.059498,0.062305,0.059802,0.061989,0.026577,5.41,154.91,17.78,17.65,17.92,17.67,17.9,17.69,17.87,1.0,A,0,0,0,0,0,0.0,0.0,41.87,5.86,30.38,53.36,高可信,D_正常,19.0,equasis_real
229869000,9439395.0,PS Amalfi,Malta,Imahatsu Kaiun,2010.0,LR2 TNKR,0000-00-00,Hudong Zhonghua,China,1,28354,180.7,0,未命中,False,False,False,False,0,White,High Performance,0.000491,0.000242,0.00074,0.000264,0.000677,0.000293,0.000611,28,12,1,95.1,0.2,0.400014,0.361061,0.355471,0.366652,0.356364,0.365748,0.357394,0.364707,135,181.7,0.361055,0.161646,0.531,0.215653,0.041679,0.0612,2.376575,6.8e-05,0.0,0.073497,0.07046,0.076534,0.070931,0.076029,0.071478,0.07545,0.032585,7.36,147.1,17.73,17.5,17.96,17.53,17.93,17.57,17.88,0.819,A,0,0,0,0,0,0.0,0.0,31.12,4.28,22.73,39.51,高可信,D_正常,23.0,equasis_real
613327400,,,,,,,,,,0,18144,119.7,0,未命中,False,False,False,False,0,Unknown,Unknown,0.000326,8.6e-05,0.000567,9.9e-05,0.000491,0.000117,0.000414,27,4,1,146.5,0.2,0.390101,0.378498,0.371441,0.385555,0.372568,0.384413,0.373867,0.383099,30,472.9,0.378493,0.098685,0.6271,0.199586,0.117145,0.1881,0.593139,0.011512,0.097458,0.032183,0.029617,0.034749,0.03,0.034307,0.030448,0.033804,0.012176,3.51,134.75,17.68,17.42,17.95,17.46,17.91,17.51,17.86,0.536,B,0,0,0,0,0,0.0,0.0,18.83,9.45,0.31,37.35,高可信,D_正常,3.0,simulated_noisy
613471903,9292503.0,Torero M,Cameroon,Gatsby Enterprises,2005.0,AFRAMAX TNKR,0000-00-00,Samsung,South Korea,2,17513,169.0,2,中风险,False,False,True,True,3,Black,Low Performance,0.000338,8.9e-05,0.000587,0.000103,0.000509,0.000122,0.000429,46,4,0,70.6,0.2,0.369097,0.323056,0.316131,0.329981,0.317232,0.328857,0.318504,0.327564,220,477.2,0.323036,0.220697,0.6202,0.152617,0.164295,0.1625,1.222366,0.011185,0.067455,0.153483,0.148145,0.158821,0.14898,0.157941,0.149948,0.156931,0.088673,13.48,157.59,17.62,17.29,17.94,17.34,17.88,17.4,17.82,0.665,B,0,0,0,0,0,0.0,0.0,89.78,8.9,72.34,100.0,高可信,A_确认影子,28.0,equasis_real
311027600,9466130.0,Maran Peary,Bahamas,Maran Shuttle Tankers,2011.0,AFRAMAX SHUTTLE TNKR,0000-00-00,Samsung,South Korea,1,59750,180.6,0,未命中,False,False,False,False,0,White,High Performance,0.000183,7.9e-05,0.000286,8.8e-05,0.000259,9.9e-05,0.00023,12,9,1,665.4,0.1,0.395146,0.301619,0.297939,0.305299,0.298527,0.304704,0.299205,0.304019,572,168.5,0.301612,0.184941,0.5675,0.118023,0.141697,0.1797,2.886815,3.2e-05,0.0,0.200016,0.196809,0.203223,0.197318,0.202702,0.197907,0.202103,0.095882,16.64,180.0,17.58,17.4,17.75,17.43,17.73,17.46,17.69,1.0,A,0,0,0,0,0,0.0,0.0,16.19,8.91,0.0,33.65,高可信,D_正常,13.0,equasis_real
403097001,9239939.0,Desert Rose,Saudi Arabia,Bihar International,2002.0,LR2 TNKR,0000-00-00,Daewoo,South Korea,2,84537,180.7,0,未命中,False,False,False,False,0,White,High Performance,0.000176,9e-05,0.000263,9.8e-05,0.000242,0.000108,0.000219,29,13,2,113.7,0.1,0.414209,0.365917,0.36267,0.369164,0.36319,0.36864,0.36379,0.368037,1664,42.2,0.365915,0.329118,0.5491,0.140842,0.129463,0.5371,1.589928,0.000626,0.004661,0.048759,0.047307,0.050211,0.047534,0.049971,0.047798,0.049697,0.015696,4.79,180.0,17.45,17.32,17.57,17.34,17.55,17.36,17.53,1.0,A,0,0,0,0,0,0.0,0.0,15.76,10.89,0.0,37.1,高可信,D_正常,17.0,equasis_real
636022972,9273844.0,Aframax Rio,Liberia,Hellenic Tankers,2004.0,AFRAMAX TNKR,0000-00-00,Koyo Dock,Japan,2,50542,180.6,0,未命中,False,False,False,False,0,White,High Performance,0.000176,6.7e-05,0.000286,7.5e-05,0.000255,8.6e-05,0.000224,22,7,2,202.1,0.1,0.414032,0.354607,0.350437,0.358778,0.351104,0.358104,0.351873,0.357329,128,412.5,0.354603,0.198056,0.6267,0.280498,0.26002,0.3234,1.586195,3.8e-05,0.0,0.071662,0.069413,0.07391,0.069765,0.073539,0.070173,0.073114,0.030963,6.3,174.26,17.39,17.22,17.57,17.25,17.54,17.28,17.51,1.0,A,0,0,0,0,0,0.0,0.0,17.5,2.83,11.95,23.05,高可信,D_正常,17.0,equasis_real
511101917,9213296.0,Telesto,Palau,Khor Al Zubair Shipping,2001.0,AFRAMAX TNKR,0000-00-00,Hyundai Heavy Ind Ulsan Shipyard,South Korea,3,11420,180.2,0,未命中,False,False,False,False,2,Black,Low Performance,0.001044,0.000476,0.001611,0.000524,0.001464,0.000586,0.00131,83,10,0,70.0,0.4,0.307793,0.295953,0.287583,0.304323,0.288907,0.302958,0.290438,0.301389,79,125.4,0.29591,0.282648,0.5567,0.508387,0.019601,0.0532,2.252118,0.000168,0.0,0.199821,0.192487,0.207154,0.193636,0.205946,0.194966,0.20456,0.125126,17.65,164.66,17.34,16.93,17.75,16.99,17.68,17.07,17.6,0.628,B,0,0,0,0,0,0.0,0.0,88.44,10.97,66.94,100.0,高可信,B_潜在影子,41.0,equasis_real
613290000,,,,,,,,,,0,54974,180.6,0,未命中,False,False,False,False,0,Unknown,Unknown,0.000217,9.9e-05,0.000335,0.000109,0.000304,0.000122,0.000272,16,10,2,162.0,0.1,0.433623,0.334424,0.33048,0.338368,0.331111,0.337731,0.331838,0.336997,71,472.6,0.334419,0.174105,0.5769,0.538498,0.136799,0.4446,3.688125,3.5e-05,0.0,0.113962,0.111306,0.116618,0.111725,0.116183,0.112209,0.115684,0.058463,9.15,173.82,17.33,17.16,17.51,17.19,17.48,17.22,17.45,1.0,A,0,0,0,0,0,0.0,0.0,24.91,12.87,0.0,50.14,高可信,D_正常,37.0,simulated_noisy
613271610,9439539.0,Bolu,Cameroon,Zimar Shipping,2009.0,AFRAMAX TNKR,0000-00-00,Jinhai Intelligent Manufacturing,China,1,45119,176.1,2,中风险,False,False,True,True,3,Black,Low Performance,8.7e-05,1.2e-05,0.000162,1.5e-05,0.000134,1.8e-05,0.000107,38,2,0,57.1,0.1,0.503912,0.275491,0.271368,0.279613,0.272025,0.278945,0.272783,0.278176,374,92.9,0.275478,0.110076,0.6074,0.530753,0.252708,0.2799,2.013317,0.003522,0.013771,0.243887,0.239925,0.24785,0.240555,0.247207,0.241283,0.246467,0.141336,19.32,180.0,17.28,17.07,17.48,17.1,17.45,17.14,17.41,0.988,A,0,0,0,0,0,0.0,0.0,81.0,17.01,47.66,100.0,高可信,A_确认影子,28.0,equasis_real
667002026,9338905.0,Pate,Sierra Leone,Chambul Shipping,2007.0,AFRAMAX TNKR,0000-00-00,Samsung,South Korea,1,56657,179.7,2,中风险,False,False,True,True,2,Grey,Low Performance,0.000104,2.7e-05,0.000182,3.2e-05,0.000157,3.8e-05,0.000133,30,4,0,61.2,0.1,0.390525,0.36383,0.359869,0.367792,0.360503,0.367152,0.361234,0.366416,86,378.9,0.363827,0.100068,0.5891,0.144131,0.092761,0.166,1.081371,0.002611,0.027788,0.045359,0.043646,0.047073,0.043912,0.046788,0.044221,0.046462,0.018672,4.4,140.16,17.28,17.13,17.44,17.15,17.41,17.18,17.38,0.998,A,0,0,0,0,0,0.0,0.0,87.51,7.52,72.77,100.0,高可信,A_确认影子,26.0,equasis_real
613003591,9388792.0,Unity,Cameroon,FMTC Ship Charter,2009.0,LR2 TNKR,0000-00-00,Shanghai Waigaoqiao Shipbuilding,China,1,41389,119.3,2,中风险,False,False,True,True,3,Black,Low Performance,0.000167,5.2e-05,0.000283,5.9e-05,0.000248,6.9e-05,0.000213,7,5,2,212.1,0.1,0.761893,0.133644,0.130366,0.136922,0.130883,0.136385,0.131481,0.135769,204,192.5,0.133614,0.107384,0.4196,0.616236,0.722394,0.2979,2.157825,4.6e-05,0.0,0.560439,0.555657,0.565221,0.556427,0.564454,0.557314,0.56357,0.343037,43.86,172.88,17.23,17.03,17.42,17.06,17.39,17.1,17.35,0.796,B,0,0,0,0,0,0.0,0.0,77.68,19.3,39.85,100.0,高可信,A_确认影子,37.0,equasis_real
370309000,9404936.0,Afra Mare,Panama,Fearnley Securities AS,2008.0,LR2 TNKR,0000-00-00,Hyundai Heavy Ind Ulsan Shipyard,South Korea,1,61922,179.7,0,未命中,False,False,False,False,0,White,High Performance,0.000209,9.9e-05,0.000318,0.000109,0.00029,0.000121,0.000261,14,11,1,93.4,0.1,0.407077,0.367164,0.363367,0.37096,0.363975,0.370348,0.364676,0.369642,137,755.9,0.367161,0.089897,0.4348,0.210258,0.09072,0.0621,5.182784,3.1e-05,0.0,0.034833,0.033389,0.036277,0.033613,0.036036,0.033872,0.035761,0.019911,3.72,162.98,17.22,17.08,17.37,17.1,17.35,17.13,17.32,0.998,A,0,0,0,0,0,0.0,0.0,24.32,7.98,8.68,39.96,高可信,D_正常,22.0,equasis_real
311027400,9466142.0,Scott Spirit,Bahamas,Maran Shuttle Tankers,2011.0,AFRAMAX SHUTTLE TNKR,0000-00-00,Samsung,South Korea,1,53657,180.7,0,未命中,False,False,False,False,0,White,High Performance,0.000185,7.6e-05,0.000294,8.4e-05,0.000265,9.5e-05,0.000234,15,8,0,70.0,0.1,0.399333,0.343918,0.339899,0.347937,0.340541,0.347288,0.341283,0.34654,744,148.4,0.343913,0.320586,0.5448,0.150529,0.082349,0.1197,3.01661,3.6e-05,0.0,0.085374,0.08301,0.087739,0.083381,0.08735,0.083811,0.086904,0.029594,7.86,144.79,17.19,17.02,17.36,17.04,17.33,17.08,17.3,1.0,A,0,0,0,0,0,0.0,0.0,16.86,14.97,0.0,46.2,高可信,D_正常,10.0,equasis_real
249747000,9407457.0,Matilda,Malta,Thenamaris,2009.0,AFRAMAX TNKR,0000-00-00,New Times Shipbuilding,China,1,52375,167.0,0,未命中,False,False,False,False,0,White,High Performance,0.00017,6.5e-05,0.000276,7.2e-05,0.000246,8.3e-05,0.000216,34,7,2,109.7,0.1,0.3878,0.304835,0.300893,0.308778,0.301522,0.30814,0.302248,0.307406,67,367.1,0.304827,0.101643,0.5723,0.174678,0.138031,0.2036,1.209186,0.001373,0.009685,0.167445,0.164248,0.170643,0.164754,0.170122,0.16534,0.169523,0.077249,14.04,156.82,17.07,16.89,17.26,16.91,17.23,16.95,17.19,0.963,A,0,0,0,0,0,0.0,0.0,21.51,6.64,8.5,34.52,高可信,D_正常,9.0,equasis_real
306884000,9237618.0,Star Line,Curacao,Starline Express Shipping,2003.0,AFRAMAX TNKR,0000-00-00,Hyundai Samho Heavy Ind,South Korea,2,25841,147.3,1,低风险,True,False,False,False,0,Not Listed,Not Listed,0.000268,8.3e-05,0.000453,9.4e-05,0.000397,0.00011,0.000341,17,5,2,588.5,0.1,0.291707,0.291738,0.286196,0.29728,0.287077,0.29638,0.288095,0.295345,323,193.3,0.291718,0.194426,0.3752,0.60541,0.004524,0.0,1.184626,0.000771,0.156522,0.196082,0.191241,0.200923,0.192006,0.200131,0.19289,0.199222,0.123097,16.21,167.86,17.06,16.79,17.32,16.83,17.28,16.88,17.23,0.699,B,0,0,0,0,0,0.0,0.0,81.71,15.83,50.68,100.0,高可信,A_确认影子,25.0,equasis_real
538008775,9524982.0,Briolette,Marshall Islands,Performance Shipping Inc,2011.0,AFRAMAX TNKR,0000-00-00,Sumitomo,Japan,1,79419,178.2,0,未命中,False,False,False,False,0,White,High Performance,0.00015,6.8e-05,0.000232,7.5e-05,0.000211,8.4e-05,0.000188,33,10,3,298.0,0.1,0.512522,0.330055,0.326785,0.333326,0.327308,0.332798,0.327911,0.33219,1295,64.6,0.330051,0.301424,0.4772,0.186777,0.300681,0.2637,1.275826,0.0002,0.000586,0.109318,0.107148,0.111488,0.107491,0.111134,0.107888,0.110727,0.04451,9.29,163.17,17.04,16.9,17.19,16.92,17.16,16.95,17.14,0.994,A,0,0,0,0,0,0.0,0.0,11.02,9.29,0.0,29.23,高可信,D_正常,17.0,equasis_real
538011948,9343338.0,Aljalaa,Marshall Islands,GNMTC,2007.0,AFRAMAX TNKR,0000-00-00,Sasebo,Japan,1,55781,180.6,0,未命中,False,False,False,False,0,White,High Performance,0.000178,7.3e-05,0.000283,8.1e-05,0.000255,9.2e-05,0.000225,17,8,3,530.1,0.1,0.460228,0.264873,0.261212,0.268535,0.261795,0.267942,0.262469,0.267259,104,159.5,0.264862,0.207385,0.4114,0.398489,0.411544,0.7078,2.456873,0.00016,0.000305,0.256,0.252379,0.259622,0.252956,0.259035,0.253622,0.25836,0.143417,20.71,180.0,17.04,16.86,17.23,16.89,17.2,16.92,17.16,1.0,A,0,0,0,0,0,0.0,0.0,11.53,10.74,0.0,32.58,高可信,D_正常,1.0,equasis_real
273270940,9377779.0,Vozrozhdeniye,Russia,Legacy Marine,2007.0,AFRAMAX TNKR,0000-00-00,Shanghai Waigaoqiao Shipbuilding,China,1,70144,180.7,2,中风险,False,False,True,True,1,Grey,Medium Performance,5.6e-05,8e-06,0.000104,9e-06,8.6e-05,1.2e-05,6.9e-05,20,2,0,64.6,0.1,0.348398,0.221916,0.218841,0.224991,0.219331,0.224492,0.219896,0.223919,1514,63.2,0.221904,0.12311,0.589,0.098013,0.175086,0.128,2.07727,0.001068,0.005945,0.346544,0.343022,0.350066,0.343586,0.349497,0.344236,0.348843,0.230212,27.74,180.0,16.92,16.75,17.08,16.78,17.06,16.81,17.02,1.0,A,0,0,0,0,0,0.0,0.0,79.04,3.62,71.94,86.14,高可信,A_确认影子,27.0,equasis_real
636015150,9514169.0,Green Warrior,Liberia,Polembros Shipping,2011.0,AFRAMAX TNKR,0000-00-00,Sumitomo,Japan,1,58052,180.7,0,未命中,False,False,False,False,0,White,High Performance,0.000136,4.7e-05,0.000226,5.3e-05,0.0002,6.2e-05,0.000173,25,6,1,411.4,0.1,0.395628,0.326253,0.32244,0.330067,0.323049,0.329451,0.323752,0.328741,522,463.6,0.326248,0.253961,0.6408,0.290708,0.111891,0.2938,1.961576,0.000119,0.00077,0.110968,0.108413,0.113523,0.108816,0.113105,0.109283,0.112625,0.051814,8.92,159.18,16.9,16.74,17.07,16.76,17.04,16.79,17.01,1.0,A,0,0,0,0,0,0.0,0.0,13.43,9.06,0.0,31.19,高可信,D_正常,11.0,equasis_real
636022405,9297369.0,Ursus Arctos,Liberia,Solid Energy Solutions,2006.0,AFRAMAX TNKR,0000-00-00,Samsung,South Korea,2,36345,180.7,0,未命中,False,False,False,False,0,White,High Performance,0.00019,5.9e-05,0.000322,6.7e-05,0.000283,7.8e-05,0.000242,23,5,1,309.0,0.1,0.402421,0.310187,0.305431,0.314942,0.306189,0.314172,0.307065,0.313286,207,391.9,0.310175,0.124926,0.58,0.289744,0.185588,0.2869,1.397166,0.004867,0.025949,0.132534,0.129048,0.13602,0.129597,0.135448,0.130232,0.134792,0.062152,11.18,169.12,16.61,16.4,16.83,16.43,16.79,16.47,16.75,0.909,A,0,0,0,0,0,0.0,0.0,30.88,3.77,23.49,38.27,高可信,D_正常,20.0,equasis_real
235076274,9426207.0,Eagle Hamilton,Isle of Man,AET,2010.0,AFRAMAX TNKR,0000-00-00,HSG Sungdong Shipbuilding,South Korea,1,132463,180.6,0,未命中,False,False,False,False,0,White,High Performance,9.8e-05,4.6e-05,0.000149,5.1e-05,0.000136,5.7e-05,0.000122,17,11,1,136.9,0.0,0.324581,0.324586,0.322065,0.327108,0.322469,0.326701,0.322934,0.326233,3566,118.2,0.324584,0.408441,0.6415,0.139203,0.009141,0.0,3.117889,1.5e-05,0.0,0.093694,0.092124,0.095263,0.092373,0.095007,0.09266,0.094713,0.029419,10.24,172.98,16.48,16.37,16.59,16.39,16.57,16.41,16.55,1.0,A,0,0,0,0,0,0.0,0.0,16.48,15.41,0.0,46.68,高可信,D_正常,13.0,equasis_real
468124000,,,,,,,,,,0,28751,123.3,0,未命中,False,False,False,False,0,Unknown,Unknown,0.000275,9.6e-05,0.000455,0.000108,0.000404,0.000124,0.00035,9,6,2,252.9,0.1,0.40249,0.308571,0.303233,0.31391,0.304083,0.313045,0.305065,0.312049,45,434.1,0.308557,0.08207,0.4743,0.298768,0.100015,0.0797,2.016009,6.7e-05,0.0,0.127472,0.123617,0.131326,0.124222,0.130692,0.124922,0.129965,0.064691,10.77,140.18,16.44,16.2,16.68,16.24,16.64,16.28,16.6,0.665,B,0,0,0,0,0,0.0,0.0,19.81,10.91,0.0,41.19,高可信,D_正常,11.0,simulated_noisy
352005847,9388728.0,Byzantium,Panama,MixTrade Marine,2007.0,LR2 TNKR,0000-00-00,Shanghai Waigaoqiao Shipbuilding,China,1,38944,180.7,0,未命中,False,False,False,False,0,White,High Performance,0.000178,5.5e-05,0.000301,6.2e-05,0.000264,7.3e-05,0.000226,24,5,0,70.0,0.1,0.334788,0.299244,0.294696,0.303792,0.295421,0.303055,0.296258,0.302208,492,245.9,0.299232,0.085728,0.5901,0.305384,0.095947,0.1206,1.766682,0.002052,0.020884,0.144796,0.141301,0.148291,0.141853,0.147719,0.14249,0.147062,0.081577,12.43,171.9,16.37,16.16,16.58,16.19,16.54,16.23,16.5,0.938,A,0,0,0,0,0,0.0,0.0,41.0,3.95,33.26,48.74,高可信,D_正常,21.0,equasis_real
419471000,9232917.0,Desh Prem,India,SCI,2003.0,AFRAMAX TNKR,0000-00-00,Hyundai Heavy Ind Ulsan Shipyard,South Korea,2,33438,180.5,0,未命中,False,False,False,False,1,Grey,Medium Performance,0.000416,0.000205,0.000627,0.000224,0.000574,0.000248,0.000518,32,12,3,131.6,0.1,0.369968,0.290921,0.286053,0.295788,0.286828,0.294999,0.287723,0.294091,70,213.1,0.290905,0.186351,0.5159,0.435234,0.170562,0.4064,1.322648,5.7e-05,0.0,0.157275,0.153373,0.161177,0.153988,0.160538,0.1547,0.159804,0.064356,12.71,166.24,16.25,16.02,16.48,16.05,16.44,16.1,16.4,0.876,A,0,0,0,0,0,0.0,0.0,43.3,1.71,39.95,46.65,高可信,D_正常,12.0,equasis_real
311000225,9408322.0,Tarbet Spirit,Bahamas,Teekay Tankers,2009.0,AFRAMAX TNKR,0000-00-00,Tsuneishi Zosen,Japan,1,112331,180.6,0,未命中,False,False,False,False,0,White,High Performance,7.1e-05,2.4e-05,0.000117,2.8e-05,0.000103,3.2e-05,9e-05,10,6,0,58.8,0.0,0.427362,0.334535,0.331776,0.337294,0.332217,0.336849,0.332727,0.336336,604,329.7,0.334532,0.070351,0.4531,0.327626,0.113668,0.3992,6.726018,1.7e-05,0.0,0.057321,0.055962,0.05868,0.056176,0.058457,0.056423,0.058201,0.023875,5.6,156.15,16.2,16.09,16.31,16.11,16.3,16.13,16.27,1.0,A,0,0,0,0,0,0.0,0.0,15.12,6.65,2.09,28.15,高可信,D_正常,19.0,equasis_real
667002072,9394935.0,Osana,Sierra Leone,Wayfox Service,2008.0,AFRAMAX TNKR,0000-00-00,New Times Shipbuilding,China,1,61406,180.7,2,中风险,False,False,True,True,2,Grey,Low Performance,0.000162,6.6e-05,0.000257,7.3e-05,0.000231,8.3e-05,0.000204,64,8,2,135.4,0.1,0.388073,0.328871,0.325155,0.332587,0.325749,0.331987,0.326434,0.331295,135,440.1,0.328866,0.093778,0.5905,0.307963,0.103533,0.113,1.410758,0.000959,0.008968,0.066181,0.064215,0.068147,0.064523,0.067823,0.06488,0.067452,0.026087,6.12,137.1,16.13,15.97,16.28,16.0,16.25,16.03,16.23,1.0,A,0,0,0,0,0,0.0,0.0,88.5,9.4,70.08,100.0,高可信,A_确认影子,41.0,equasis_real
631010107,9388742.0,Fondeya,Equatorial Guinea,Shan Hei Shipping,2008.0,LR2 TNKR,0000-00-00,Shanghai Waigaoqiao Shipbuilding,China,1,19989,63.5,2,中风险,False,False,True,True,0,Not Listed,Not Listed,0.000346,0.000107,0.000586,0.000122,0.000514,0.000142,0.00044,13,5,1,84.1,0.1,0.34479,0.334966,0.328424,0.341508,0.329465,0.340448,0.330668,0.339227,276,96.9,0.334951,0.184662,0.6168,0.079571,0.09388,0.0301,1.395527,0.00975,0.102933,0.051325,0.048267,0.054382,0.048733,0.053865,0.049276,0.053275,0.012053,4.59,143.99,16.11,15.84,16.37,15.89,16.33,15.93,16.28,0.401,C,0,0,0,0,0,0.0,0.0,66.76,8.64,49.83,83.69,中可信,A_确认影子,43.0,equasis_real
525119057,9247833.0,Seaborne Petro,Indonesia,Waruna Nusa Sentana,2003.0,AFRAMAX TNKR,0000-00-00,Tadotsu Tsuneishi,Japan,2,18553,180.7,0,未命中,False,False,False,False,0,Not Listed,High Performance,0.000966,0.000531,0.001401,0.000573,0.001297,0.000627,0.001186,53,16,3,88.7,0.2,0.324368,0.289862,0.283334,0.29639,0.28437,0.295328,0.285567,0.294107,91,240.5,0.289834,0.338254,0.535,0.389116,0.394891,0.3724,1.356786,0.000104,0.0,0.149299,0.144171,0.154427,0.144974,0.153581,0.145903,0.152611,0.079337,12.98,143.64,16.05,15.74,16.36,15.79,16.31,15.85,16.25,0.709,B,0,0,0,0,0,0.0,0.0,13.94,8.91,0.0,31.4,高可信,D_正常,19.0,equasis_real
241367000,9346861.0,Kriti Verano,Greece,Avin International,2008.0,AFRAMAX TNKR,0000-00-00,Mitsui Ichihara,Japan,1,55977,180.0,0,未命中,False,False,False,False,0,White,High Performance,0.000195,8.5e-05,0.000306,9.4e-05,0.000276,0.000105,0.000246,29,9,1,74.1,0.1,0.353877,0.246315,0.242746,0.249884,0.243314,0.249305,0.24397,0.24864,211,499.6,0.246302,0.14687,0.6047,0.350148,0.183758,0.6066,1.414485,3.4e-05,0.0,0.241366,0.237821,0.244911,0.238386,0.244336,0.239037,0.243675,0.140021,18.62,180.0,15.92,15.74,16.1,15.76,16.07,15.8,16.03,0.999,A,0,0,0,0,0,0.0,0.0,17.49,1.28,14.98,20.0,高可信,D_正常,18.0,equasis_real
413120000,9283277.0,Yu Lin Wan,China,COSCO Shipping Energy Transportation,2004.0,LR2 TNKR,0000-00-00,Dalian New Yard,China,2,104902,180.7,0,未命中,False,False,False,False,0,White,High Performance,5.6e-05,1.5e-05,9.8e-05,1.7e-05,8.5e-05,2e-05,7.2e-05,21,4,0,70.2,0.0,0.338954,0.266476,0.263801,0.269152,0.264228,0.268719,0.264721,0.268221,177,72.4,0.26647,0.186338,0.516,0.25534,0.157693,0.5706,3.109699,1.8e-05,0.0,0.194524,0.192129,0.196919,0.19251,0.196531,0.192951,0.196084,0.091142,15.25,177.88,15.88,15.75,16.01,15.77,15.99,15.8,15.97,1.0,A,0,0,0,0,0,0.0,0.0,16.42,5.54,5.56,27.28,高可信,D_正常,13.0,equasis_real
311027700,9438858.0,Maran Amundsen,Bahamas,Maran Shuttle Tankers,2010.0,AFRAMAX SHUTTLE TNKR,0000-00-00,Samsung,South Korea,1,73973,180.4,0,未命中,False,False,False,False,0,White,High Performance,0.000188,9.3e-05,0.000284,0.000101,0.00026,0.000112,0.000234,20,12,1,117.0,0.1,0.389804,0.30942,0.306089,0.312751,0.306621,0.312213,0.307236,0.311593,318,188.2,0.309414,0.092014,0.5262,0.18257,0.107506,0.1187,2.667009,2.6e-05,0.0,0.096223,0.094098,0.098348,0.094434,0.098001,0.094821,0.097601,0.042785,8.5,170.4,15.85,15.71,16.0,15.73,15.97,15.76,15.95,1.0,A,0,0,0,0,0,0.0,0.0,25.79,5.12,15.75,35.83,高可信,D_正常,16.0,equasis_real
