mmsi,imo,ship_name,country,operator,build_year,ship_type,deadweight,builder,builder_country,age_risk,n_points,total_days,sanction_sources,risk_level,hit_ofac,hit_un,hit_eu,hit_uk,flag_score,paris_list,tokyo_list,gap_24h_ratio,gap_24h_ci95_lower,gap_24h_ci95_upper,gap_24h_ci90_lower,gap_24h_ci90_upper,gap_24h_ci80_lower,gap_24h_ci80_upper,gap_12h_count,gap_24h_count,gap_72h_count,gap_max_hours,gap_mean_hours,low_speed_ratio,non_anch_low_ratio,non_anch_low_ci95_lower,non_anch_low_ci95_upper,non_anch_low_ci90_lower,non_anch_low_ci90_upper,non_anch_low_ci80_lower,non_anch_low_ci80_upper,non_anch_low_events,non_anch_low_max_dur_h,loitering_h_ratio,msr,spc,sdr,port_dwell,port_interval,turn_nonport,san_port_dwell,san_of_port,cog_high_vol_ratio,cog_high_vol_ci95_lower,cog_high_vol_ci95_upper,cog_high_vol_ci90_lower,cog_high_vol_ci90_upper,cog_high_vol_ci80_lower,cog_high_vol_ci80_upper,cog_very_high_vol_ratio,cog_mean_vol,cog_max_vol,anomaly_index,anomaly_ci95_lower,anomaly_ci95_upper,anomaly_ci90_lower,anomaly_ci90_upper,anomaly_ci80_lower,anomaly_ci80_upper,data_sufficiency,confidence_grade,name_changes,flag_changes,owner_changes,total_identity_changes,recorded_calls,unrecorded_call_ratio,hotspot_dwell_ratio,logistic_score,logistic_score_std,logistic_score_ci95_lower,logistic_score_ci95_upper,prediction_credibility,quadrant,company_count,company_source
667002270,9247883.0,Sapna,Sierra Leone,VikoTrans,2002.0,LR2 TNKR,0000-00-00,Onomichi Dockyard,Japan,2,60811,180.7,2,中风险,False,False,True,True,2,Grey,Low Performance,0.000163,6.7e-05,0.00026,7.4e-05,0.000233,8.4e-05,0.000206,29,8,2,215.2,0.1,0.343918,0.184098,0.181018,0.187179,0.181507,0.186678,0.182072,0.186102,291,94.7,0.184082,0.079289,0.5359,0.327107,0.189163,0.2465,1.562052,0.001298,0.006694,0.129893,0.127221,0.132565,0.127644,0.132129,0.128132,0.131628,0.050401,10.68,150.52,10.89,10.74,11.03,10.76,11.01,10.79,10.98,1.0,A,0,0,0,0,0,0.0,0.0,85.81,13.46,59.43,100.0,高可信,A_确认影子,48.0,equasis_real
256812000,9453030.0,Valpiave,Malta,Montanari Navigazione,2010.0,AFRAMAX TNKR,0000-00-00,Samsung,South Korea,1,70401,180.6,0,未命中,False,False,False,False,0,White,High Performance,7e-05,1.4e-05,0.000125,1.7e-05,0.000107,2.1e-05,8.8e-05,21,3,0,57.1,0.1,0.338063,0.194076,0.191155,0.196998,0.19162,0.196523,0.192156,0.195978,135,155.0,0.194063,0.134208,0.5255,0.276982,0.233733,0.5662,2.293561,2.7e-05,0.0,0.103023,0.100778,0.105269,0.101132,0.104901,0.101542,0.10448,0.058279,8.91,167.66,10.8,10.66,10.93,10.68,10.91,10.71,10.88,1.0,A,0,0,0,0,0,0.0,0.0,14.05,1.86,10.4,17.7,高可信,D_正常,19.0,equasis_real
636011265,9259680.0,Santa Cruz I,Liberia,Avin International,2002.0,AFRAMAX TNKR,0000-00-00,Sasebo,Japan,2,103036,180.1,0,未命中,False,False,False,False,0,White,High Performance,0.000116,5.3e-05,0.000179,5.8e-05,0.000162,6.5e-05,0.000145,33,10,0,57.2,0.0,0.339299,0.223097,0.220555,0.225639,0.220961,0.225228,0.221429,0.224754,182,54.0,0.223089,0.3306,0.5411,0.14741,0.452096,0.8909,1.284017,1.9e-05,0.0,0.037675,0.036513,0.038838,0.036695,0.038646,0.036905,0.038426,0.014169,3.93,153.87,10.8,10.69,10.9,10.71,10.88,10.73,10.86,0.999,A,0,0,0,0,0,0.0,0.0,9.96,8.55,0.0,26.72,高可信,D_正常,14.0,equasis_real
461000253,9341079.0,Camel,Oman,Novoship,2006.0,AFRAMAX TNKR,0000-00-00,Hyundai Heavy Ind Ulsan Shipyard,South Korea,2,55701,180.7,3,高风险,True,False,True,True,0,Not Listed,Not Listed,0.00016,6.1e-05,0.000259,6.8e-05,0.000232,7.8e-05,0.000203,41,7,1,91.0,0.1,0.233892,0.209909,0.206527,0.21329,0.207064,0.212741,0.207685,0.212109,667,181.1,0.209892,0.129933,0.5133,0.312331,0.083797,0.1068,2.260369,0.013121,0.156237,0.065384,0.063331,0.067436,0.063652,0.067098,0.064024,0.066709,0.028885,5.55,177.48,10.76,10.61,10.9,10.64,10.88,10.66,10.85,1.0,A,0,0,0,0,0,0.0,0.0,76.8,14.14,49.09,100.0,高可信,A_确认影子,33.0,equasis_real
413281000,9509035.0,Bei Hai Zhan Wang,China,Shanghai North Sea Shipping,2008.0,AFRAMAX TNKR,0000-00-00,Shanghai Waigaoqiao Shipbuilding,China,1,59800,180.6,0,未命中,False,False,False,False,0,White,High Performance,9.9e-05,2.6e-05,0.000172,3e-05,0.000149,3.6e-05,0.000126,21,4,0,49.1,0.1,0.301522,0.204802,0.201567,0.208036,0.202081,0.207511,0.202675,0.206906,162,149.6,0.204786,0.092351,0.5357,0.181041,0.13382,0.2996,1.92502,3.2e-05,0.0,0.075919,0.073796,0.078041,0.074129,0.077692,0.074515,0.077291,0.034915,6.98,156.71,10.74,10.6,10.88,10.62,10.85,10.64,10.83,1.0,A,0,0,0,0,0,0.0,0.0,17.17,1.49,14.25,20.09,高可信,D_正常,10.0,equasis_real
574005510,9374868.0,Nero,Vietnam,Hung Phat,2007.0,LR2 TNKR,0000-00-00,Shanghai Waigaoqiao Shipbuilding,China,1,49152,180.6,2,中风险,False,False,True,True,2,Black,High Performance,0.000161,5.6e-05,0.000266,6.3e-05,0.000236,7.3e-05,0.000205,26,6,1,72.9,0.1,0.218465,0.208417,0.204826,0.212008,0.205397,0.211424,0.206056,0.210753,164,287.7,0.208399,0.095918,0.4929,0.161712,0.057001,0.1074,2.106361,0.011248,0.196786,0.06787,0.065646,0.070093,0.065994,0.069726,0.066396,0.069305,0.035175,6.09,175.49,10.74,10.59,10.89,10.61,10.87,10.64,10.84,1.0,A,0,0,0,0,0,0.0,0.0,80.48,18.98,43.28,100.0,高可信,A_确认影子,21.0,equasis_real
677100200,,,,,,,,,,0,13069,131.4,0,未命中,False,False,False,False,0,Unknown,Unknown,0.0003,4.2e-05,0.000558,5.1e-05,0.000462,6.4e-05,0.000368,35,2,0,24.6,0.2,0.287245,0.186334,0.17966,0.193009,0.180706,0.191909,0.181916,0.190647,22,225.2,0.186257,0.635127,0.3457,0.577869,0.51572,0.2644,1.122059,0.000147,0.0,0.115689,0.110206,0.121172,0.111054,0.120257,0.112038,0.11921,0.067024,10.04,180.0,10.71,10.39,11.02,10.44,10.97,10.49,10.91,0.511,B,0,0,0,0,0,0.0,0.0,18.84,18.75,0.0,55.59,高可信,D_正常,32.0,simulated_noisy
525119176,9315458.0,Hendropriyono III,Indonesia,Sillo Maritime Perdana,2006.0,LR2 TNKR,0000-00-00,Dalian Shipbuilding Industry Corp,China,2,9517,129.6,0,未命中,False,False,False,False,0,Not Listed,High Performance,0.002828,0.00178,0.003876,0.001894,0.003643,0.002035,0.003391,54,25,2,123.2,0.3,0.489125,0.070784,0.065635,0.075932,0.066412,0.075053,0.067318,0.074052,19,73.5,0.070618,0.164473,0.4867,0.839766,0.471694,0.4055,1.013558,0.000202,0.0,0.372174,0.362462,0.381886,0.364007,0.38031,0.365792,0.378497,0.235259,29.45,166.43,10.7,10.32,11.07,10.38,11.01,10.45,10.94,0.466,C,0,0,0,0,0,0.0,0.0,51.3,11.07,29.6,73.0,中可信,B_潜在影子,26.0,equasis_real
309987000,9336397.0,Lillesand,Bahamas,Polyar Tankers,2007.0,AFRAMAX TNKR,0000-00-00,Tsuneishi Zosen,Japan,1,81573,180.6,0,未命中,False,False,False,False,0,White,High Performance,7.3e-05,1.9e-05,0.000126,2.2e-05,0.000109,2.6e-05,9.2e-05,15,4,0,70.1,0.1,0.326395,0.204604,0.201835,0.207372,0.202276,0.206923,0.202785,0.206406,232,157.3,0.204592,0.183899,0.5137,0.248399,0.1775,0.4659,1.71589,0.012037,0.067689,0.072192,0.070416,0.073968,0.070696,0.073677,0.071019,0.073342,0.037144,6.46,160.91,10.65,10.53,10.77,10.55,10.75,10.57,10.73,1.0,A,0,0,0,0,0,0.0,0.0,14.39,8.37,0.0,30.8,高可信,D_正常,12.0,equasis_real
667002284,9321689.0,Glacia,Sierra Leone,Satorvel Trading,2007.0,AFRAMAX TNKR,0000-00-00,Samsung,South Korea,1,37013,89.2,2,中风险,False,False,True,True,2,Grey,Low Performance,0.000133,2.8e-05,0.000238,3.2e-05,0.000203,3.9e-05,0.000167,18,3,0,57.1,0.1,0.197498,0.196962,0.192911,0.201014,0.193553,0.200353,0.194294,0.199594,207,48.1,0.196936,0.070966,0.4481,0.252316,0.126211,0.0366,2.273409,5.2e-05,0.0,0.089264,0.08636,0.092169,0.086814,0.091689,0.08734,0.091139,0.03993,7.27,147.86,10.65,10.47,10.83,10.5,10.8,10.53,10.77,0.663,B,0,0,0,0,0,0.0,0.0,86.84,10.83,65.61,100.0,高可信,A_确认影子,39.0,equasis_real
563326000,9422196.0,Eagle Kinabalu,Singapore,AET,2011.0,AFRAMAX TNKR,0000-00-00,Tsuneishi Zosen,Japan,1,72749,179.1,0,未命中,False,False,False,False,0,White,High Performance,0.000178,8.4e-05,0.000271,9.3e-05,0.000247,0.000103,0.000222,15,11,2,305.2,0.1,0.312939,0.195222,0.192341,0.198102,0.192799,0.197634,0.193328,0.197096,150,189.0,0.195208,0.170384,0.5336,0.235765,0.206341,0.1137,3.624748,2.6e-05,0.0,0.091877,0.089778,0.093976,0.090109,0.093632,0.090491,0.093237,0.049965,8.42,145.32,10.63,10.5,10.76,10.52,10.74,10.54,10.71,0.996,A,0,0,0,0,0,0.0,0.0,16.51,10.44,0.0,36.97,高可信,D_正常,9.0,equasis_real
525121002,9249178.0,Nusa Merdeka,Indonesia,Buana Lintas Lautan,2003.0,AFRAMAX TNKR,0000-00-00,Samsung,South Korea,2,42150,180.7,0,未命中,False,False,False,False,0,Not Listed,High Performance,0.000188,6.5e-05,0.000311,7.4e-05,0.000275,8.5e-05,0.000239,27,6,0,69.0,0.1,0.284911,0.209161,0.205278,0.213043,0.205894,0.212411,0.206606,0.211685,142,213.2,0.209139,0.121885,0.5397,0.139346,0.203728,0.2583,1.130767,0.021538,0.105521,0.059619,0.057359,0.061879,0.05771,0.061504,0.058118,0.061074,0.025763,5.84,166.07,10.61,10.44,10.77,10.47,10.75,10.5,10.72,0.974,A,0,0,0,0,0,0.0,0.0,35.64,2.04,31.64,39.64,高可信,D_正常,24.0,equasis_real
636014378,9413016.0,Blue Sky,Liberia,Estoril Navigation,2009.0,AFRAMAX TNKR,0000-00-00,Sumitomo,Japan,1,80203,180.7,0,未命中,False,False,False,False,0,White,High Performance,9.9e-05,3.4e-05,0.000163,3.9e-05,0.000145,4.5e-05,0.000126,39,6,0,66.7,0.1,0.289366,0.207799,0.204991,0.210607,0.205438,0.210152,0.205955,0.209628,290,201.7,0.207788,0.246499,0.5943,0.167303,0.133242,0.2367,1.675534,2.4e-05,0.0,0.058575,0.05695,0.060201,0.057205,0.059933,0.0575,0.059626,0.030272,5.75,163.03,10.52,10.41,10.64,10.43,10.62,10.45,10.6,1.0,A,0,0,0,0,0,0.0,0.0,14.17,8.77,0.0,31.36,高可信,D_正常,9.0,equasis_real
613003614,9258868.0,Noctis,Cameroon,Altitude Assets,2003.0,AFRAMAX TNKR,0000-00-00,Samsung,South Korea,2,51112,180.1,2,中风险,False,False,True,True,3,Black,Low Performance,0.000135,4.2e-05,0.000229,4.8e-05,0.000201,5.6e-05,0.000172,30,5,0,70.1,0.1,0.359544,0.178475,0.175156,0.181795,0.175682,0.181254,0.17629,0.180633,437,44.0,0.178455,0.112958,0.5825,0.25534,0.303212,0.141,1.107797,0.028835,0.094986,0.122573,0.11973,0.125416,0.120178,0.12495,0.120697,0.124416,0.047248,9.56,164.02,10.49,10.33,10.64,10.35,10.62,10.38,10.59,0.999,A,0,0,0,0,0,0.0,0.0,87.25,10.83,66.02,100.0,高可信,A_确认影子,43.0,equasis_real
309924000,9325908.0,Nugget,Bahamas,Brilliant Marine,2006.0,AFRAMAX TNKR,0000-00-00,Daewoo,South Korea,2,58870,180.7,0,未命中,False,False,False,False,0,White,High Performance,0.000169,6.9e-05,0.000268,7.7e-05,0.000241,8.7e-05,0.000213,13,8,2,228.1,0.1,0.396263,0.185174,0.182037,0.188312,0.182535,0.187802,0.18311,0.187215,207,178.5,0.185157,0.257872,0.4536,0.212749,0.25935,0.2211,2.035521,3.3e-05,0.0,0.107167,0.104669,0.109666,0.105063,0.109257,0.105518,0.108787,0.045115,8.96,180.0,10.48,10.33,10.63,10.36,10.6,10.38,10.57,1.0,A,0,0,0,0,0,0.0,0.0,16.63,9.36,0.0,34.98,高可信,D_正常,14.0,equasis_real
667002271,9291250.0,Stilgar,Sierra Leone,Selqurin Tidemark,2005.0,LR2 TNKR,0000-00-00,Daewoo,South Korea,2,24641,121.4,1,低风险,False,False,False,True,2,Grey,Low Performance,0.00024,6.3e-05,0.000417,7.3e-05,0.000362,8.6e-05,0.000305,28,4,1,618.6,0.1,0.184165,0.181292,0.176483,0.186102,0.177241,0.185314,0.178118,0.18441,40,185.6,0.18125,0.083584,0.4643,0.443206,0.144449,0.0667,1.376254,0.001498,0.009837,0.115577,0.111586,0.119569,0.112209,0.11891,0.112932,0.118154,0.056245,8.84,166.73,10.48,10.25,10.7,10.28,10.67,10.32,10.62,0.614,B,0,0,0,0,0,0.0,0.0,89.96,9.5,71.34,100.0,高可信,A_确认影子,45.0,equasis_real
563216100,9428982.0,Torm Gwendolyn,Singapore,Torm,2010.0,LR2 TNKR,0000-00-00,Hyundai Samho Heavy Ind,South Korea,1,72967,180.7,0,未命中,False,False,False,False,0,White,High Performance,0.000177,8.4e-05,0.00027,9.2e-05,0.000246,0.000103,0.000221,15,11,2,171.9,0.1,0.334617,0.217223,0.214231,0.220215,0.214707,0.219729,0.215257,0.219171,52,224.6,0.217211,0.205437,0.5622,0.162328,0.164722,0.0673,8.484314,2.6e-05,0.0,0.03385,0.032538,0.035162,0.032742,0.034944,0.032978,0.034694,0.014183,3.45,169.39,10.46,10.34,10.57,10.36,10.56,10.38,10.53,1.0,A,0,0,0,0,0,0.0,0.0,15.98,11.75,0.0,39.01,高可信,D_正常,21.0,equasis_real
613277600,,,,,,,,,,0,35229,133.5,0,未命中,False,False,False,False,0,Unknown,Unknown,0.000168,4.4e-05,0.000292,5.1e-05,0.000253,6e-05,0.000213,19,4,1,82.9,0.1,0.208294,0.190388,0.186289,0.194488,0.186938,0.193819,0.187688,0.19305,484,184.0,0.19036,0.143614,0.5396,0.169983,0.214797,0.1033,1.655419,5.5e-05,0.0,0.094494,0.09144,0.097548,0.091918,0.097044,0.092471,0.096467,0.043854,7.79,157.65,10.46,10.27,10.65,10.3,10.62,10.34,10.58,0.766,B,0,0,0,0,0,0.0,0.0,14.98,12.24,0.0,38.97,高可信,D_正常,4.0,simulated_noisy
538004508,9446427.0,Altai,Marshall Islands,Kazmortransflot,2011.0,AFRAMAX TNKR,0000-00-00,Samsung,South Korea,1,57325,180.7,0,未命中,False,False,False,False,0,White,High Performance,0.000173,7.1e-05,0.000275,7.9e-05,0.000248,8.9e-05,0.000219,30,8,0,57.1,0.1,0.323803,0.202881,0.199589,0.206173,0.200112,0.205638,0.200716,0.205023,108,239.2,0.202864,0.164017,0.537,0.307092,0.243698,0.5522,0.951789,0.0049,0.019973,0.065154,0.063133,0.067174,0.06345,0.06684,0.063816,0.066458,0.03255,5.74,174.18,10.44,10.3,10.58,10.32,10.56,10.34,10.53,1.0,A,0,0,0,0,0,0.0,0.0,15.25,6.0,3.49,27.01,高可信,D_正常,19.0,equasis_real
631010074,9319674.0,Night Glory,Equatorial Guinea,Ajmera Shipping,2007.0,LR2 TNKR,0000-00-00,Dalian Shipbuilding Industry Corp,China,1,21360,63.9,2,中风险,False,False,True,True,0,Not Listed,Not Listed,0.00023,4.8e-05,0.000413,5.6e-05,0.000351,6.8e-05,0.00029,5,3,0,70.4,0.1,0.275655,0.167803,0.162792,0.172814,0.16358,0.171991,0.164492,0.171046,107,69.2,0.167751,0.056915,0.4615,0.241805,0.138595,0.2733,1.003992,9e-05,0.0,0.144333,0.13962,0.149045,0.140359,0.148269,0.141214,0.147378,0.074716,10.86,161.68,10.44,10.19,10.69,10.23,10.65,10.28,10.6,0.417,C,0,0,0,0,0,0.0,0.0,59.78,15.37,29.65,89.91,中可信,A_确认影子,41.0,equasis_real
613522701,9405057.0,Jun Tong,Cameroon,Juntong Shipping,2008.0,LR2 TNKR,0000-00-00,STX Offshore,South Korea,1,59166,180.6,2,中风险,False,False,True,True,3,Black,Low Performance,0.000218,0.000104,0.000333,0.000114,0.000304,0.000127,0.000273,14,11,2,85.9,0.1,0.264341,0.199408,0.196188,0.202627,0.1967,0.202104,0.197291,0.201502,261,176.1,0.199392,0.204731,0.5081,0.166363,0.16297,0.1344,1.879706,3.2e-05,0.0,0.067166,0.065149,0.069183,0.065465,0.06885,0.065831,0.068469,0.02814,6.24,140.53,10.32,10.18,10.46,10.2,10.44,10.23,10.41,1.0,A,0,0,0,0,0,0.0,0.0,84.31,11.85,61.08,100.0,高可信,A_确认影子,28.0,equasis_real
412245000,9487184.0,Yu Fu Zou,China,Shanghai Yucheng Shipping,2010.0,AFRAMAX TNKR,0000-00-00,Dalian Shipbuilding Industry Corp,China,1,84936,180.7,0,未命中,False,False,False,False,0,White,High Performance,8.1e-05,2.5e-05,0.000138,2.9e-05,0.000121,3.3e-05,0.000104,13,5,1,73.6,0.1,0.248658,0.17112,0.168587,0.173653,0.16899,0.173241,0.169455,0.172768,163,73.9,0.171107,0.236107,0.5408,0.246966,0.19728,0.0576,4.872794,2.3e-05,0.0,0.128885,0.126631,0.131138,0.126988,0.130771,0.127401,0.130349,0.067215,11.03,176.39,10.28,10.16,10.4,10.18,10.38,10.2,10.36,1.0,A,0,0,0,0,0,0.0,0.0,16.71,10.6,0.0,37.49,高可信,D_正常,19.0,equasis_real
563221700,9461843.0,Torm Gloria,Singapore,Torm,2011.0,LR2 TNKR,0000-00-00,Hyundai Samho Heavy Ind,South Korea,1,88699,180.7,0,未命中,False,False,False,False,0,White,High Performance,6.7e-05,1.8e-05,0.000116,2e-05,0.0001,2.4e-05,8.5e-05,7,4,1,129.3,0.0,0.403308,0.220623,0.217895,0.223352,0.218329,0.22291,0.218832,0.222401,195,86.8,0.220614,0.120987,0.5126,0.191815,0.217681,0.1855,6.535074,2.2e-05,0.0,0.017395,0.016535,0.018255,0.016667,0.018111,0.016821,0.017946,0.005997,2.42,114.25,10.28,10.18,10.38,10.19,10.36,10.21,10.34,1.0,A,0,0,0,0,0,0.0,0.0,15.05,8.11,0.0,30.95,高可信,D_正常,18.0,equasis_real
636022945,9233818.0,Margareta,Liberia,Samaria Blue,2003.0,AFRAMAX SHUTTLE TNKR,0000-00-00,Samsung,South Korea,2,84339,176.7,0,未命中,False,False,False,False,0,White,High Performance,0.000165,8.1e-05,0.000249,8.9e-05,0.000228,9.8e-05,0.000206,37,12,3,118.9,0.1,0.212725,0.209217,0.206472,0.211962,0.206909,0.211517,0.207413,0.211005,759,142.0,0.209206,0.102355,0.5105,0.228129,0.027067,0.0979,1.732368,0.000331,0.011399,0.041878,0.040526,0.043229,0.040737,0.043006,0.040982,0.04275,0.022444,4.66,162.27,10.26,10.14,10.37,10.16,10.35,10.18,10.33,0.99,A,0,0,0,0,0,0.0,0.0,38.68,3.62,31.58,45.78,高可信,D_正常,2.0,simulated_noisy
249356000,9419369.0,Amfitriti,Malta,Liquimar Tankers,2009.0,LR2 TNKR,0000-00-00,STX Offshore,South Korea,1,101763,180.5,0,未命中,False,False,False,False,0,White,High Performance,3.9e-05,5e-06,7.2e-05,7e-06,5.9e-05,8e-06,4.7e-05,10,2,0,61.3,0.0,0.235577,0.214824,0.2123,0.217347,0.212703,0.216938,0.213167,0.216468,479,112.7,0.214815,0.53992,0.566,0.137047,0.027759,0.0609,1.944541,1.9e-05,0.0,0.028801,0.027774,0.029829,0.027934,0.029659,0.028119,0.029463,0.010927,2.94,147.24,10.24,10.15,10.34,10.16,10.33,10.18,10.31,1.0,A,0,0,0,0,0,0.0,0.0,16.15,15.47,0.0,46.47,高可信,D_正常,10.0,equasis_real
636020835,9364239.0,Sofia II,Liberia,Flynn Ventures,2008.0,AFRAMAX TNKR,0000-00-00,Sumitomo,Japan,1,42648,180.6,0,未命中,False,False,False,False,0,White,High Performance,0.000303,0.000144,0.000462,0.000158,0.000421,0.000176,0.000379,51,11,3,99.4,0.1,0.317201,0.141821,0.13851,0.145132,0.139033,0.14459,0.139637,0.143968,185,195.7,0.141792,0.250304,0.3617,0.350739,0.280947,0.3574,1.018929,4.5e-05,0.0,0.190043,0.186319,0.193766,0.18691,0.19316,0.187591,0.192462,0.117519,15.75,172.93,10.19,10.01,10.37,10.04,10.34,10.07,10.3,0.98,A,0,0,0,0,0,0.0,0.0,15.62,7.23,1.45,29.79,高可信,D_正常,22.0,equasis_real
511101914,,,,,,,,,,0,26466,125.0,0,未命中,False,False,False,False,0,Unknown,Unknown,0.000337,0.000128,0.000546,0.000143,0.000488,0.000164,0.000427,26,7,3,210.2,0.1,0.393599,0.144048,0.139818,0.148278,0.140482,0.147583,0.141252,0.146785,131,92.2,0.144002,0.192934,0.6407,0.270689,0.427276,0.1712,2.125752,7.3e-05,0.0,0.184461,0.179789,0.189134,0.180526,0.188369,0.181379,0.187491,0.092796,15.23,180.0,10.18,9.95,10.4,9.99,10.37,10.03,10.32,0.644,B,0,0,0,0,0,0.0,0.0,13.14,12.03,0.0,36.72,高可信,D_正常,4.0,simulated_noisy
538012112,9313486.0,Nyxora,Marshall Islands,Star Marine Management,2008.0,AFRAMAX TNKR,0000-00-00,Tadotsu Tsuneishi,Japan,1,43007,180.7,0,未命中,False,False,False,False,0,White,High Performance,0.000393,0.000211,0.000575,0.000229,0.000532,0.000251,0.000485,51,15,6,309.2,0.1,0.194782,0.15368,0.150272,0.157089,0.150811,0.156532,0.151433,0.155892,1311,74.7,0.153653,0.150472,0.5153,0.443599,0.107692,0.2555,2.566366,0.000533,0.004536,0.161949,0.158467,0.165431,0.159018,0.164862,0.159655,0.164209,0.08817,13.01,169.4,10.16,9.99,10.34,10.02,10.31,10.05,10.28,0.984,A,0,0,0,0,0,0.0,0.0,36.19,6.42,23.61,48.77,高可信,D_正常,26.0,equasis_real
636016275,9343340.0,Gemini Sun,Liberia,Zodiac Maritime,2008.0,AFRAMAX TNKR,0000-00-00,Sasebo,Japan,1,73137,180.7,0,未命中,False,False,False,False,0,White,High Performance,0.000163,7.4e-05,0.000252,8.2e-05,0.000229,9.1e-05,0.000205,48,10,4,222.4,0.1,0.243051,0.195457,0.192584,0.198331,0.193041,0.197865,0.193569,0.197328,349,64.7,0.195444,0.248601,0.4993,0.146,0.147085,0.0899,1.284683,2.6e-05,0.0,0.065985,0.064186,0.067784,0.064468,0.067488,0.064795,0.067148,0.030257,6.32,162.14,10.12,9.99,10.24,10.01,10.22,10.04,10.2,1.0,A,0,0,0,0,0,0.0,0.0,18.37,11.31,0.0,40.54,高可信,D_正常,13.0,equasis_real
273277840,9389095.0,Triumf,Russia,Jeeva Shipping,2009.0,LR2 TNKR,0000-00-00,Shanghai Waigaoqiao Shipbuilding,China,1,55925,180.7,2,中风险,False,False,True,True,1,Grey,Medium Performance,0.000177,7.2e-05,0.000282,8.1e-05,0.000254,9.1e-05,0.000224,29,8,1,74.8,0.1,0.270291,0.208728,0.20536,0.212096,0.205895,0.211549,0.206514,0.21092,276,313.9,0.208712,0.076489,0.5338,0.131849,0.112642,0.1361,2.125415,0.000624,0.00524,0.035815,0.034275,0.037354,0.034513,0.037097,0.034789,0.036803,0.012372,3.78,142.42,10.11,9.98,10.25,10.0,10.23,10.02,10.2,1.0,A,0,0,0,0,0,0.0,0.0,77.36,1.2,75.01,79.71,高可信,A_确认影子,25.0,equasis_real
461000255,9511521.0,Mirabel,Oman,Sovcomflot,2010.0,AFRAMAX TNKR,0000-00-00,Hyundai Samho Heavy Ind,South Korea,1,21873,180.3,3,高风险,True,False,True,True,0,Not Listed,Not Listed,0.000454,0.000185,0.000722,0.000206,0.000649,0.000233,0.000573,79,8,1,182.8,0.2,0.193709,0.175799,0.170755,0.180843,0.171549,0.180015,0.172467,0.179065,226,101.1,0.17575,0.066825,0.4412,0.280498,0.111576,0.0923,1.508144,0.011515,0.102501,0.107253,0.103152,0.111353,0.103791,0.110674,0.104531,0.109895,0.055362,9.19,155.17,10.07,9.83,10.31,9.86,10.27,9.91,10.22,0.746,B,0,0,0,0,0,0.0,0.0,71.09,10.66,50.2,91.98,高可信,A_确认影子,36.0,equasis_real
273278480,9288851.0,Transformer,Russia,Undisclosed,2004.0,AFRAMAX TNKR,0000-00-00,Samsung,South Korea,2,11657,67.9,3,高风险,True,False,True,True,1,Grey,Medium Performance,0.000422,8.8e-05,0.000757,0.000103,0.000644,0.000125,0.000531,27,3,0,70.1,0.1,0.185211,0.185314,0.178263,0.192366,0.179365,0.191202,0.180642,0.189868,245,28.1,0.185226,0.158129,0.467,0.478211,0.026749,0.0,2.018502,0.000165,0.0,0.084407,0.079362,0.089452,0.080133,0.0886,0.081029,0.087628,0.035337,6.85,143.93,10.04,9.72,10.36,9.76,10.3,9.82,10.24,0.319,C,0,0,0,0,0,0.0,0.0,83.04,4.83,73.57,92.51,中可信,A_确认影子,25.0,equasis_real
631010088,9283306.0,Fina A,Equatorial Guinea,Seasailor Holdings,2004.0,LR2 TNKR,0000-00-00,Dalian New Yard,China,2,25980,101.0,2,中风险,False,False,True,True,0,Not Listed,Not Listed,0.000189,3.9e-05,0.00034,4.6e-05,0.000289,5.6e-05,0.000238,18,3,0,57.1,0.1,0.265435,0.18388,0.17917,0.188591,0.179914,0.18782,0.180773,0.186935,291,132.6,0.183841,0.134003,0.5168,0.182208,0.119841,0.2202,1.127485,0.002729,0.022172,0.087334,0.083901,0.090766,0.084435,0.090197,0.085054,0.089544,0.036179,7.63,128.71,10.03,9.81,10.24,9.84,10.2,9.88,10.16,0.572,B,0,0,0,0,0,0.0,0.0,57.46,3.01,51.56,63.36,高可信,A_确认影子,27.0,simulated_noisy
419001313,,,,,,,,,,0,98906,180.7,0,未命中,False,False,False,False,0,Unknown,Unknown,6e-05,1.6e-05,0.000104,1.8e-05,9e-05,2.2e-05,7.6e-05,8,4,1,120.9,0.0,0.280549,0.2156,0.213037,0.218162,0.213445,0.217747,0.213917,0.21727,218,266.2,0.215591,0.091102,0.5231,0.060725,0.088908,0.1467,3.644687,1.9e-05,0.0,0.015236,0.014473,0.015999,0.01459,0.015871,0.014726,0.015724,0.005509,2.36,139.51,10.01,9.91,10.1,9.93,10.09,9.95,10.07,1.0,A,0,0,0,0,0,0.0,0.0,17.21,8.37,0.8,33.62,高可信,D_正常,16.0,simulated_noisy
